county,precinct,office,district,candidate,party,votes
Clark,3702,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,1030
Clark,3702,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,508
Clark,3702,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,641
Clark,3702,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,625
Clark,3702,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,515
Clark,3702,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,1026
Clark,3702,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,665
Clark,3702,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,474
Clark,3702,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,316
Clark,3702,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,795
Clark,3702,President,,"BIDEN, JOSEPH R.",DEM,839
Clark,3702,President,,"BLANKENSHIP, DON",,3
Clark,3702,President,,"JORGENSEN, JO",LIB,15
Clark,3702,President,,None Of These Candidates,,18
Clark,3702,President,,"TRUMP, DONALD J.",REP,566
Clark,3702,State Assembly,37,"BACKUS, SHEA",,829
Clark,3702,State Assembly,37,"Matthews, Andy",,561
Clark,3702,"State Board of Education, Dist. 4",,"Cantu, Rene",,593
Clark,3702,"State Board of Education, Dist. 4",,"NEWBURN, MARK",,518
Clark,3702,STATE QUESTION NO. 1,,No,,588
Clark,3702,STATE QUESTION NO. 1,,Yes,,727
Clark,3702,STATE QUESTION NO. 2,,No,,477
Clark,3702,STATE QUESTION NO. 2,,Yes,,871
Clark,3702,STATE QUESTION NO. 3,,No,,479
Clark,3702,STATE QUESTION NO. 3,,Yes,,850
Clark,3702,STATE QUESTION NO. 4,,No,,417
Clark,3702,STATE QUESTION NO. 4,,Yes,,917
Clark,3702,STATE QUESTION NO. 6,,No,,497
Clark,3702,STATE QUESTION NO. 6,,Yes,,840
Clark,3702,State Senate,6,"Becker, April",,599
Clark,3702,State Senate,6,"Cannizzaro, Nicole",,794
Clark,3702,"Supreme Court Justice, Seat B",,None Of These Candidates,,278
Clark,3702,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,959
Clark,3702,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,498
Clark,3702,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,575
Clark,3702,"Supreme Court Justice, Seat D",,None Of These Candidates,,223
Clark,3702,Trustee Clark County School District C,,"Garcia Morales, Evelyn",,603
Clark,3702,Trustee Clark County School District C,,"Henry, Tameka",,509
Clark,3702,U.S. House,4,"Esteban, Jonathan Royce",LIB,59
Clark,3702,U.S. House,4,"Horsford, Steven A.",DEM,809
Clark,3702,U.S. House,4,"Marchant, Jim",REP,524
Clark,3702,U.S. House,4,"Rubinson, Barry",IAP,16
Clark,3702,"University Board of Regents, District 2",,"Tarkanian, Lois",,701
Clark,3702,"University Board of Regents, District 2",,"Whipple, Bret",,449
Clark,3703,County Commissioner District C,,"Anthony, Stavros",,14
Clark,3703,County Commissioner District C,,"Miller, Ross",,8
Clark,3703,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,12
Clark,3703,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,6
Clark,3703,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,4
Clark,3703,"District Court Judge, District 8, Department 1",,"Villani, Jacob",,12
Clark,3703,"District Court Judge, District 8, Department 1",,"Yeager, Bita ""Marie""",,9
Clark,3703,"District Court Judge, District 8, Department 2",,"Kierny, Carli Lynn",,10
Clark,3703,"District Court Judge, District 8, Department 2",,"Scotti, Richard",,10
Clark,3703,"District Court Judge, District 8, Department 3",,"Ganz, Adam",,17
Clark,3703,"District Court Judge, District 8, Department 3",,"Trujillo, Monica",,5
Clark,3703,"District Court Judge, District 8, Department 4",,"Aurbach, Phil",,14
Clark,3703,"District Court Judge, District 8, Department 4",,"Krall, Nadia",,8
Clark,3703,"District Court Judge, District 8, Department 5",,"Barisich, Veronica",,9
Clark,3703,"District Court Judge, District 8, Department 5",,"Coffing, Terry",,13
Clark,3703,"District Court Judge, District 8, Department 6",,"Bluth, Jacqueline",,8
Clark,3703,"District Court Judge, District 8, Department 6",,"Leventhal, Todd M.",,14
Clark,3703,"District Court Judge, District 8, Department 7",,"Bell, Linda Marie",,19
Clark,3703,"District Court Judge, District 8, Department 8",,"Atkin, Trevor",,14
Clark,3703,"District Court Judge, District 8, Department 8",,"Peterson, Jessica K.",,7
Clark,3703,"District Court Judge, District 8, Department 9",,"Silva, Cristina D.",,18
Clark,3703,"District Court Judge, District 8, Department 10",,"Jones, Tierra",,18
Clark,3703,"District Court Judge, District 8, Department 11",,"Gonzalez, Elizabeth ""Betsy""",,19
Clark,3703,"District Court Judge, District 8, Department 12",,"Leavitt, Michelle",,18
Clark,3703,"District Court Judge, District 8, Department 13",,"Denton, Mark",,19
Clark,3703,"District Court Judge, District 8, Department 14",,"Escobar, Adriana",,19
Clark,3703,"District Court Judge, District 8, Department 15",,"Hardy, Jr., Joe",,19
Clark,3703,"District Court Judge, District 8, Department 16",,"Williams, Tim",,18
Clark,3703,"District Court Judge, District 8, Department 17",,"Albertson, Anna",,6
Clark,3703,"District Court Judge, District 8, Department 17",,"Villani, Michael",,15
Clark,3703,"District Court Judge, District 8, Department 18",,"Holthus, Mary Kay",,12
Clark,3703,"District Court Judge, District 8, Department 18",,"Hunt, John A.",,9
Clark,3703,"District Court Judge, District 8, Department 19",,"Eller, Crystal",,6
Clark,3703,"District Court Judge, District 8, Department 19",,"Kephart, William ""Bill""",,15
Clark,3703,"District Court Judge, District 8, Department 20",,"Hooker, Dawn Allysa",,5
Clark,3703,"District Court Judge, District 8, Department 20",,"Johnson, Eric",,15
Clark,3703,"District Court Judge, District 8, Department 21",,"Clark Newberry, Tara",,8
Clark,3703,"District Court Judge, District 8, Department 21",,"Reynolds, Jacob",,13
Clark,3703,"District Court Judge, District 8, Department 22",,"Johnson, Susan",,14
Clark,3703,"District Court Judge, District 8, Department 22",,"Nadig, Ben",,6
Clark,3703,"District Court Judge, District 8, Department 23",,"Armstrong, Karl W.",,16
Clark,3703,"District Court Judge, District 8, Department 23",,"Lilly-Spells, Jasmin",,4
Clark,3703,"District Court Judge, District 8, Department 24",,"Ballou, Erika D.",,6
Clark,3703,"District Court Judge, District 8, Department 24",,"Gilliam, Dan",,14
Clark,3703,"District Court Judge, District 8, Department 25",,"Delaney, Kathleen E.",,18
Clark,3703,"District Court Judge, District 8, Department 26",,"Sturman, Gloria",,18
Clark,3703,"District Court Judge, District 8, Department 27",,"Allf, Nancy",,18
Clark,3703,"District Court Judge, District 8, Department 28",,"Israel, Ron",,19
Clark,3703,"District Court Judge, District 8, Department 29",,"JONES, DAVID M.",,17
Clark,3703,"District Court Judge, District 8, Department 29",,"LÛpez-Negrete, David",,3
Clark,3703,"District Court Judge, District 8, Department 30",,"Wiese, Jerry A.",,18
Clark,3703,"District Court Judge, District 8, Department 31",,"Call, Gary W.",,11
Clark,3703,"District Court Judge, District 8, Department 31",,"Kishner, Joanna",,7
Clark,3703,"District Court Judge, District 8, Department 32",,"Bare, Rob",,11
Clark,3703,"District Court Judge, District 8, Department 32",,"Craig, Christy",,9
Clark,3703,"District Court Judge, District 8, Family Division, Department A",,"Voy, William",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department B",,"Marquis, Linda",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department C",,"Burton, Rebecca",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department D",,"Teuton, Robert W. ""Bob""",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department E",,"Hoskin, Charles J. ""Chuck""",,14
Clark,3703,"District Court Judge, District 8, Family Division, Department E",,"Kurtz, Thomas G.",,7
Clark,3703,"District Court Judge, District 8, Family Division, Department F",,"Gentile, Denise L.",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department G",,"Childs, Sr., Benjamin Boone",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department G",,"Forsberg, Rhonda K.",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department H",,"Ritchie, Art",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department I",,"Bailey, Soonhee ""Sunny""",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department I",,"Tobler, Michelle O.",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department J",,"Butler, Dedree ""Dee""",,5
Clark,3703,"District Court Judge, District 8, Family Division, Department J",,"MacDonald, J. Scott",,16
Clark,3703,"District Court Judge, District 8, Family Division, Department K",,"Giuliani, Cynthia N.",,17
Clark,3703,"District Court Judge, District 8, Family Division, Department L",,"Gibson, Jr., David",,17
Clark,3703,"District Court Judge, District 8, Family Division, Department M",,"Hughes, Lynn",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department M",,"MASTIN, AMY M.",,11
Clark,3703,"District Court Judge, District 8, Family Division, Department N",,"Harter, Mathew",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department O",,"Sullivan, Frank P.",,17
Clark,3703,"District Court Judge, District 8, Family Division, Department P",,"Dayani, Sara",,5
Clark,3703,"District Court Judge, District 8, Family Division, Department P",,"Perry, Mary",,16
Clark,3703,"District Court Judge, District 8, Family Division, Department Q",,"Duckworth, Bryce C.",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department R",,"Henderson, Bill",,16
Clark,3703,"District Court Judge, District 8, Family Division, Department S",,"Ochoa, Vincent",,18
Clark,3703,"District Court Judge, District 8, Family Division, Department T",,"Cutter, Nadin",,8
Clark,3703,"District Court Judge, District 8, Family Division, Department T",,"Stoffel, Jason",,13
Clark,3703,"District Court Judge, District 8, Family Division, Department U",,"Gonzalez, Bill",,8
Clark,3703,"District Court Judge, District 8, Family Division, Department U",,"Throne, Dawn",,13
Clark,3703,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,17
Clark,3703,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,10
Clark,3703,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,7
Clark,3703,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,13
Clark,3703,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,17
Clark,3703,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,11
Clark,3703,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,10
Clark,3703,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,5
Clark,3703,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,13
Clark,3703,President,,"BIDEN, JOSEPH R.",DEM,7
Clark,3703,President,,"BLANKENSHIP, DON",,0
Clark,3703,President,,"JORGENSEN, JO",LIB,0
Clark,3703,President,,None Of These Candidates,,0
Clark,3703,President,,"TRUMP, DONALD J.",REP,14
Clark,3703,State Assembly,37,"BACKUS, SHEA",,8
Clark,3703,State Assembly,37,"Matthews, Andy",,14
Clark,3703,"State Board of Education, Dist. 4",,"Cantu, Rene",,7
Clark,3703,"State Board of Education, Dist. 4",,"NEWBURN, MARK",,12
Clark,3703,STATE QUESTION NO. 1,,No,,13
Clark,3703,STATE QUESTION NO. 1,,Yes,,9
Clark,3703,STATE QUESTION NO. 2,,No,,15
Clark,3703,STATE QUESTION NO. 2,,Yes,,7
Clark,3703,STATE QUESTION NO. 3,,No,,6
Clark,3703,STATE QUESTION NO. 3,,Yes,,16
Clark,3703,STATE QUESTION NO. 4,,No,,10
Clark,3703,STATE QUESTION NO. 4,,Yes,,12
Clark,3703,STATE QUESTION NO. 6,,No,,12
Clark,3703,STATE QUESTION NO. 6,,Yes,,10
Clark,3703,State Senate,6,"Becker, April",,14
Clark,3703,State Senate,6,"Cannizzaro, Nicole",,8
Clark,3703,"Supreme Court Justice, Seat B",,None Of These Candidates,,3
Clark,3703,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,18
Clark,3703,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,7
Clark,3703,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,13
Clark,3703,"Supreme Court Justice, Seat D",,None Of These Candidates,,2
Clark,3703,Trustee Clark County School District C,,"Garcia Morales, Evelyn",,8
Clark,3703,Trustee Clark County School District C,,"Henry, Tameka",,9
Clark,3703,U.S. House,4,"Esteban, Jonathan Royce",LIB,1
Clark,3703,U.S. House,4,"Horsford, Steven A.",DEM,7
Clark,3703,U.S. House,4,"Marchant, Jim",REP,14
Clark,3703,U.S. House,4,"Rubinson, Barry",IAP,0
Clark,3703,"University Board of Regents, District 2",,"Tarkanian, Lois",,11
Clark,3703,"University Board of Regents, District 2",,"Whipple, Bret",,10
Clark,3704,County Commissioner District C,,"Anthony, Stavros",,293
Clark,3704,County Commissioner District C,,"Miller, Ross",,383
Clark,3704,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,242
Clark,3704,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,246
Clark,3704,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,133
Clark,3704,"District Court Judge, District 8, Department 1",,"Villani, Jacob",,259
Clark,3704,"District Court Judge, District 8, Department 1",,"Yeager, Bita ""Marie""",,329
Clark,3704,"District Court Judge, District 8, Department 2",,"Kierny, Carli Lynn",,343
Clark,3704,"District Court Judge, District 8, Department 2",,"Scotti, Richard",,243
Clark,3704,"District Court Judge, District 8, Department 3",,"Ganz, Adam",,238
Clark,3704,"District Court Judge, District 8, Department 3",,"Trujillo, Monica",,351
Clark,3704,"District Court Judge, District 8, Department 4",,"Aurbach, Phil",,249
Clark,3704,"District Court Judge, District 8, Department 4",,"Krall, Nadia",,331
Clark,3704,"District Court Judge, District 8, Department 5",,"Barisich, Veronica",,343
Clark,3704,"District Court Judge, District 8, Department 5",,"Coffing, Terry",,235
Clark,3704,"District Court Judge, District 8, Department 6",,"Bluth, Jacqueline",,394
Clark,3704,"District Court Judge, District 8, Department 6",,"Leventhal, Todd M.",,183
Clark,3704,"District Court Judge, District 8, Department 7",,"Bell, Linda Marie",,537
Clark,3704,"District Court Judge, District 8, Department 8",,"Atkin, Trevor",,257
Clark,3704,"District Court Judge, District 8, Department 8",,"Peterson, Jessica K.",,313
Clark,3704,"District Court Judge, District 8, Department 9",,"Silva, Cristina D.",,535
Clark,3704,"District Court Judge, District 8, Department 10",,"Jones, Tierra",,522
Clark,3704,"District Court Judge, District 8, Department 11",,"Gonzalez, Elizabeth ""Betsy""",,534
Clark,3704,"District Court Judge, District 8, Department 12",,"Leavitt, Michelle",,525
Clark,3704,"District Court Judge, District 8, Department 13",,"Denton, Mark",,530
Clark,3704,"District Court Judge, District 8, Department 14",,"Escobar, Adriana",,530
Clark,3704,"District Court Judge, District 8, Department 15",,"Hardy, Jr., Joe",,533
Clark,3704,"District Court Judge, District 8, Department 16",,"Williams, Tim",,525
Clark,3704,"District Court Judge, District 8, Department 17",,"Albertson, Anna",,288
Clark,3704,"District Court Judge, District 8, Department 17",,"Villani, Michael",,280
