county,precinct,office,district,candidate,party,votes
Washoe,SPARKS 6514,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,681
Washoe,SPARKS 6514,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,377
Washoe,SPARKS 6514,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,363
Washoe,SPARKS 6514,"Supreme Court Justice, Seat D",,None Of These Candidates,,145
Washoe,SPARKS 6514,U.S. House,2,"ACKERMAN, PATRICIA",DEM,501
Washoe,SPARKS 6514,U.S. House,2,"Amodei, Mark E.",REP,422
Washoe,SPARKS 6514,U.S. House,2,JANINE HANSEN,IAP,30
Washoe,SPARKS 6516,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,648
Washoe,SPARKS 6516,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,829
Washoe,SPARKS 6516,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,478
Washoe,SPARKS 6516,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,534
Washoe,SPARKS 6516,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,320
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,1142
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,1102
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,1093
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,1079
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,1084
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,1113
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,1113
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,1109
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,1133
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,627
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,656
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,670
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,569
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,1053
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,479
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,744
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,1063
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,1062
Washoe,SPARKS 6516,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,1114
Washoe,SPARKS 6516,President,,"BIDEN, JOSEPH R.",DEM,755
Washoe,SPARKS 6516,President,,"BLANKENSHIP, DON",,3
Washoe,SPARKS 6516,President,,"JORGENSEN, JO",LIB,16
Washoe,SPARKS 6516,President,,None Of These Candidates,,19
Washoe,SPARKS 6516,President,,"TRUMP, DONALD J.",REP,778
Washoe,SPARKS 6516,State Assembly,30,"ANDERSON, NATHA C.",,667
Washoe,SPARKS 6516,State Assembly,30,"HOFF, RANDY",,745
Washoe,SPARKS 6516,State Assembly,30,"YOUNG, CHARLENE",,70
Washoe,SPARKS 6516,STATE QUESTION NO. 1,,No,,848
Washoe,SPARKS 6516,STATE QUESTION NO. 1,,Yes,,555
Washoe,SPARKS 6516,STATE QUESTION NO. 2,,No,,548
Washoe,SPARKS 6516,STATE QUESTION NO. 2,,Yes,,941
Washoe,SPARKS 6516,STATE QUESTION NO. 3,,No,,648
Washoe,SPARKS 6516,STATE QUESTION NO. 3,,Yes,,789
Washoe,SPARKS 6516,STATE QUESTION NO. 4,,No,,589
Washoe,SPARKS 6516,STATE QUESTION NO. 4,,Yes,,852
Washoe,SPARKS 6516,STATE QUESTION NO. 6,,No,,687
Washoe,SPARKS 6516,STATE QUESTION NO. 6,,Yes,,771
Washoe,SPARKS 6516,"Supreme Court Justice, Seat B",,None Of These Candidates,,252
Washoe,SPARKS 6516,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,1075
Washoe,SPARKS 6516,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,520
Washoe,SPARKS 6516,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,652
Washoe,SPARKS 6516,"Supreme Court Justice, Seat D",,None Of These Candidates,,231
Washoe,SPARKS 6516,U.S. House,2,"ACKERMAN, PATRICIA",DEM,685
Washoe,SPARKS 6516,U.S. House,2,"Amodei, Mark E.",REP,805
Washoe,SPARKS 6516,U.S. House,2,JANINE HANSEN,IAP,35
Washoe,SPARKS 6519,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,546
Washoe,SPARKS 6519,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,692
Washoe,SPARKS 6519,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,450
Washoe,SPARKS 6519,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,462
Washoe,SPARKS 6519,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,224
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,997
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,968
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,973
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,973
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,964
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,965
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,969
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,965
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,991
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,554
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,574
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,593
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,476
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,949
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,459
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,617
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,948
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,956
Washoe,SPARKS 6519,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,970
Washoe,SPARKS 6519,President,,"BIDEN, JOSEPH R.",DEM,604
Washoe,SPARKS 6519,President,,"BLANKENSHIP, DON",,3
Washoe,SPARKS 6519,President,,"JORGENSEN, JO",LIB,18
Washoe,SPARKS 6519,President,,None Of These Candidates,,17
Washoe,SPARKS 6519,President,,"TRUMP, DONALD J.",REP,639
Washoe,SPARKS 6519,State Assembly,31,"Daly, Richard ""Skip""",,641
Washoe,SPARKS 6519,State Assembly,31,"Dickman, Jill Ann",,619
Washoe,SPARKS 6519,STATE QUESTION NO. 1,,No,,746
Washoe,SPARKS 6519,STATE QUESTION NO. 1,,Yes,,438
Washoe,SPARKS 6519,STATE QUESTION NO. 2,,No,,450
Washoe,SPARKS 6519,STATE QUESTION NO. 2,,Yes,,783
Washoe,SPARKS 6519,STATE QUESTION NO. 3,,No,,527
Washoe,SPARKS 6519,STATE QUESTION NO. 3,,Yes,,671
Washoe,SPARKS 6519,STATE QUESTION NO. 4,,No,,542
Washoe,SPARKS 6519,STATE QUESTION NO. 4,,Yes,,660
Washoe,SPARKS 6519,STATE QUESTION NO. 6,,No,,589
Washoe,SPARKS 6519,STATE QUESTION NO. 6,,Yes,,622
Washoe,SPARKS 6519,"Supreme Court Justice, Seat B",,None Of These Candidates,,184
Washoe,SPARKS 6519,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,941
Washoe,SPARKS 6519,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,442
Washoe,SPARKS 6519,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,563
Washoe,SPARKS 6519,"Supreme Court Justice, Seat D",,None Of These Candidates,,165
Washoe,SPARKS 6519,U.S. House,2,"ACKERMAN, PATRICIA",DEM,563
Washoe,SPARKS 6519,U.S. House,2,"Amodei, Mark E.",REP,657
Washoe,SPARKS 6519,U.S. House,2,JANINE HANSEN,IAP,35
Washoe,SPARKS 6520,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,228
Washoe,SPARKS 6520,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,237
Washoe,SPARKS 6520,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,164
Washoe,SPARKS 6520,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,186
Washoe,SPARKS 6520,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,80
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,387
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,378
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,380
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,374
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,370
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,376
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,381
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,375
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,380
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,190
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,234
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,218
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,198
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,364
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,169
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,244
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,366
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,371
Washoe,SPARKS 6520,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,374
Washoe,SPARKS 6520,President,,"BIDEN, JOSEPH R.",DEM,252
Washoe,SPARKS 6520,President,,"BLANKENSHIP, DON",,2
Washoe,SPARKS 6520,President,,"JORGENSEN, JO",LIB,6
Washoe,SPARKS 6520,President,,None Of These Candidates,,10
Washoe,SPARKS 6520,President,,"TRUMP, DONALD J.",REP,222
Washoe,SPARKS 6520,State Assembly,31,"Daly, Richard ""Skip""",,254
Washoe,SPARKS 6520,State Assembly,31,"Dickman, Jill Ann",,217
Washoe,SPARKS 6520,STATE QUESTION NO. 1,,No,,298
Washoe,SPARKS 6520,STATE QUESTION NO. 1,,Yes,,157
Washoe,SPARKS 6520,STATE QUESTION NO. 2,,No,,190
Washoe,SPARKS 6520,STATE QUESTION NO. 2,,Yes,,281
Washoe,SPARKS 6520,STATE QUESTION NO. 3,,No,,193
Washoe,SPARKS 6520,STATE QUESTION NO. 3,,Yes,,260
Washoe,SPARKS 6520,STATE QUESTION NO. 4,,No,,182
Washoe,SPARKS 6520,STATE QUESTION NO. 4,,Yes,,279
Washoe,SPARKS 6520,STATE QUESTION NO. 6,,No,,220
Washoe,SPARKS 6520,STATE QUESTION NO. 6,,Yes,,241
Washoe,SPARKS 6520,"Supreme Court Justice, Seat B",,None Of These Candidates,,75
Washoe,SPARKS 6520,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,360
Washoe,SPARKS 6520,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,167
Washoe,SPARKS 6520,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,223
Washoe,SPARKS 6520,"Supreme Court Justice, Seat D",,None Of These Candidates,,67
Washoe,SPARKS 6520,U.S. House,2,"ACKERMAN, PATRICIA",DEM,225
Washoe,SPARKS 6520,U.S. House,2,"Amodei, Mark E.",REP,236
Washoe,SPARKS 6520,U.S. House,2,JANINE HANSEN,IAP,11
Washoe,SPARKS 6521,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,143
Washoe,SPARKS 6521,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,190
Washoe,SPARKS 6521,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,103
Washoe,SPARKS 6521,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,131
Washoe,SPARKS 6521,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,58
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,261
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,255
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,249
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,247
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,248
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,253
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,250
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,252
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,248
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,157
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,127
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,128
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,144
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,238
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,99
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,169
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,238
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,235
Washoe,SPARKS 6521,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,249
Washoe,SPARKS 6521,President,,"BIDEN, JOSEPH R.",DEM,168
Washoe,SPARKS 6521,President,,"BLANKENSHIP, DON",,2
Washoe,SPARKS 6521,President,,"JORGENSEN, JO",LIB,3
Washoe,SPARKS 6521,President,,None Of These Candidates,,4
Washoe,SPARKS 6521,President,,"TRUMP, DONALD J.",REP,172
Washoe,SPARKS 6521,State Assembly,31,"Daly, Richard ""Skip""",,153
Washoe,SPARKS 6521,State Assembly,31,"Dickman, Jill Ann",,184
Washoe,SPARKS 6521,STATE QUESTION NO. 1,,No,,206
Washoe,SPARKS 6521,STATE QUESTION NO. 1,,Yes,,102
Washoe,SPARKS 6521,STATE QUESTION NO. 2,,No,,129
Washoe,SPARKS 6521,STATE QUESTION NO. 2,,Yes,,197
Washoe,SPARKS 6521,STATE QUESTION NO. 3,,No,,141
Washoe,SPARKS 6521,STATE QUESTION NO. 3,,Yes,,173
Washoe,SPARKS 6521,STATE QUESTION NO. 4,,No,,155
Washoe,SPARKS 6521,STATE QUESTION NO. 4,,Yes,,167
Washoe,SPARKS 6521,STATE QUESTION NO. 6,,No,,156
Washoe,SPARKS 6521,STATE QUESTION NO. 6,,Yes,,165
Washoe,SPARKS 6521,"Supreme Court Justice, Seat B",,None Of These Candidates,,39
Washoe,SPARKS 6521,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,255
Washoe,SPARKS 6521,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,98
Washoe,SPARKS 6521,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,161
Washoe,SPARKS 6521,"Supreme Court Justice, Seat D",,None Of These Candidates,,43
Washoe,SPARKS 6521,U.S. House,2,"ACKERMAN, PATRICIA",DEM,145
Washoe,SPARKS 6521,U.S. House,2,"Amodei, Mark E.",REP,176
Washoe,SPARKS 6521,U.S. House,2,JANINE HANSEN,IAP,17
Washoe,SPARKS 6522,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,201
Washoe,SPARKS 6522,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,330
Washoe,SPARKS 6522,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,183
Washoe,SPARKS 6522,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,172
Washoe,SPARKS 6522,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,108
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,401
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,379
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,377
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,376
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,376
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,398
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,396
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,399
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,406
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,246
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,221
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,210
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,241
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,364
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,157
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,294
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,368
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,368
Washoe,SPARKS 6522,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,394
Washoe,SPARKS 6522,President,,"BIDEN, JOSEPH R.",DEM,232
Washoe,SPARKS 6522,President,,"BLANKENSHIP, DON",,0
Washoe,SPARKS 6522,President,,"JORGENSEN, JO",LIB,1
Washoe,SPARKS 6522,President,,None Of These Candidates,,11
Washoe,SPARKS 6522,President,,"TRUMP, DONALD J.",REP,305
Washoe,SPARKS 6522,State Assembly,30,"ANDERSON, NATHA C.",,211
Washoe,SPARKS 6522,State Assembly,30,"HOFF, RANDY",,305
Washoe,SPARKS 6522,State Assembly,30,"YOUNG, CHARLENE",,13
Washoe,SPARKS 6522,STATE QUESTION NO. 1,,No,,359
Washoe,SPARKS 6522,STATE QUESTION NO. 1,,Yes,,149
Washoe,SPARKS 6522,STATE QUESTION NO. 2,,No,,238
Washoe,SPARKS 6522,STATE QUESTION NO. 2,,Yes,,293
Washoe,SPARKS 6522,STATE QUESTION NO. 3,,No,,261
Washoe,SPARKS 6522,STATE QUESTION NO. 3,,Yes,,258
Washoe,SPARKS 6522,STATE QUESTION NO. 4,,No,,277
Washoe,SPARKS 6522,STATE QUESTION NO. 4,,Yes,,242
Washoe,SPARKS 6522,STATE QUESTION NO. 6,,No,,309
Washoe,SPARKS 6522,STATE QUESTION NO. 6,,Yes,,217
Washoe,SPARKS 6522,"Supreme Court Justice, Seat B",,None Of These Candidates,,72
Washoe,SPARKS 6522,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,397
Washoe,SPARKS 6522,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,163
Washoe,SPARKS 6522,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,274
Washoe,SPARKS 6522,"Supreme Court Justice, Seat D",,None Of These Candidates,,49
Washoe,SPARKS 6522,U.S. House,2,"ACKERMAN, PATRICIA",DEM,205
Washoe,SPARKS 6522,U.S. House,2,"Amodei, Mark E.",REP,331
Washoe,SPARKS 6522,U.S. House,2,JANINE HANSEN,IAP,6
Washoe,SPARKS 6523,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,111
Washoe,SPARKS 6523,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,135
Washoe,SPARKS 6523,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,67
Washoe,SPARKS 6523,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,103
Washoe,SPARKS 6523,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,44
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,200
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,190
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,190
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,191
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,192
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,194
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,193
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,192
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,196
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,100
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,109
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,103
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,99
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,183
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,67
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,133
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,186
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,194
Washoe,SPARKS 6523,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,194
Washoe,SPARKS 6523,President,,"BIDEN, JOSEPH R.",DEM,115
Washoe,SPARKS 6523,President,,"BLANKENSHIP, DON",,0
Washoe,SPARKS 6523,President,,"JORGENSEN, JO",LIB,6
Washoe,SPARKS 6523,President,,None Of These Candidates,,5
Washoe,SPARKS 6523,President,,"TRUMP, DONALD J.",REP,130
Washoe,SPARKS 6523,State Assembly,30,"ANDERSON, NATHA C.",,108
Washoe,SPARKS 6523,State Assembly,30,"HOFF, RANDY",,128
Washoe,SPARKS 6523,State Assembly,30,"YOUNG, CHARLENE",,12
Washoe,SPARKS 6523,STATE QUESTION NO. 1,,No,,130
Washoe,SPARKS 6523,STATE QUESTION NO. 1,,Yes,,104
Washoe,SPARKS 6523,STATE QUESTION NO. 2,,No,,89
Washoe,SPARKS 6523,STATE QUESTION NO. 2,,Yes,,158
Washoe,SPARKS 6523,STATE QUESTION NO. 3,,No,,107
Washoe,SPARKS 6523,STATE QUESTION NO. 3,,Yes,,132
Washoe,SPARKS 6523,STATE QUESTION NO. 4,,No,,86
Washoe,SPARKS 6523,STATE QUESTION NO. 4,,Yes,,156
Washoe,SPARKS 6523,STATE QUESTION NO. 6,,No,,106
Washoe,SPARKS 6523,STATE QUESTION NO. 6,,Yes,,129
Washoe,SPARKS 6523,"Supreme Court Justice, Seat B",,None Of These Candidates,,33
Washoe,SPARKS 6523,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,188
Washoe,SPARKS 6523,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,77
Washoe,SPARKS 6523,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,105
Washoe,SPARKS 6523,"Supreme Court Justice, Seat D",,None Of These Candidates,,43
Washoe,SPARKS 6523,U.S. House,2,"ACKERMAN, PATRICIA",DEM,109
Washoe,SPARKS 6523,U.S. House,2,"Amodei, Mark E.",REP,133
Washoe,SPARKS 6523,U.S. House,2,JANINE HANSEN,IAP,7
Washoe,SPARKS 6524,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,813
Washoe,SPARKS 6524,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,1014
Washoe,SPARKS 6524,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,532
Washoe,SPARKS 6524,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,723
Washoe,SPARKS 6524,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,358
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,1400
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,1342
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,1333
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,1318
