county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Chatham,6-09C Trinity Lutheran Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,3,0,0
Chatham,6-10C Station 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,10,4,0
Chatham,6-11C Bamboo Farms,U.S. Senate (Special),,Republican,A. Wayne Johnson,16,7,1,0
Chatham,7-01C Garden City Senior Ctr,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,1,1,0
Chatham,7-03C PB Edwards Gym,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,0,0,0
Chatham,7-04C Lake Shore Comm Ctr,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,2,0
Chatham,7-05C Woodlawn Baptist Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,2,1,0
Chatham,7-06C Pooler City Hall,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,6,2,0
Chatham,7-07C Rothwell Baptist Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,10,3,0
Chatham,7-08C Bloomingdale Comm Ctr,U.S. Senate (Special),,Republican,A. Wayne Johnson,16,12,0,0
Chatham,7-09C Savannah Holy C of G,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,2,3,0
Chatham,7-10C Progressive Rec Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,10,4,0
Chatham,7-11C Seventh Day Adv Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,24,16,3,0
Chatham,7-12C Pooler Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,12,5,0
Chatham,7-13C Southside Fire Trng Ctr,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,5,1,0
Chatham,7-14C Coastal Cathedral,U.S. Senate (Special),,Republican,A. Wayne Johnson,10,10,4,0
Chatham,7-15C Rice Creek School,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,6,0,0
Chatham,7-16C Pooler Recreation Center Gymnasium,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,6,5,1
Chatham,8-01C Civic Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,0,0
Chatham,8-02C Hellenic Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,1,0
Chatham,8-03C Silk Hope Baptist Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,0,0,0
Chatham,8-05C W Broad St YMCA,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,1,0
Chatham,8-06C Tompkins Rec Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,1,0,0
Chatham,8-07C Woodville-Tompkins TI,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Chatham,8-08C Resur of Our Lord Church,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,0,0,0
Chatham,8-09C Moses Jackson Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Chatham,8-10C Carver Heights Comm Ctr,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,0,0,0
Chatham,8-11C Butler Elementary,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,0,0
Chatham,8-12C Beach High School,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,0,3,0
Chatham,8-13C Savannah Christian,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,2,0,0
Chatham,8-15C Garden City Rec Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,0,0
Chatham,8-16C Royal Cinemas and IMAX,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,9,3,0
Chattahoochee,Activity Center,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,8,0,0
Chattooga,Alpine,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,1,1,0
Chattooga,Cloudland,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,1,0,0
Chattooga,Coldwater,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,1,0
Chattooga,Dirtseller,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,0,0
Chattooga,Dirttown,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,5,1,0
Chattooga,Haywood,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Chattooga,Lyerly,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,5,0,0
Chattooga,Pennville,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,4,1,0
Chattooga,Seminole,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,0,0,0
Chattooga,Subligna,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,1,0,0
Chattooga,Summerville,U.S. Senate (Special),,Republican,A. Wayne Johnson,16,30,7,0
Chattooga,Teloga,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,5,0,0
Chattooga,Trion,U.S. Senate (Special),,Republican,A. Wayne Johnson,20,25,5,0
Cherokee,Air Acres,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,9,3,0
Cherokee,Arnold Mill,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,18,6,0
Cherokee,Avery,U.S. Senate (Special),,Republican,A. Wayne Johnson,9,12,1,0
Cherokee,Ball Ground,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,13,3,0
Cherokee,Bascomb,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,18,5,0
Cherokee,Bells,U.S. Senate (Special),,Republican,A. Wayne Johnson,16,19,10,0
Cherokee,Booth,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,13,2,0
Cherokee,Bradshaw,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,8,4,0
Cherokee,Bridgemill,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,16,11,0
Cherokee,Canton,U.S. Senate (Special),,Republican,A. Wayne Johnson,12,22,10,0
Cherokee,Carmel,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,8,7,0
Cherokee,Clayton,U.S. Senate (Special),,Republican,A. Wayne Johnson,13,18,3,0
Cherokee,Conns Creek,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,3,0,0
Cherokee,Deer Run,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,11,2,0
Cherokee,Dixie,U.S. Senate (Special),,Republican,A. Wayne Johnson,10,18,7,0
Cherokee,Freehome,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,13,1,0
Cherokee,Hickory Flat,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,19,2,0
Cherokee,Hightower,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,19,0,0
Cherokee,Hillside,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,6,0,0
Cherokee,Holly Springs,U.S. Senate (Special),,Republican,A. Wayne Johnson,12,11,3,0
Cherokee,Kellogg,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,18,2,0
Cherokee,Liberty,U.S. Senate (Special),,Republican,A. Wayne Johnson,30,22,2,0
Cherokee,Little River,U.S. Senate (Special),,Republican,A. Wayne Johnson,13,17,6,0
Cherokee,Macedonia,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,16,6,0
Cherokee,Mountain Road,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,13,2,0
Cherokee,Neese,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,28,6,0
Cherokee,Oak Grove,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,12,3,0
Cherokee,R M Moore,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,12,2,0
Cherokee,R T Jones,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,7,2,0
Cherokee,Rosecreek,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,9,5,0
Cherokee,Salacoa,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,1,1,0
Cherokee,Sixes,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,6,2,0
Cherokee,Sutallee,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,7,3,0
Cherokee,Teasley,U.S. Senate (Special),,Republican,A. Wayne Johnson,13,31,6,0
Cherokee,Toonigh,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,24,7,0
Cherokee,Union Hill,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,15,2,0
Cherokee,Univeter,U.S. Senate (Special),,Republican,A. Wayne Johnson,13,25,6,0
Cherokee,Victoria,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,11,2,0
Cherokee,Waleska,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,12,0,0
Cherokee,Wildcat,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,17,2,0
Cherokee,Woodlands,U.S. Senate (Special),,Republican,A. Wayne Johnson,13,12,4,0
Cherokee,Woodstock,U.S. Senate (Special),,Republican,A. Wayne Johnson,10,18,3,0
Clarke,1A,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,3,1,0
Clarke,1B,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,1,1,0
Clarke,1C,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,0,0
Clarke,1D,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,5,3,0
Clarke,2A,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,2,1,0
Clarke,2B,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,2,2,0
Clarke,3A,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,1,0
Clarke,3B,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,5,2,0
Clarke,4A,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,6,0,0
Clarke,4B,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,11,0,0
Clarke,5A,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,1,2,0
Clarke,5B,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,6,4,0
Clarke,5C,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,1,0
Clarke,5D,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,1,0,0
Clarke,6A,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,3,1,0
Clarke,6B,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,4,0,0
Clarke,6C,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,4,2,0
Clarke,6D,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,3,1,0
Clarke,7A,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,7,0,0
Clarke,7B,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,7,1,0
Clarke,7C,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,4,3,0
Clarke,8A,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,3,0,0
Clarke,8B,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,2,0,0
Clarke,8C,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,5,0,0
Clay,Bluffton,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,1,0
Clay,Court House,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,0,0
Clay,Days Cross Road,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,0,0,0
Clay,Old Head Start,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,0,0
Clay,Zetto,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,1,0,0
Clayton,Ellenwood 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,1,1,0
Clayton,Ellenwood 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,3,0,0
Clayton,Forest Park 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,0,0
Clayton,Forest Park 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,6,3,0
Clayton,Forest Park 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,5,2,0
Clayton,Forest Park 4,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,3,1,0
Clayton,Forest Park 5,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,12,1,0
Clayton,Forest Park 6,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,7,4,0
Clayton,Jonesboro 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,1,1,0
Clayton,Jonesboro 10,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,0,0
Clayton,Jonesboro 11,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,5,0,0
Clayton,Jonesboro 12,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,3,0,0
Clayton,Jonesboro 13,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,2,0,0
Clayton,Jonesboro 14,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,3,0,0
Clayton,Jonesboro 15,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,6,0,0
Clayton,Jonesboro 16,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,0,0
Clayton,Jonesboro 17,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,0,0,0
Clayton,Jonesboro 18,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,6,2,0
Clayton,Jonesboro 19,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,0,0
Clayton,Jonesboro 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,2,0,0
Clayton,Jonesboro 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,3,1,0
Clayton,Jonesboro 4,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,0,0
Clayton,Jonesboro 5,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,5,0,0
Clayton,Jonesboro 6,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,6,0,0
Clayton,Jonesboro 7,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,6,2,0
Clayton,Jonesboro 8,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,1,1,0
Clayton,Jonesboro 9,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Clayton,Lake City,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,4,0,0
Clayton,Lovejoy 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,4,1,0
Clayton,Lovejoy 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,5,0,0
Clayton,Lovejoy 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,0,0,0
Clayton,Lovejoy 4,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,0,2,0
Clayton,Lovejoy 5,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,0,0
Clayton,Lovejoy 6,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,1,0
Clayton,Lovejoy 7,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,3,0,0
Clayton,Morrow 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,1,0
Clayton,Morrow 10,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,6,0,0
Clayton,Morrow 11,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,4,2,0
Clayton,Morrow 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,10,2,0
Clayton,Morrow 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,5,3,0
Clayton,Morrow 4,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,6,0,0
Clayton,Morrow 5,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,1,0
Clayton,Morrow 6,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,5,0,0
Clayton,Morrow 7,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,2,0,0
Clayton,Morrow 8,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,1,0,0
Clayton,Morrow 9,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,0,0
Clayton,Oak 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,0,0
Clayton,Oak 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Clayton,Oak 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,1,0,0
Clayton,Oak 4,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,3,0,0
Clayton,Oak 5,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,2,0,0
Clayton,Panhandle 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,1,0,0
Clayton,Panhandle 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,5,0,0
Clayton,Riverdale 1,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Clayton,Riverdale 10,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,2,2,0
Clayton,Riverdale 11,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,0,0
Clayton,Riverdale 12,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,2,0
Clayton,Riverdale 2,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,1,0,0
Clayton,Riverdale 3,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,2,0,0
Clayton,Riverdale 4,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,8,0,0
Clayton,Riverdale 5,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,0,0,0
Clayton,Riverdale 6,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,2,0,0
Clayton,Riverdale 7,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,5,5,0
Clayton,Riverdale 8,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,0,0,0
Clayton,Riverdale 9,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,3,0,0
Clinch,Arabia,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Clinch,Argyle,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,2,0,0
Clinch,Dupont,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,0,0,0
Clinch,Fargo,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,0,0,0
Clinch,Homerville,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,24,3,0
Cobb,Acworth 1A,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,13,3,0
Cobb,Acworth 1B,U.S. Senate (Special),,Republican,A. Wayne Johnson,10,23,4,1
Cobb,Acworth 1C,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,10,3,0
Cobb,Addison 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,2,2,0
Cobb,Austell 1A,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,3,5,0
Cobb,Baker 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,8,2,0
Cobb,Bells Ferry 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,2,4,0
Cobb,Bells Ferry 03,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,7,4,0
Cobb,Bells Ferry 04,U.S. Senate (Special),,Republican,A. Wayne Johnson,9,5,3,1
Cobb,Big Shanty 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,9,1,0
Cobb,Big Shanty 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,9,4,2,0
Cobb,Birney 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,1,0
Cobb,Birney 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,4,1,0
Cobb,Blackwell 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,5,3,0
Cobb,Bryant 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,0,0,0
Cobb,Bryant 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,4,0,0
Cobb,Chalker 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,12,1,0
Cobb,Chattahoochee 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,10,1,0
Cobb,Cheatham Hill 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,3,3,0
Cobb,Cheatham Hill 03,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,8,5,0
Cobb,Chestnut Ridge 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,9,5,0
Cobb,Clarkdale 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,5,2,0
Cobb,Clarkdale 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,5,2,0
Cobb,Cooper 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,4,1,0
Cobb,Davis 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,5,0,0
Cobb,Dickerson 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,4,2,1
Cobb,Dobbins 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,6,1,0
Cobb,Dobbins 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,4,1,0
Cobb,Dodgen 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,2,0
Cobb,Dowell 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,7,3,0
Cobb,Durham 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,11,3,0
Cobb,East Piedmont 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,2,2,0
Cobb,Eastside 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,3,2,0
Cobb,Eastside 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,10,0
Cobb,Elizabeth 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,8,1,0
Cobb,Elizabeth 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,9,0,0,0
Cobb,Elizabeth 03,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,4,5,0
Cobb,Elizabeth 04,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,1,1,0
Cobb,Elizabeth 05,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,3,1,0
Cobb,Fair Oaks 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,9,0,0
Cobb,Fair Oaks 04,U.S. Senate (Special),,Republican,A. Wayne Johnson,9,8,1,0
Cobb,Ford 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,8,2,0
Cobb,Frey 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,14,5,0
Cobb,Fullers Park 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,8,6,0
Cobb,Garrison Mill 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,6,0,0
Cobb,Gritters 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,12,4,0
Cobb,Harmony-Leland 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,2,0
Cobb,Harrison 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,17,5,0
Cobb,Hayes 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,9,8,0
Cobb,Hightower 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,10,8,0
Cobb,Kell 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,2,1,0
Cobb,Kemp 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,5,2,0
Cobb,Kemp 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,7,3,0
Cobb,Kemp 03,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,12,4,0
Cobb,Kennesaw 1A,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,12,1,0
Cobb,Kennesaw 2A,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,5,1,0
Cobb,Kennesaw 3A,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,14,1,0
Cobb,Kennesaw 4A,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,9,1,0
Cobb,Kennesaw 5A,U.S. Senate (Special),,Republican,A. Wayne Johnson,11,13,4,0
Cobb,Lassiter 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,5,6,1,0
Cobb,Lindley 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,2,2,0
Cobb,Lost Mountain 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,18,3,0
Cobb,Lost Mountain 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,8,20,1,0
Cobb,Lost Mountain 03,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,15,5,0
Cobb,Lost Mountain 04,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,6,0,0
Cobb,Mableton 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,6,4,0
Cobb,Mableton 02,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,9,2,0
Cobb,Mableton 03,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,5,4,0
Cobb,Mableton 04,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,3,1,0
Cobb,Mabry 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,6,2,0
Cobb,Macland 01,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,4,1,0
Cobb,Marietta 1A,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,3,3,0
Cobb,Marietta 2A,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,3,1,0
Cobb,Marietta 2B,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,1,0
Cobb,Marietta 3A,U.S. Senate (Special),,Republican,A. Wayne Johnson,1,5,1,0
Cobb,Marietta 3B,U.S. Senate (Special),,Republican,A. Wayne Johnson,0,4,0,0
Cobb,Marietta 4A,U.S. Senate (Special),,Republican,A. Wayne Johnson,6,1,0,0
Cobb,Marietta 4B,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,0,1,0
Cobb,Marietta 4C,U.S. Senate (Special),,Republican,A. Wayne Johnson,4,6,1,0
Cobb,Marietta 5A,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,5,0
Cobb,Marietta 5B,U.S. Senate (Special),,Republican,A. Wayne Johnson,2,3,0,0
Cobb,Marietta 6A,U.S. Senate (Special),,Republican,A. Wayne Johnson,3,3,1,0
Cobb,Marietta 6B,U.S. Senate (Special),,Republican,A. Wayne Johnson,7,4,4,0
