county,precinct_code,precinct,office,district,candidate,party,votes
St. Louis County,,MHT - 042,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MHT - 043,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MHT - 044,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MHT - 045,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MHT - 046,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MHT - 047,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MHT - 048,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MHT - 049,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MHT - 050,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MHT - 051,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MHT - 052,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MHT - 053,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MHT - 054,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MHT - 055,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MHT - 056,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MHT - 057,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MID - 001,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MID - 002,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,MID - 003,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 004,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,MID - 005,Lieutenant Governor,,Kelley Dragoo,GRE,17
St. Louis County,,MID - 006,Lieutenant Governor,,Kelley Dragoo,GRE,8
St. Louis County,,MID - 007,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MID - 008,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 009,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,MID - 010,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MID - 011,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MID - 012,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,MID - 013,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 014,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,MID - 015,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 016,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,MID - 017,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MID - 018,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MID - 019,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MID - 020,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 021,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MID - 022,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 023,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 024,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MID - 025,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 026,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 027,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MID - 028,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 029,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 030,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 032,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 033,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MID - 034,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MID - 035,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,MID - 036,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MID - 037,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 038,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MID - 039,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MID - 040,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MID - 041,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,MID - 042,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,MID - 043,Lieutenant Governor,,Kelley Dragoo,GRE,13
St. Louis County,,MID - 044,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MID - 045,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MID - 046,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MID - 047,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MR - 001,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 002,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 003,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 004,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,MR - 005,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 006,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 007,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MR - 008,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 009,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 010,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 011,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 012,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 013,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 014,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 015,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 016,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 017,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 018,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MR - 019,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 020,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 021,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 022,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 023,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 024,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 025,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,MR - 026,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,MR - 027,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 028,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MR - 029,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 030,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 031,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 032,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 033,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MR - 034,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 035,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,MR - 036,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 037,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 038,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 039,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 040,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 041,Lieutenant Governor,,Kelley Dragoo,GRE,8
St. Louis County,,MR - 042,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 043,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 044,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 045,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MR - 046,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,MR - 047,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 048,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 049,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 050,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,MR - 051,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,MR - 052,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 053,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 054,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 055,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 056,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,MR - 057,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,MR - 058,Lieutenant Governor,,Kelley Dragoo,GRE,8
St. Louis County,,NOR - 001,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 002,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 003,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NOR - 004,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NOR - 005,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NOR - 006,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NOR - 007,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,NOR - 008,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 009,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NOR - 010,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,NOR - 011,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NOR - 012,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NOR - 013,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 014,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 015,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NOR - 016,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 017,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 018,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,NOR - 019,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 020,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,NOR - 021,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NOR - 022,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 023,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,NOR - 024,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NOR - 025,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 026,Lieutenant Governor,,Kelley Dragoo,GRE,21
St. Louis County,,NOR - 027,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 028,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 029,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,NOR - 030,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 031,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 032,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NOR - 033,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 034,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 035,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 036,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 037,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NOR - 038,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 039,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,NOR - 040,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 041,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NOR - 042,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NOR - 043,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 044,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NOR - 045,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,NOR - 046,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 047,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 048,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 049,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NOR - 050,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NOR - 051,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 052,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 053,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NOR - 054,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 055,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NOR - 056,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 001,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 002,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 003,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NRW - 004,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,NRW - 005,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NRW - 006,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 007,Lieutenant Governor,,Kelley Dragoo,GRE,14
St. Louis County,,NRW - 008,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 009,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 010,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NRW - 011,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NRW - 012,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 013,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 014,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 015,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 017,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NRW - 018,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NRW - 019,Lieutenant Governor,,Kelley Dragoo,GRE,13
St. Louis County,,NRW - 020,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 021,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NRW - 022,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 023,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NRW - 024,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 025,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 026,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 027,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 028,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NRW - 029,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 030,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NRW - 031,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 032,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NRW - 033,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 034,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 035,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 036,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 037,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 038,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 039,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NRW - 040,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 041,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 042,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NRW - 043,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NRW - 044,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 046,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NRW - 047,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NRW - 048,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NRW - 049,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NRW - 050,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NRW - 051,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NRW - 052,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NW - 001,Lieutenant Governor,,Kelley Dragoo,GRE,14
St. Louis County,,NW - 002,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,NW - 003,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NW - 004,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NW - 005,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 006,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 007,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 008,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NW - 009,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NW - 010,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NW - 011,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NW - 012,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NW - 013,Lieutenant Governor,,Kelley Dragoo,GRE,14
St. Louis County,,NW - 014,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 015,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NW - 016,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 018,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NW - 019,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 020,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NW - 021,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 022,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NW - 023,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NW - 024,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 025,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NW - 026,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NW - 027,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 028,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 029,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 030,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 031,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,NW - 032,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 033,Lieutenant Governor,,Kelley Dragoo,GRE,12
St. Louis County,,NW - 034,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NW - 035,Lieutenant Governor,,Kelley Dragoo,GRE,18
St. Louis County,,NW - 036,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 037,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,NW - 038,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 039,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 040,Lieutenant Governor,,Kelley Dragoo,GRE,8
St. Louis County,,NW - 041,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,NW - 042,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,NW - 043,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 044,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 045,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 046,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,NW - 047,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NW - 048,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NW - 049,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,NW - 050,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,NW - 051,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,NW - 052,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,OAK - 001,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,OAK - 002,Lieutenant Governor,,Kelley Dragoo,GRE,15
St. Louis County,,OAK - 003,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,OAK - 004,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,OAK - 005,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,OAK - 006,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,OAK - 007,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,OAK - 008,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,OAK - 009,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,OAK - 010,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,OAK - 011,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,OAK - 012,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,OAK - 013,Lieutenant Governor,,Kelley Dragoo,GRE,14
St. Louis County,,OAK - 014,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,OAK - 015,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,OAK - 016,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,OAK - 017,Lieutenant Governor,,Kelley Dragoo,GRE,8
St. Louis County,,OAK - 018,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,OAK - 019,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,OAK - 020,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,OAK - 021,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,OAK - 022,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,OAK - 023,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,OAK - 024,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,OAK - 025,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,OAK - 026,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,OAK - 027,Lieutenant Governor,,Kelley Dragoo,GRE,4
St. Louis County,,OAK - 028,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,OAK - 029,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,QUE - 001,Lieutenant Governor,,Kelley Dragoo,GRE,11
St. Louis County,,QUE - 002,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,QUE - 003,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,QUE - 004,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,QUE - 005,Lieutenant Governor,,Kelley Dragoo,GRE,2
St. Louis County,,QUE - 006,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,QUE - 007,Lieutenant Governor,,Kelley Dragoo,GRE,12
St. Louis County,,QUE - 008,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,QUE - 009,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,QUE - 010,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 011,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 012,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,QUE - 013,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 014,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 015,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,QUE - 016,Lieutenant Governor,,Kelley Dragoo,GRE,9
St. Louis County,,QUE - 017,Lieutenant Governor,,Kelley Dragoo,GRE,3
St. Louis County,,QUE - 018,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,QUE - 019,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,QUE - 020,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 021,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,QUE - 022,Lieutenant Governor,,Kelley Dragoo,GRE,10
St. Louis County,,QUE - 023,Lieutenant Governor,,Kelley Dragoo,GRE,7
St. Louis County,,QUE - 024,Lieutenant Governor,,Kelley Dragoo,GRE,6
St. Louis County,,QUE - 025,Lieutenant Governor,,Kelley Dragoo,GRE,0
St. Louis County,,QUE - 026,Lieutenant Governor,,Kelley Dragoo,GRE,5
St. Louis County,,QUE - 027,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 028,Lieutenant Governor,,Kelley Dragoo,GRE,1
St. Louis County,,QUE - 029,Lieutenant Governor,,Kelley Dragoo,GRE,8
St. Louis County,,QUE - 030,Lieutenant Governor,,Kelley Dragoo,GRE,0
