county,precinct_code,precinct,office,district,candidate,party,votes
Jackson,,"FO 06, 10",Attorney General,,Rich Finneran,DEM,40
Jackson,,FO 07,Attorney General,,Rich Finneran,DEM,31
Jackson,,"FO 08, 09",Attorney General,,Rich Finneran,DEM,152
Jackson,,PR 01,Attorney General,,Rich Finneran,DEM,4
Jackson,,PR 02,Attorney General,,Rich Finneran,DEM,260
Jackson,,"PR 03, 04",Attorney General,,Rich Finneran,DEM,533
Jackson,,PR 05,Attorney General,,Rich Finneran,DEM,141
Jackson,,PR 06,Attorney General,,Rich Finneran,DEM,265
Jackson,,PR 07,Attorney General,,Rich Finneran,DEM,383
Jackson,,"PR 08, 10",Attorney General,,Rich Finneran,DEM,343
Jackson,,"PR 09, 48",Attorney General,,Rich Finneran,DEM,616
Jackson,,"PR 11, 12",Attorney General,,Rich Finneran,DEM,534
Jackson,,"PR 13, 14",Attorney General,,Rich Finneran,DEM,331
Jackson,,PR 15,Attorney General,,Rich Finneran,DEM,122
Jackson,,"PR 16, 21, 22",Attorney General,,Rich Finneran,DEM,629
Jackson,,"PR 17, 20",Attorney General,,Rich Finneran,DEM,587
Jackson,,PR 18,Attorney General,,Rich Finneran,DEM,392
Jackson,,PR 19,Attorney General,,Rich Finneran,DEM,414
Jackson,,PR 23,Attorney General,,Rich Finneran,DEM,534
Jackson,,PR 24,Attorney General,,Rich Finneran,DEM,208
Jackson,,PR 25,Attorney General,,Rich Finneran,DEM,514
Jackson,,PR 26,Attorney General,,Rich Finneran,DEM,231
Jackson,,PR 27,Attorney General,,Rich Finneran,DEM,487
Jackson,,PR 28,Attorney General,,Rich Finneran,DEM,296
Jackson,,"PR 29, 32",Attorney General,,Rich Finneran,DEM,535
Jackson,,"PR 30, 31",Attorney General,,Rich Finneran,DEM,481
Jackson,,PR 33,Attorney General,,Rich Finneran,DEM,292
Jackson,,PR 34,Attorney General,,Rich Finneran,DEM,397
Jackson,,"PR 35, 36",Attorney General,,Rich Finneran,DEM,595
Jackson,,"PR 37, 38",Attorney General,,Rich Finneran,DEM,583
Jackson,,PR 39,Attorney General,,Rich Finneran,DEM,417
Jackson,,PR 40,Attorney General,,Rich Finneran,DEM,278
Jackson,,"PR 41, 42",Attorney General,,Rich Finneran,DEM,518
Jackson,,"PR 43, 45",Attorney General,,Rich Finneran,DEM,563
Jackson,,PR 44,Attorney General,,Rich Finneran,DEM,463
Jackson,,"PR 46, 59",Attorney General,,Rich Finneran,DEM,374
Jackson,,PR 47,Attorney General,,Rich Finneran,DEM,308
Jackson,,PR 49,Attorney General,,Rich Finneran,DEM,307
Jackson,,PR 50,Attorney General,,Rich Finneran,DEM,469
Jackson,,PR 51,Attorney General,,Rich Finneran,DEM,199
Jackson,,PR 52,Attorney General,,Rich Finneran,DEM,319
Jackson,,"PR 53, 54",Attorney General,,Rich Finneran,DEM,204
Jackson,,PR 55,Attorney General,,Rich Finneran,DEM,0
Jackson,,"PR 56, 57",Attorney General,,Rich Finneran,DEM,0
Jackson,,PR 60,Attorney General,,Rich Finneran,DEM,126
Jackson,,PR 62,Attorney General,,Rich Finneran,DEM,13
Jackson,,SN 01,Attorney General,,Rich Finneran,DEM,45
Jackson,,SN 02,Attorney General,,Rich Finneran,DEM,51
Jackson,,"SN 03, 19, 34, 35, 36",Attorney General,,Rich Finneran,DEM,392
Jackson,,SN 04,Attorney General,,Rich Finneran,DEM,143
Jackson,,"SN 05, 06",Attorney General,,Rich Finneran,DEM,209
Jackson,,"SN 07, 09",Attorney General,,Rich Finneran,DEM,453
Jackson,,SN 08,Attorney General,,Rich Finneran,DEM,369
Jackson,,"SN 10, 12",Attorney General,,Rich Finneran,DEM,571
Jackson,,SN 11,Attorney General,,Rich Finneran,DEM,226
Jackson,,"SN 13, 14",Attorney General,,Rich Finneran,DEM,454
Jackson,,"SN 15, 23",Attorney General,,Rich Finneran,DEM,596
Jackson,,SN 16,Attorney General,,Rich Finneran,DEM,56
Jackson,,SN 17,Attorney General,,Rich Finneran,DEM,249
Jackson,,SN 18,Attorney General,,Rich Finneran,DEM,343
Jackson,,"SN 20, 21",Attorney General,,Rich Finneran,DEM,744
Jackson,,"SN 22, 24",Attorney General,,Rich Finneran,DEM,503
Jackson,,SN 25,Attorney General,,Rich Finneran,DEM,110
Jackson,,"SN 26, 27",Attorney General,,Rich Finneran,DEM,496
Jackson,,SN 28,Attorney General,,Rich Finneran,DEM,205
Jackson,,SN 29,Attorney General,,Rich Finneran,DEM,352
Jackson,,SN 30,Attorney General,,Rich Finneran,DEM,322
Jackson,,SN 31,Attorney General,,Rich Finneran,DEM,379
Jackson,,SN 32,Attorney General,,Rich Finneran,DEM,278
Jackson,,SN 33,Attorney General,,Rich Finneran,DEM,58
Jackson,,SN 37,Attorney General,,Rich Finneran,DEM,183
Jackson,,SN 38,Attorney General,,Rich Finneran,DEM,395
Jackson,,"SN 39, 41",Attorney General,,Rich Finneran,DEM,582
Jackson,,SN 40,Attorney General,,Rich Finneran,DEM,132
Jackson,,SN 42,Attorney General,,Rich Finneran,DEM,508
Jackson,,"SN 43, 46",Attorney General,,Rich Finneran,DEM,93
Jackson,,"SN 44, 47, 48",Attorney General,,Rich Finneran,DEM,454
Jackson,,"SN 45, 49",Attorney General,,Rich Finneran,DEM,238
Jackson,,SN 50,Attorney General,,Rich Finneran,DEM,26
Jackson,,SN 51,Attorney General,,Rich Finneran,DEM,65
Jackson,,"VB 01, 12",Attorney General,,Rich Finneran,DEM,63
Jackson,,"VB 02, 03, 09, 13, 15, 16, 17, 18",Attorney General,,Rich Finneran,DEM,455
Jackson,,"VB 04,05",Attorney General,,Rich Finneran,DEM,0
Jackson,,"VB 07, 08, 14",Attorney General,,Rich Finneran,DEM,86
Jackson,,"VB 10, 11, 19",Attorney General,,Rich Finneran,DEM,268
Jackson,,"WA 01, 02",Attorney General,,Rich Finneran,DEM,898
Jackson,,"WA 03, 04",Attorney General,,Rich Finneran,DEM,549
Jackson,,"WA 05, 06",Attorney General,,Rich Finneran,DEM,244
Jackson,,WA 07,Attorney General,,Rich Finneran,DEM,327
Jackson,,"WA 08, 09, 10",Attorney General,,Rich Finneran,DEM,999
Jackson,,"WA 11,12",Attorney General,,Rich Finneran,DEM,988
Jackson,,"B1 01, 02, 04",Attorney General,,Kevin C Babcock,LIB,108
Jackson,,B1 03,Attorney General,,Kevin C Babcock,LIB,66
Jackson,,B1 05,Attorney General,,Kevin C Babcock,LIB,25
Jackson,,"B1 06, 07, 08",Attorney General,,Kevin C Babcock,LIB,30
Jackson,,B1 09,Attorney General,,Kevin C Babcock,LIB,8
Jackson,,"B2 01, 02",Attorney General,,Kevin C Babcock,LIB,51
Jackson,,"B2 03, 04",Attorney General,,Kevin C Babcock,LIB,62
Jackson,,"B2 05, 06, 07",Attorney General,,Kevin C Babcock,LIB,101
Jackson,,"B3 01, 02, 03",Attorney General,,Kevin C Babcock,LIB,86
Jackson,,"B3 04, 05",Attorney General,,Kevin C Babcock,LIB,72
Jackson,,"B3 06, 07, 08",Attorney General,,Kevin C Babcock,LIB,111
Jackson,,B3 09,Attorney General,,Kevin C Babcock,LIB,1
Jackson,,B4 01,Attorney General,,Kevin C Babcock,LIB,6
Jackson,,B4 02,Attorney General,,Kevin C Babcock,LIB,38
Jackson,,B4 03,Attorney General,,Kevin C Babcock,LIB,27
Jackson,,B4 04,Attorney General,,Kevin C Babcock,LIB,21
Jackson,,B4 05,Attorney General,,Kevin C Babcock,LIB,37
Jackson,,"B4 06, 07",Attorney General,,Kevin C Babcock,LIB,44
Jackson,,"B4 08, 09, 10",Attorney General,,Kevin C Babcock,LIB,72
Jackson,,"B5 01, 02",Attorney General,,Kevin C Babcock,LIB,39
Jackson,,"B5 03, 04",Attorney General,,Kevin C Babcock,LIB,51
Jackson,,B5 05,Attorney General,,Kevin C Babcock,LIB,49
Jackson,,"B5 06, 08",Attorney General,,Kevin C Babcock,LIB,61
Jackson,,B5 07,Attorney General,,Kevin C Babcock,LIB,10
Jackson,,B5 09,Attorney General,,Kevin C Babcock,LIB,20
Jackson,,B6 01,Attorney General,,Kevin C Babcock,LIB,44
Jackson,,"B6 02, 03",Attorney General,,Kevin C Babcock,LIB,63
Jackson,,"B6 04, 05",Attorney General,,Kevin C Babcock,LIB,87
Jackson,,B6 06,Attorney General,,Kevin C Babcock,LIB,24
Jackson,,B6 07,Attorney General,,Kevin C Babcock,LIB,9
Jackson,,"B7 01, 02",Attorney General,,Kevin C Babcock,LIB,45
Jackson,,"B7 03, 04",Attorney General,,Kevin C Babcock,LIB,70
Jackson,,"B7 05, 09",Attorney General,,Kevin C Babcock,LIB,63
Jackson,,B7 06,Attorney General,,Kevin C Babcock,LIB,20
Jackson,,"B7 07, 08",Attorney General,,Kevin C Babcock,LIB,72
Jackson,,B8 01,Attorney General,,Kevin C Babcock,LIB,13
Jackson,,B8 02,Attorney General,,Kevin C Babcock,LIB,32
Jackson,,B8 03,Attorney General,,Kevin C Babcock,LIB,11
Jackson,,"B8 04, 05, 06",Attorney General,,Kevin C Babcock,LIB,87
Jackson,,B8 07,Attorney General,,Kevin C Babcock,LIB,27
Jackson,,B8 08,Attorney General,,Kevin C Babcock,LIB,7
Jackson,,"BR 01, 02, 03, 04",Attorney General,,Kevin C Babcock,LIB,88
Jackson,,"BR 05, 07",Attorney General,,Kevin C Babcock,LIB,59
Jackson,,"BR 06, 10",Attorney General,,Kevin C Babcock,LIB,61
Jackson,,BR 08,Attorney General,,Kevin C Babcock,LIB,33
Jackson,,BR 09,Attorney General,,Kevin C Babcock,LIB,31
Jackson,,"BR 11, 15",Attorney General,,Kevin C Babcock,LIB,37
Jackson,,"BR 12, 13, 14",Attorney General,,Kevin C Babcock,LIB,103
Jackson,,BR 16,Attorney General,,Kevin C Babcock,LIB,33
Jackson,,BR 17,Attorney General,,Kevin C Babcock,LIB,0
Jackson,,BR 18,Attorney General,,Kevin C Babcock,LIB,26
Jackson,,BR 19,Attorney General,,Kevin C Babcock,LIB,0
Jackson,,BR 20,Attorney General,,Kevin C Babcock,LIB,12
Jackson,,FO 01,Attorney General,,Kevin C Babcock,LIB,0
Jackson,,FO 02,Attorney General,,Kevin C Babcock,LIB,8
Jackson,,"FO 03, 04, 05",Attorney General,,Kevin C Babcock,LIB,48
Jackson,,"FO 06, 10",Attorney General,,Kevin C Babcock,LIB,6
Jackson,,FO 07,Attorney General,,Kevin C Babcock,LIB,5
Jackson,,"FO 08, 09",Attorney General,,Kevin C Babcock,LIB,42
Jackson,,PR 01,Attorney General,,Kevin C Babcock,LIB,0
Jackson,,PR 02,Attorney General,,Kevin C Babcock,LIB,24
Jackson,,"PR 03, 04",Attorney General,,Kevin C Babcock,LIB,69
Jackson,,PR 05,Attorney General,,Kevin C Babcock,LIB,11
Jackson,,PR 06,Attorney General,,Kevin C Babcock,LIB,36
Jackson,,PR 07,Attorney General,,Kevin C Babcock,LIB,37
Jackson,,"PR 08, 10",Attorney General,,Kevin C Babcock,LIB,27
Jackson,,"PR 09, 48",Attorney General,,Kevin C Babcock,LIB,59
Jackson,,"PR 11, 12",Attorney General,,Kevin C Babcock,LIB,57
Jackson,,"PR 13, 14",Attorney General,,Kevin C Babcock,LIB,25
Jackson,,PR 15,Attorney General,,Kevin C Babcock,LIB,6
Jackson,,"PR 16, 21, 22",Attorney General,,Kevin C Babcock,LIB,71
Jackson,,"PR 17, 20",Attorney General,,Kevin C Babcock,LIB,36
Jackson,,PR 18,Attorney General,,Kevin C Babcock,LIB,28
Jackson,,PR 19,Attorney General,,Kevin C Babcock,LIB,34
Jackson,,PR 23,Attorney General,,Kevin C Babcock,LIB,39
