county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,46-03,President and Vice President,,G,Howie Hawkins,0,0,15,15
City & County of Honolulu,46-03,President and Vice President,,L,Jo Jorgensen,0,0,34,34
City & County of Honolulu,46-03,President and Vice President,,R,Donald J. Trump,0,112,1275,1387
City & County of Honolulu,46-03,President and Vice President,,AS,Brock Pierce,0,0,9,9
City & County of Honolulu,46-03,U.S. Representative,2,R,"AKANA, Joe",0,110,1117,1227
City & County of Honolulu,46-03,U.S. Representative,2,N,"BURRUS, Ron",0,2,19,21
City & County of Honolulu,46-03,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,1,2,3
City & County of Honolulu,46-03,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,67,67
City & County of Honolulu,46-03,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,9,1714,1723
City & County of Honolulu,46-03,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,1,68,69
City & County of Honolulu,46-03,State Senator,22,D,"DELA CRUZ, Donovan",0,22,2212,2234
City & County of Honolulu,46-03,State Senator,22,R,"MILLER, John E.",0,102,935,1037
City & County of Honolulu,46-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,67,1283,1350
City & County of Honolulu,46-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,28,846,874
City & County of Honolulu,46-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,61,1141,1202
City & County of Honolulu,46-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,30,899,929
City & County of Honolulu,46-03,At-Large Trustee,,,"AKINA, Keli'i",0,55,1171,1226
City & County of Honolulu,46-03,At-Large Trustee,,,"SOUZA, Keoni",0,47,1035,1082
City & County of Honolulu,46-03,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,20,1198,1218
City & County of Honolulu,46-03,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,101,2014,2115
City & County of Honolulu,46-03,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,41,1549,1590
City & County of Honolulu,46-03,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,78,1524,1602
City & County of Honolulu,46-03,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,85,2436,2521
City & County of Honolulu,46-03,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,36,566,602
City & County of Honolulu,46-03,HONOLULU: Youth Commission,,,YES,0,46,1677,1723
City & County of Honolulu,46-03,HONOLULU: Youth Commission,,,NO,0,72,1208,1280
City & County of Honolulu,46-03,HONOLULU: Ethics Commission Budget,,,YES,0,33,1420,1453
City & County of Honolulu,46-03,HONOLULU: Ethics Commission Budget,,,NO,0,88,1486,1574
City & County of Honolulu,46-03,HONOLULU: Ethics Commission Staff,,,YES,0,50,1645,1695
City & County of Honolulu,46-03,HONOLULU: Ethics Commission Staff,,,NO,0,69,1246,1315
City & County of Honolulu,46-04,President and Vice President,,C,Don Blankenship,0,1,4,5
City & County of Honolulu,46-04,President and Vice President,,D,Joseph R. Biden,0,28,665,693
City & County of Honolulu,46-04,President and Vice President,,G,Howie Hawkins,0,1,5,6
City & County of Honolulu,46-04,President and Vice President,,L,Jo Jorgensen,0,1,13,14
City & County of Honolulu,46-04,President and Vice President,,R,Donald J. Trump,0,58,564,622
City & County of Honolulu,46-04,President and Vice President,,AS,Brock Pierce,0,0,5,5
City & County of Honolulu,46-04,U.S. Representative,2,R,"AKANA, Joe",0,58,520,578
City & County of Honolulu,46-04,U.S. Representative,2,N,"BURRUS, Ron",0,3,15,18
City & County of Honolulu,46-04,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,2,6,8
City & County of Honolulu,46-04,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,3,29,32
City & County of Honolulu,46-04,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,14,575,589
City & County of Honolulu,46-04,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,5,50,55
City & County of Honolulu,46-04,State Senator,22,D,"DELA CRUZ, Donovan",0,38,808,846
City & County of Honolulu,46-04,State Senator,22,R,"MILLER, John E.",0,47,426,473
City & County of Honolulu,46-04,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,45,603,648
City & County of Honolulu,46-04,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,30,356,386
City & County of Honolulu,46-04,Molokai Resident Trustee,,,"ALAPA, Luana",0,45,479,524
City & County of Honolulu,46-04,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,28,419,447
City & County of Honolulu,46-04,At-Large Trustee,,,"AKINA, Keli'i",0,42,474,516
City & County of Honolulu,46-04,At-Large Trustee,,,"SOUZA, Keoni",0,32,509,541
City & County of Honolulu,46-04,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,36,480,516
City & County of Honolulu,46-04,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,43,759,802
City & County of Honolulu,46-04,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,32,583,615
City & County of Honolulu,46-04,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,47,622,669
City & County of Honolulu,46-04,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,60,945,1005
City & County of Honolulu,46-04,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,21,241,262
City & County of Honolulu,46-04,HONOLULU: Youth Commission,,,YES,0,46,747,793
City & County of Honolulu,46-04,HONOLULU: Youth Commission,,,NO,0,32,403,435
City & County of Honolulu,46-04,HONOLULU: Ethics Commission Budget,,,YES,0,42,620,662
City & County of Honolulu,46-04,HONOLULU: Ethics Commission Budget,,,NO,0,37,536,573
City & County of Honolulu,46-04,HONOLULU: Ethics Commission Staff,,,YES,0,46,686,732
City & County of Honolulu,46-04,HONOLULU: Ethics Commission Staff,,,NO,0,33,460,493
City & County of Honolulu,47-01,President and Vice President,,C,Don Blankenship,0,0,5,5
City & County of Honolulu,47-01,President and Vice President,,D,Joseph R. Biden,0,21,1315,1336
City & County of Honolulu,47-01,President and Vice President,,G,Howie Hawkins,0,0,15,15
City & County of Honolulu,47-01,President and Vice President,,L,Jo Jorgensen,0,1,20,21
City & County of Honolulu,47-01,President and Vice President,,R,Donald J. Trump,0,86,771,857
City & County of Honolulu,47-01,President and Vice President,,AS,Brock Pierce,0,0,9,9
City & County of Honolulu,47-01,U.S. Representative,2,R,"AKANA, Joe",0,76,660,736
City & County of Honolulu,47-01,U.S. Representative,2,N,"BURRUS, Ron",0,1,23,24
City & County of Honolulu,47-01,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,9,9
City & County of Honolulu,47-01,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,39,39
City & County of Honolulu,47-01,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,23,1204,1227
City & County of Honolulu,47-01,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,3,48,51
City & County of Honolulu,47-01,State Representative,47,D,"QUINLAN, Sean",0,34,1320,1354
City & County of Honolulu,47-01,State Representative,47,R,"READY, Boyd",0,70,726,796
City & County of Honolulu,47-01,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,58,845,903
City & County of Honolulu,47-01,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,23,627,650
City & County of Honolulu,47-01,Molokai Resident Trustee,,,"ALAPA, Luana",0,53,718,771
City & County of Honolulu,47-01,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,18,674,692
City & County of Honolulu,47-01,At-Large Trustee,,,"AKINA, Keli'i",0,45,688,733
City & County of Honolulu,47-01,At-Large Trustee,,,"SOUZA, Keoni",0,36,836,872
City & County of Honolulu,47-01,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,25,830,855
City & County of Honolulu,47-01,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,77,1237,1314
City & County of Honolulu,47-01,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,37,988,1025
City & County of Honolulu,47-01,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,61,976,1037
City & County of Honolulu,47-01,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,78,1594,1672
City & County of Honolulu,47-01,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,22,327,349
City & County of Honolulu,47-01,HONOLULU: Youth Commission,,,YES,0,46,1207,1253
City & County of Honolulu,47-01,HONOLULU: Youth Commission,,,NO,0,50,624,674
City & County of Honolulu,47-01,HONOLULU: Ethics Commission Budget,,,YES,0,35,979,1014
City & County of Honolulu,47-01,HONOLULU: Ethics Commission Budget,,,NO,0,61,857,918
City & County of Honolulu,47-01,HONOLULU: Ethics Commission Staff,,,YES,0,56,1079,1135
City & County of Honolulu,47-01,HONOLULU: Ethics Commission Staff,,,NO,0,41,718,759
City & County of Honolulu,47-02,President and Vice President,,C,Don Blankenship,0,0,4,4
City & County of Honolulu,47-02,President and Vice President,,D,Joseph R. Biden,0,30,1228,1258
City & County of Honolulu,47-02,President and Vice President,,G,Howie Hawkins,0,3,12,15
City & County of Honolulu,47-02,President and Vice President,,L,Jo Jorgensen,0,1,23,24
City & County of Honolulu,47-02,President and Vice President,,R,Donald J. Trump,0,126,698,824
City & County of Honolulu,47-02,President and Vice President,,AS,Brock Pierce,0,0,2,2
City & County of Honolulu,47-02,U.S. Representative,2,R,"AKANA, Joe",0,118,622,740
City & County of Honolulu,47-02,U.S. Representative,2,N,"BURRUS, Ron",0,0,15,15
City & County of Honolulu,47-02,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,4,4
City & County of Honolulu,47-02,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,3,35,38
City & County of Honolulu,47-02,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,25,1054,1079
City & County of Honolulu,47-02,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,1,65,66
City & County of Honolulu,47-02,State Representative,47,D,"QUINLAN, Sean",0,38,1222,1260
City & County of Honolulu,47-02,State Representative,47,R,"READY, Boyd",0,116,695,811
City & County of Honolulu,47-02,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,56,600,656
City & County of Honolulu,47-02,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,48,657,705
City & County of Honolulu,47-02,Molokai Resident Trustee,,,"ALAPA, Luana",0,67,633,700
City & County of Honolulu,47-02,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,25,560,585
City & County of Honolulu,47-02,At-Large Trustee,,,"AKINA, Keli'i",0,79,690,769
City & County of Honolulu,47-02,At-Large Trustee,,,"SOUZA, Keoni",0,33,607,640
City & County of Honolulu,47-02,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,25,748,773
City & County of Honolulu,47-02,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,116,1124,1240
City & County of Honolulu,47-02,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,51,953,1004
City & County of Honolulu,47-02,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,80,820,900
City & County of Honolulu,47-02,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,100,1541,1641
City & County of Honolulu,47-02,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,33,242,275
City & County of Honolulu,47-02,HONOLULU: Youth Commission,,,YES,0,54,1090,1144
City & County of Honolulu,47-02,HONOLULU: Youth Commission,,,NO,0,74,619,693
City & County of Honolulu,47-02,HONOLULU: Ethics Commission Budget,,,YES,0,58,934,992
City & County of Honolulu,47-02,HONOLULU: Ethics Commission Budget,,,NO,0,69,769,838
City & County of Honolulu,47-02,HONOLULU: Ethics Commission Staff,,,YES,0,63,997,1060
City & County of Honolulu,47-02,HONOLULU: Ethics Commission Staff,,,NO,0,61,661,722
City & County of Honolulu,47-03,President and Vice President,,C,Don Blankenship,0,0,6,6
City & County of Honolulu,47-03,President and Vice President,,D,Joseph R. Biden,0,17,753,770
City & County of Honolulu,47-03,President and Vice President,,G,Howie Hawkins,0,1,10,11
City & County of Honolulu,47-03,President and Vice President,,L,Jo Jorgensen,0,1,23,24
City & County of Honolulu,47-03,President and Vice President,,R,Donald J. Trump,0,172,1237,1409
City & County of Honolulu,47-03,President and Vice President,,AS,Brock Pierce,0,0,9,9
City & County of Honolulu,47-03,U.S. Representative,2,R,"AKANA, Joe",0,164,1147,1311
City & County of Honolulu,47-03,U.S. Representative,2,N,"BURRUS, Ron",0,1,11,12
City & County of Honolulu,47-03,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,5,5
City & County of Honolulu,47-03,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,3,43,46
City & County of Honolulu,47-03,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,18,731,749
City & County of Honolulu,47-03,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,4,32,36
City & County of Honolulu,47-03,State Representative,47,D,"QUINLAN, Sean",0,25,1049,1074
City & County of Honolulu,47-03,State Representative,47,R,"READY, Boyd",0,165,968,1133
City & County of Honolulu,47-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,91,852,943
City & County of Honolulu,47-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,71,793,864
City & County of Honolulu,47-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,134,1137,1271
City & County of Honolulu,47-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,24,452,476
City & County of Honolulu,47-03,At-Large Trustee,,,"AKINA, Keli'i",0,111,979,1090
City & County of Honolulu,47-03,At-Large Trustee,,,"SOUZA, Keoni",0,57,736,793
City & County of Honolulu,47-03,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,39,772,811
City & County of Honolulu,47-03,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,142,1248,1390
City & County of Honolulu,47-03,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,91,1056,1147
City & County of Honolulu,47-03,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,84,885,969
City & County of Honolulu,47-03,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,132,1562,1694
City & County of Honolulu,47-03,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,46,360,406
City & County of Honolulu,47-03,HONOLULU: Youth Commission,,,YES,0,102,1190,1292
City & County of Honolulu,47-03,HONOLULU: Youth Commission,,,NO,0,75,678,753
City & County of Honolulu,47-03,HONOLULU: Ethics Commission Budget,,,YES,0,104,958,1062
City & County of Honolulu,47-03,HONOLULU: Ethics Commission Budget,,,NO,0,73,902,975
City & County of Honolulu,47-03,HONOLULU: Ethics Commission Staff,,,YES,0,108,1065,1173
City & County of Honolulu,47-03,HONOLULU: Ethics Commission Staff,,,NO,0,67,774,841
City & County of Honolulu,47-04,President and Vice President,,C,Don Blankenship,0,0,15,15
City & County of Honolulu,47-04,President and Vice President,,D,Joseph R. Biden,0,33,1558,1591
City & County of Honolulu,47-04,President and Vice President,,G,Howie Hawkins,0,1,30,31
City & County of Honolulu,47-04,President and Vice President,,L,Jo Jorgensen,0,2,29,31
City & County of Honolulu,47-04,President and Vice President,,R,Donald J. Trump,0,169,1265,1434
City & County of Honolulu,47-04,President and Vice President,,AS,Brock Pierce,0,0,5,5
City & County of Honolulu,47-04,U.S. Representative,2,R,"AKANA, Joe",0,150,1178,1328
City & County of Honolulu,47-04,U.S. Representative,2,N,"BURRUS, Ron",0,0,20,20
City & County of Honolulu,47-04,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,1,6,7
City & County of Honolulu,47-04,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,5,58,63
City & County of Honolulu,47-04,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,38,1476,1514
City & County of Honolulu,47-04,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,5,32,37
City & County of Honolulu,47-04,State Representative,47,D,"QUINLAN, Sean",0,52,1685,1737
City & County of Honolulu,47-04,State Representative,47,R,"READY, Boyd",0,148,1119,1267
City & County of Honolulu,47-04,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,90,1074,1164
City & County of Honolulu,47-04,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,76,1104,1180
City & County of Honolulu,47-04,Molokai Resident Trustee,,,"ALAPA, Luana",0,107,1307,1414
City & County of Honolulu,47-04,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,48,782,830
City & County of Honolulu,47-04,At-Large Trustee,,,"AKINA, Keli'i",0,107,1099,1206
City & County of Honolulu,47-04,At-Large Trustee,,,"SOUZA, Keoni",0,67,1155,1222
City & County of Honolulu,47-04,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,72,1124,1196
City & County of Honolulu,47-04,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,116,1708,1824
City & County of Honolulu,47-04,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,74,1490,1564
City & County of Honolulu,47-04,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,110,1245,1355
City & County of Honolulu,47-04,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,134,2251,2385
City & County of Honolulu,47-04,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,56,481,537
City & County of Honolulu,47-04,HONOLULU: Youth Commission,,,YES,0,103,1597,1700
City & County of Honolulu,47-04,HONOLULU: Youth Commission,,,NO,0,86,1025,1111
City & County of Honolulu,47-04,HONOLULU: Ethics Commission Budget,,,YES,0,84,1358,1442
City & County of Honolulu,47-04,HONOLULU: Ethics Commission Budget,,,NO,0,104,1271,1375
City & County of Honolulu,47-04,HONOLULU: Ethics Commission Staff,,,YES,0,92,1466,1558
City & County of Honolulu,47-04,HONOLULU: Ethics Commission Staff,,,NO,0,92,1121,1213
City & County of Honolulu,48-01,President and Vice President,,C,Don Blankenship,0,0,6,6
City & County of Honolulu,48-01,President and Vice President,,D,Joseph R. Biden,0,13,1434,1447
City & County of Honolulu,48-01,President and Vice President,,G,Howie Hawkins,0,0,24,24
City & County of Honolulu,48-01,President and Vice President,,L,Jo Jorgensen,0,1,27,28
City & County of Honolulu,48-01,President and Vice President,,R,Donald J. Trump,0,56,913,969
City & County of Honolulu,48-01,President and Vice President,,AS,Brock Pierce,0,0,4,4
City & County of Honolulu,48-01,U.S. Representative,2,R,"AKANA, Joe",0,51,831,882
City & County of Honolulu,48-01,U.S. Representative,2,N,"BURRUS, Ron",0,0,14,14
City & County of Honolulu,48-01,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,7,7
City & County of Honolulu,48-01,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,2,40,42
City & County of Honolulu,48-01,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,10,1345,1355
City & County of Honolulu,48-01,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,2,44,46
City & County of Honolulu,48-01,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,18,962,980
City & County of Honolulu,48-01,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,30,741,771
City & County of Honolulu,48-01,Molokai Resident Trustee,,,"ALAPA, Luana",0,27,907,934
City & County of Honolulu,48-01,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,17,746,763
City & County of Honolulu,48-01,At-Large Trustee,,,"AKINA, Keli'i",0,19,840,859
City & County of Honolulu,48-01,At-Large Trustee,,,"SOUZA, Keoni",0,32,981,1013
City & County of Honolulu,48-01,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,10,793,803
City & County of Honolulu,48-01,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,54,1574,1628
City & County of Honolulu,48-01,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,23,1246,1269
City & County of Honolulu,48-01,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,37,1047,1084
City & County of Honolulu,48-01,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,50,1891,1941
City & County of Honolulu,48-01,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,13,377,390
City & County of Honolulu,48-01,HONOLULU: Youth Commission,,,YES,0,27,1292,1319
City & County of Honolulu,48-01,HONOLULU: Youth Commission,,,NO,0,31,883,914
City & County of Honolulu,48-01,HONOLULU: Ethics Commission Budget,,,YES,0,26,1109,1135
City & County of Honolulu,48-01,HONOLULU: Ethics Commission Budget,,,NO,0,33,1071,1104
City & County of Honolulu,48-01,HONOLULU: Ethics Commission Staff,,,YES,0,30,1160,1190
City & County of Honolulu,48-01,HONOLULU: Ethics Commission Staff,,,NO,0,29,988,1017
City & County of Honolulu,48-02,President and Vice President,,C,Don Blankenship,0,0,2,2
City & County of Honolulu,48-02,President and Vice President,,D,Joseph R. Biden,0,5,632,637
City & County of Honolulu,48-02,President and Vice President,,G,Howie Hawkins,0,2,5,7
City & County of Honolulu,48-02,President and Vice President,,L,Jo Jorgensen,0,0,8,8
City & County of Honolulu,48-02,President and Vice President,,R,Donald J. Trump,0,24,305,329
City & County of Honolulu,48-02,President and Vice President,,AS,Brock Pierce,0,0,3,3
City & County of Honolulu,48-02,U.S. Representative,2,R,"AKANA, Joe",0,23,270,293
City & County of Honolulu,48-02,U.S. Representative,2,N,"BURRUS, Ron",0,1,7,8
City & County of Honolulu,48-02,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,1,1
City & County of Honolulu,48-02,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,31,31
City & County of Honolulu,48-02,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,7,572,579
City & County of Honolulu,48-02,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,0,17,17
City & County of Honolulu,48-02,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,14,346,360
City & County of Honolulu,48-02,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,13,298,311
City & County of Honolulu,48-02,Molokai Resident Trustee,,,"ALAPA, Luana",0,16,346,362
City & County of Honolulu,48-02,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,8,298,306
City & County of Honolulu,48-02,At-Large Trustee,,,"AKINA, Keli'i",0,16,301,317
City & County of Honolulu,48-02,At-Large Trustee,,,"SOUZA, Keoni",0,11,393,404
City & County of Honolulu,48-02,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,5,339,344
City & County of Honolulu,48-02,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,26,600,626
City & County of Honolulu,48-02,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,7,503,510
City & County of Honolulu,48-02,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,23,407,430
City & County of Honolulu,48-02,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,13,570,583
City & County of Honolulu,48-02,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,15,297,312
City & County of Honolulu,48-02,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,17,763,780
City & County of Honolulu,48-02,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,13,143,156
City & County of Honolulu,48-02,HONOLULU: Youth Commission,,,YES,0,8,514,522
City & County of Honolulu,48-02,HONOLULU: Youth Commission,,,NO,0,22,335,357
City & County of Honolulu,48-02,HONOLULU: Ethics Commission Budget,,,YES,0,10,479,489
City & County of Honolulu,48-02,HONOLULU: Ethics Commission Budget,,,NO,0,19,386,405
City & County of Honolulu,48-02,HONOLULU: Ethics Commission Staff,,,YES,0,10,475,485
City & County of Honolulu,48-02,HONOLULU: Ethics Commission Staff,,,NO,0,20,373,393
City & County of Honolulu,48-03,President and Vice President,,C,Don Blankenship,0,0,5,5
City & County of Honolulu,48-03,President and Vice President,,D,Joseph R. Biden,0,17,1687,1704
City & County of Honolulu,48-03,President and Vice President,,G,Howie Hawkins,0,0,13,13
City & County of Honolulu,48-03,President and Vice President,,L,Jo Jorgensen,0,0,35,35
City & County of Honolulu,48-03,President and Vice President,,R,Donald J. Trump,0,50,869,919
City & County of Honolulu,48-03,President and Vice President,,AS,Brock Pierce,0,0,7,7
City & County of Honolulu,48-03,U.S. Representative,2,R,"AKANA, Joe",0,47,801,848
City & County of Honolulu,48-03,U.S. Representative,2,N,"BURRUS, Ron",0,0,30,30
City & County of Honolulu,48-03,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,5,5
City & County of Honolulu,48-03,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,29,29
City & County of Honolulu,48-03,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,16,1548,1564
City & County of Honolulu,48-03,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,1,37,38
City & County of Honolulu,48-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,31,964,995
City & County of Honolulu,48-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,23,664,687
City & County of Honolulu,48-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,32,851,883
City & County of Honolulu,48-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,22,721,743
City & County of Honolulu,48-03,At-Large Trustee,,,"AKINA, Keli'i",0,28,871,899
City & County of Honolulu,48-03,At-Large Trustee,,,"SOUZA, Keoni",0,30,906,936
City & County of Honolulu,48-03,"Mayor, City and County of Honolulu",,,"AMEMIYA, Keith",0,16,957,973
City & County of Honolulu,48-03,"Mayor, City and County of Honolulu",,,"BLANGIARDI, Rick",0,49,1627,1676
City & County of Honolulu,48-03,"Prosecuting Attorney, City and County of Honolulu",,,"ALM, Steve",0,24,1456,1480
City & County of Honolulu,48-03,"Prosecuting Attorney, City and County of Honolulu",,,"KAU, Megan",0,40,1040,1080
City & County of Honolulu,48-03,Councilmember,"III, City and County of Honolulu",,"KIAAINA, Esther",0,21,1449,1470
City & County of Honolulu,48-03,Councilmember,"III, City and County of Honolulu",,"THIELEN, Greg",0,38,923,961
City & County of Honolulu,48-03,HONOLULU: Term Limits for Prosecuting Attorney,,,YES,0,47,2136,2183
City & County of Honolulu,48-03,HONOLULU: Term Limits for Prosecuting Attorney,,,NO,0,16,341,357
City & County of Honolulu,48-03,HONOLULU: Youth Commission,,,YES,0,20,1334,1354
City & County of Honolulu,48-03,HONOLULU: Youth Commission,,,NO,0,37,1037,1074
City & County of Honolulu,48-03,HONOLULU: Ethics Commission Budget,,,YES,0,25,1329,1354
City & County of Honolulu,48-03,HONOLULU: Ethics Commission Budget,,,NO,0,33,1035,1068
City & County of Honolulu,48-03,HONOLULU: Ethics Commission Staff,,,YES,0,23,1354,1377
City & County of Honolulu,48-03,HONOLULU: Ethics Commission Staff,,,NO,0,35,975,1010
City & County of Honolulu,48-04,President and Vice President,,C,Don Blankenship,0,0,2,2
City & County of Honolulu,48-04,President and Vice President,,D,Joseph R. Biden,0,5,603,608
City & County of Honolulu,48-04,President and Vice President,,G,Howie Hawkins,0,0,4,4
City & County of Honolulu,48-04,President and Vice President,,L,Jo Jorgensen,0,0,5,5
City & County of Honolulu,48-04,President and Vice President,,R,Donald J. Trump,0,22,275,297
City & County of Honolulu,48-04,President and Vice President,,AS,Brock Pierce,0,0,0,0
City & County of Honolulu,48-04,U.S. Representative,2,R,"AKANA, Joe",0,17,245,262
City & County of Honolulu,48-04,U.S. Representative,2,N,"BURRUS, Ron",0,1,8,9
City & County of Honolulu,48-04,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,2,2
