precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_KAHN,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Miller-SUGAR HILL,6,402,9,2,11,24,5,1219,136,0,3,32,1,1,7,50,4,278,0,1,11,1,43,1,180,0,251,1678,827,173
Miller-TRICE,2,341,3,3,3,21,5,584,112,0,0,25,0,2,2,28,0,130,0,0,14,0,13,0,51,1,115,962,354,139
Miller-UNION,5,196,5,0,1,20,4,1501,60,0,5,27,0,3,4,51,1,379,2,0,14,0,11,2,97,0,350,1732,911,95
Miller-WASHINGTON,4,401,3,2,4,3,3,43,121,0,0,13,0,1,0,1,0,7,0,0,1,1,1,0,1,0,17,463,29,135
Mississippi-AAMOD Bldg,6,1070,8,13,8,14,5,136,499,2,3,48,1,3,0,2,0,18,0,0,0,0,2,0,11,0,34,1260,67,556
Mississippi-ANC Burdette,0,23,0,0,0,1,0,44,9,0,0,2,0,1,1,1,0,5,0,0,0,0,0,0,3,0,2,68,12,12
Mississippi-Bassett CH,1,45,0,0,3,4,1,94,19,0,2,5,0,1,0,1,0,8,0,0,0,0,1,0,17,0,26,148,53,27
Mississippi-Birdsong FS,0,49,0,1,1,3,0,61,27,0,0,0,0,0,0,3,1,12,0,0,0,0,1,0,5,0,6,115,28,27
Mississippi-Charles Strong CC,3,206,0,2,1,3,3,93,90,1,0,8,0,3,0,1,0,8,0,0,1,0,0,0,9,0,15,311,34,102
Mississippi-Dell Community Center,1,65,1,1,0,0,3,334,17,0,1,1,0,0,1,8,0,46,0,0,1,0,2,1,25,0,75,405,159,19
Mississippi-Dyess CC,0,21,1,1,1,2,1,148,2,0,0,1,0,0,0,5,2,25,0,0,1,0,1,0,7,0,31,175,72,3
Mississippi-Etowah FS,0,41,2,0,1,13,0,183,20,1,1,5,0,0,0,5,0,26,0,1,0,0,1,0,13,0,35,240,81,27
Mississippi-Gosnell Comm Center,2,74,3,0,1,1,0,174,17,1,0,5,0,0,0,10,0,18,0,0,1,0,1,0,17,0,49,255,96,23
Mississippi-Gosnell School,0,148,3,3,2,5,1,280,32,0,0,11,0,0,2,8,0,31,0,0,5,0,3,1,24,0,51,442,125,43
Mississippi-Joiner CH,0,149,0,0,2,4,0,75,58,0,0,5,0,1,0,1,0,10,0,0,0,0,1,0,1,0,15,230,28,64
Mississippi-Keiser FBC,0,74,2,1,1,7,0,267,17,1,1,6,0,0,0,4,0,35,0,0,2,0,4,0,12,0,65,352,122,25
Mississippi-Leachville Library,5,121,7,6,12,9,4,613,22,1,0,12,1,0,9,15,2,63,1,0,9,0,8,1,47,0,140,777,295,36
Mississippi-Manila Depot,3,237,4,5,5,20,6,1013,74,2,1,25,0,0,9,47,3,136,2,1,26,0,19,2,124,0,310,1293,679,102
Mississippi-Miss Co Election Center,4,870,13,7,13,32,6,1452,317,0,4,89,3,3,18,36,4,178,0,0,6,0,44,1,166,0,324,2397,777,416
Mississippi-Osceola Main St,8,1360,9,9,14,30,14,845,493,4,6,57,2,6,2,19,0,92,1,0,8,0,20,1,79,1,191,2289,414,568
Mississippi-Trinity Baptist,4,867,4,5,11,17,4,381,231,2,8,38,8,12,4,25,6,25,10,19,23,14,15,9,52,16,77,1293,295,299
Mississippi-Wilson Library,1,114,2,1,2,6,1,251,52,1,0,9,0,1,0,13,0,21,0,0,2,0,3,0,21,0,55,378,115,63
Monroe-Brinkley Ward 1,0,147,0,1,1,3,3,198,71,1,2,32,4,1,0,4,0,28,0,0,1,0,0,0,9,0,23,353,65,111
Monroe-Brinkley Ward 2,1,224,2,2,4,4,0,111,120,2,2,26,2,3,0,1,0,15,0,0,1,0,0,1,14,0,13,348,45,155
Monroe-Brinkley Ward 3,3,171,3,0,0,3,0,164,90,0,5,32,3,1,0,1,0,18,0,0,0,0,1,0,14,0,36,344,70,131
Monroe-Brinkley/Dixon,0,73,0,0,1,2,2,160,58,2,8,45,2,1,0,3,0,7,0,0,0,0,0,0,10,0,13,238,33,116
Monroe-Cache Township,0,10,0,0,0,6,0,47,19,1,2,29,3,5,0,0,0,9,0,0,0,0,0,0,5,0,4,63,18,59
Monroe-Clarendon Ward 1,0,107,1,2,1,2,1,68,88,1,2,33,4,4,0,0,0,1,0,0,0,0,0,0,0,0,8,182,9,132
Monroe-Clarendon Ward 2,1,87,0,1,0,5,0,127,72,2,5,64,0,2,0,1,0,7,0,0,1,0,0,0,0,0,5,221,14,145
Monroe-Clarendon Ward 3,0,93,0,0,0,3,1,87,64,2,2,32,7,3,0,1,0,1,0,0,0,0,0,0,2,0,2,184,6,110
Monroe-Cypress Ridge,0,13,0,0,0,0,1,96,16,1,2,27,2,5,0,0,0,7,0,0,0,0,0,0,1,0,5,110,13,53
Monroe-Duncan Township,0,29,0,1,1,1,1,36,16,0,4,10,0,3,0,0,0,5,0,0,1,0,0,0,0,0,7,69,13,33
Monroe-Hindman/Pine Ridge/Raymon,1,24,0,0,1,3,0,60,11,2,0,16,0,1,0,1,0,4,0,0,0,0,2,0,3,0,9,89,19,30
Monroe-Holly Grove,0,205,2,1,0,0,0,26,136,1,5,14,0,2,0,0,0,2,0,1,1,0,0,0,4,0,8,234,16,158
Monroe-Jacksn/Clbrne/Mntgmry/Sma,0,38,0,0,0,2,0,81,23,2,3,21,4,2,0,0,0,5,0,0,0,0,2,0,3,0,5,121,15,55
Monroe-Richland/Greenfield/Fargo,0,53,1,0,1,0,0,77,35,0,3,12,3,2,0,0,0,8,0,0,1,0,0,0,6,0,19,132,34,55
Monroe-Roc-Roe/Roe City,0,26,0,0,2,2,1,107,24,0,1,18,0,2,0,2,0,21,0,0,0,0,0,0,10,0,16,138,49,45
Montgomery-Alamo,0,5,0,0,0,2,0,32,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,4,0,7,39,20,1
Montgomery-Black Springs,1,47,4,1,1,4,2,169,25,0,0,12,0,1,0,10,1,32,0,0,2,0,4,0,14,0,62,229,125,38
Montgomery-Caddo Gap,1,48,0,0,1,7,3,272,14,0,0,7,1,0,0,7,0,31,1,0,3,0,2,0,32,0,72,332,148,22
Montgomery-Caney,1,49,1,0,2,1,1,238,18,0,0,3,0,1,1,10,0,64,0,0,3,0,4,0,26,0,37,293,145,22
Montgomery-Center,2,138,6,2,4,10,2,368,56,1,1,27,0,1,2,15,1,53,0,0,2,0,21,0,66,0,111,532,271,86
Montgomery-Fannie,0,19,0,1,0,0,1,64,3,0,0,1,0,0,0,0,0,15,0,0,1,0,3,0,7,0,16,85,42,4
Montgomery-Hopper,1,9,1,1,1,0,0,69,3,0,1,6,0,2,0,1,0,17,0,0,0,0,2,0,5,0,25,82,50,12
Montgomery-Mount Ida - Inside,1,92,1,5,1,6,4,232,45,0,0,14,1,0,3,11,0,18,0,0,2,0,2,1,14,0,58,342,109,60
Montgomery-Mount Ida - Outside,0,95,8,3,2,9,2,314,41,0,1,27,0,0,2,5,1,45,0,0,3,0,8,2,26,0,81,433,173,69
Montgomery-Norman - Inside,1,20,3,3,2,4,1,87,10,0,0,6,1,1,0,8,0,9,0,0,1,0,2,0,4,0,13,121,37,18
Montgomery-Norman - Outside,0,61,1,2,0,3,0,124,30,0,0,5,1,1,0,4,0,12,1,0,3,0,3,2,12,0,35,191,72,37
Montgomery-Oden - Inside,0,22,0,0,1,1,0,73,7,1,0,3,0,0,0,2,0,13,0,0,2,0,1,2,19,1,20,97,60,11
Montgomery-Oden - Outside,1,50,3,2,5,1,4,227,22,0,0,12,0,0,1,7,0,47,1,0,3,0,6,0,23,0,56,293,144,34
Montgomery-Pencil Bluff,0,25,0,1,0,0,4,143,7,0,0,9,1,1,0,12,0,31,0,0,2,0,3,0,15,0,27,173,90,18
Montgomery-Sims,1,31,3,0,8,2,0,105,19,0,1,4,0,0,0,5,0,18,0,0,1,0,6,0,9,0,26,150,65,24
Montgomery-Washita,0,37,2,0,0,2,0,126,15,0,0,6,0,2,0,1,0,21,0,0,3,0,1,1,11,0,27,167,65,23
Nevada-Bluff City City & Rural,0,65,1,1,1,1,0,47,39,0,0,11,0,0,0,2,0,8,0,0,0,0,1,0,7,0,8,116,26,50
Nevada-Bodcaw City & Rural,4,63,2,1,1,1,0,311,33,0,3,18,4,6,0,8,0,67,0,0,3,1,1,1,24,0,49,383,154,64
Nevada-East & West Rural,4,152,1,1,3,10,3,642,96,3,17,93,20,9,0,13,1,67,0,0,5,0,4,1,37,0,58,816,186,238
Nevada-Emmet City & Rural,2,72,0,1,0,3,3,161,29,1,1,8,6,0,0,7,0,18,0,0,2,0,0,0,11,0,31,242,69,45
Nevada-Georgia,0,8,0,0,1,2,2,74,14,1,1,13,2,1,1,3,0,6,0,0,1,0,1,0,6,0,5,87,23,32
Nevada-Laneburg,0,35,0,0,1,2,2,175,24,2,6,23,0,3,1,2,0,26,0,0,0,0,3,1,13,0,15,215,61,58
Nevada-Rosston City,0,66,0,0,0,0,1,23,48,1,0,11,2,0,0,1,0,7,0,0,2,0,0,0,4,0,13,90,27,62
"Nevada-Wards 1,2,3 & 4",0,528,1,3,8,16,4,400,299,11,15,104,12,7,0,4,0,25,0,0,1,0,0,0,11,0,29,960,70,448
Nevada-Willisville City & Rural,0,87,1,0,0,0,1,120,28,0,0,10,1,1,0,1,0,18,0,1,1,0,1,0,13,0,24,209,59,40
Newton-Big Creek,0,11,0,0,1,2,1,62,2,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,4,0,19,77,29,2
Newton-Boston,0,6,0,0,0,0,0,40,2,0,0,5,0,0,0,2,0,4,0,0,0,0,0,0,8,0,9,46,23,7
Newton-Dogpatch,0,52,4,0,1,4,2,155,16,0,0,15,0,0,0,14,0,38,0,0,4,1,3,0,15,0,38,218,113,31
Newton-Grove,0,64,1,1,2,5,1,306,29,0,0,17,0,1,1,7,2,38,0,0,4,0,3,0,30,0,63,380,148,47
Newton-Hasty,0,12,0,0,2,0,1,117,2,0,0,2,0,0,0,2,0,6,0,0,1,0,1,2,11,0,16,132,39,4
Newton-Hickory Grove,0,5,3,0,1,0,0,33,0,0,0,3,0,0,0,0,0,9,0,0,0,0,1,0,9,1,4,42,24,3
Newton-Hudson,4,26,8,1,0,1,0,99,5,1,0,10,0,0,0,1,0,11,0,0,2,0,0,0,5,0,14,139,33,16
Newton-Jackson,9,352,32,8,7,20,5,1127,67,0,1,74,0,0,4,25,1,109,0,1,5,0,11,4,60,0,197,1560,417,142
Newton-Jefferson,0,16,6,0,0,2,1,68,3,0,0,17,0,0,0,3,0,10,0,0,0,0,1,0,6,0,18,93,38,20
Newton-Lincoln,0,14,1,0,0,2,0,62,5,0,1,6,0,0,0,4,0,9,0,0,1,0,0,1,4,0,15,79,34,12
Newton-Low Gap,1,21,1,1,0,3,1,68,8,0,0,8,0,0,0,5,0,8,0,0,1,0,0,0,14,0,19,96,47,16
Newton-Mt. Sherman,0,6,0,0,5,3,0,69,0,0,0,7,0,0,0,4,0,18,0,0,0,0,4,0,9,0,18,83,53,7
Newton-Murray,0,19,4,0,0,0,0,7,6,0,0,14,0,0,0,4,0,1,1,0,0,0,1,1,0,0,0,30,8,20
Newton-Pleasant Hill,0,19,1,0,1,0,0,109,9,0,0,4,0,0,0,3,0,21,0,0,0,0,1,0,11,0,20,130,56,13
Newton-Polk,0,12,0,0,1,0,0,71,6,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,2,0,17,84,25,13
Newton-Ponca,0,21,3,0,1,1,0,130,7,0,0,5,0,0,0,10,0,5,0,0,0,0,0,0,4,0,8,156,27,12
Newton-Richland,0,5,1,0,0,2,0,102,3,0,0,1,0,0,0,2,0,24,0,0,1,0,2,0,15,0,29,110,73,4
Newton-Van Buren,0,22,4,0,0,2,0,44,8,0,2,10,0,0,0,2,0,8,0,0,0,0,1,0,1,0,12,72,24,20
Newton-White,1,16,0,0,0,2,1,206,12,0,0,5,0,0,0,5,0,33,0,0,0,0,0,0,18,0,45,226,101,17
Ouachita-BUENA VISTA FIRE STATION,0,39,0,0,0,1,1,92,26,1,0,13,1,2,0,7,0,24,0,0,2,0,2,2,17,0,24,133,78,43
Ouachita-CALVARY BAPTIST CHURCH EAST CAMDEN,1,62,0,6,2,9,0,319,44,2,6,24,1,7,1,9,0,90,0,0,4,0,1,0,46,0,80,399,231,84
Ouachita-CAMDEN CUMBERLAND PRESBYTERIAN CHURCH,1,84,1,1,2,3,2,120,67,4,0,20,0,1,0,7,0,15,0,0,6,0,3,0,24,0,41,214,96,92
Ouachita-CHIDESTER SCHOOL,0,118,0,2,0,0,3,127,81,2,2,16,0,1,0,5,0,27,0,0,3,0,0,0,16,0,34,250,85,102
Ouachita-CLEVELAND AUDITORIUM,1,141,0,1,0,1,1,43,99,0,2,10,0,0,0,3,0,7,0,0,0,0,1,0,12,0,15,188,38,111
Ouachita-EARLY VOTE,7,2408,12,12,20,47,21,2356,827,15,38,208,3,15,5,25,1,150,0,0,8,0,19,0,159,1,193,4883,561,1106
Ouachita-ELLIOTT BAPTIST CHURCH,0,50,0,2,2,1,1,134,49,0,1,13,0,0,0,4,0,34,0,0,0,0,3,0,21,0,30,190,92,63
Ouachita-FAIRVIEW METHODIST CHURCH,1,107,1,0,4,5,1,198,78,0,2,17,1,1,0,13,1,29,0,0,2,0,4,0,30,0,39,317,118,99
Ouachita-FORESTRY BUILDING,0,65,4,1,1,4,0,153,55,3,4,25,2,0,1,6,0,40,0,0,1,0,3,0,41,0,37,228,129,89
Ouachita-FRENCHPORT FIRE STATION,0,51,0,0,3,3,1,188,38,0,1,20,0,1,1,1,0,49,0,0,3,0,1,0,31,0,44,246,130,60
Ouachita-HARMONY GROVE METHODIST CHURCH,2,95,0,1,2,3,1,223,60,3,2,30,1,1,0,11,1,51,0,0,2,0,1,0,36,0,68,327,170,97
Ouachita-HOLLY GROVE BAPTIST CHURCH,1,60,1,0,0,0,0,62,32,2,0,8,1,0,0,1,0,4,0,0,0,0,1,0,8,0,27,124,41,43
Ouachita-NEW STARLIGHT BAPTIST CHURCH,1,131,3,3,1,7,1,337,127,1,1,27,0,2,0,18,0,88,0,0,10,0,9,0,79,0,111,484,315,158
Ouachita-PAPER BALLOTS,0,133,0,1,5,2,1,112,31,0,1,4,2,0,1,2,0,0,0,0,0,0,2,0,3,0,3,254,11,38
Ouachita-SILVER SPRINGS METHODIST CHURCH,1,18,0,0,0,0,0,42,16,0,2,2,0,1,0,0,0,12,0,0,1,0,0,0,5,0,13,61,31,21
Ouachita-ST. JAMES A.M.E. CHURCH EAGLE MILLS,0,20,0,0,0,0,1,29,19,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,6,50,18,19
Ouachita-ST. MARKS METHODIST CHURCH,0,208,1,2,5,4,2,262,153,2,2,44,1,4,0,19,2,78,0,0,1,0,8,1,75,0,87,484,271,206
Ouachita-ST. PAUL BAPTIST CHURCH,0,159,0,0,0,1,1,1,121,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,162,2,129
Ouachita-STANDARD UMPSTEAD FIRE STATION,2,13,0,0,0,0,0,141,5,0,0,3,0,0,1,9,0,18,0,0,2,0,1,0,22,0,46,156,99,8
Ouachita-STEPHENS LIBRARY,2,191,1,1,0,2,1,146,77,2,3,11,2,2,0,4,0,25,1,0,0,0,1,0,16,1,40,344,88,97
Ouachita-TOWNSHIP COMMUNITY CENTER,0,9,0,0,0,1,0,80,7,1,1,11,0,2,0,3,0,8,0,0,0,0,0,0,2,0,22,90,35,22
Perry-01-APLIN,0,21,1,1,1,2,0,100,29,0,4,18,2,1,0,1,0,9,0,0,0,0,0,0,7,0,14,126,31,54
Perry-02-CASA,0,48,1,2,0,3,1,153,37,4,1,16,3,5,0,1,0,20,0,0,0,0,0,0,8,0,36,208,65,66
Perry-03-CHERRY HILL,1,21,3,0,1,5,0,78,16,1,4,13,1,1,1,1,0,13,0,0,0,0,0,0,4,0,16,109,35,36
Perry-04-FOURCHE,4,152,9,4,5,16,2,461,102,3,6,85,6,2,3,9,0,57,0,1,4,0,3,1,31,0,82,653,191,204
Perry-05-HOUSTON,2,77,1,1,2,8,3,224,37,8,4,30,0,3,0,12,0,29,0,0,0,0,3,0,12,0,25,318,81,82
Perry-06-KENNEY,0,6,0,0,0,2,0,55,3,0,2,7,1,1,0,1,0,18,0,0,1,0,0,0,4,0,6,63,30,14
Perry-07-LAKE,0,55,0,4,2,5,0,177,27,0,1,25,4,2,0,6,0,32,0,1,0,0,0,0,7,0,33,243,79,59
Perry-08-MAUMELLE,1,55,5,2,4,9,0,179,42,2,1,23,2,4,2,3,0,50,0,0,0,0,3,0,14,0,34,255,106,74
Perry-09-NEW TENNESSEE,0,18,0,0,0,0,2,62,10,3,0,5,1,0,0,1,0,17,0,0,1,0,1,0,8,0,2,82,30,19
Perry-10-PERRY,0,87,1,1,5,14,1,289,49,4,3,34,4,5,0,9,0,54,0,0,0,0,2,2,20,0,58,398,145,99
Perry-11-PETIT JEAN,2,34,2,0,1,2,0,118,16,1,2,20,0,2,2,2,0,15,0,0,1,0,1,0,11,0,16,159,48,41
Perry-12-RANKIN,1,151,6,1,9,14,2,317,93,7,8,51,9,5,2,4,0,52,0,0,0,0,3,0,29,0,67,501,157,173
Perry-13-ROSE CREEK,1,23,0,0,2,0,0,65,10,0,0,12,2,0,0,1,0,14,0,0,2,0,0,0,8,0,4,91,29,24
Perry-14-TYLER,0,26,0,1,1,1,1,69,23,0,1,7,0,0,0,2,0,14,0,0,1,0,0,0,4,0,11,99,32,31
Perry-15-UNION,0,123,3,3,6,16,1,265,79,1,3,27,1,1,0,8,0,69,0,0,2,0,4,1,32,0,47,417,163,112
Perry-16-UNION VALLEY,1,42,2,0,5,0,0,117,33,0,2,16,0,1,0,2,0,20,0,0,0,0,3,0,16,0,14,167,55,52
Perry-17-WYE,2,110,4,1,5,16,0,279,42,0,1,39,3,1,1,6,0,61,0,0,3,1,7,3,23,0,57,417,162,86
Phillips-PRECINCT 0001,1,622,1,3,3,4,4,54,369,3,3,29,4,2,2,0,1,5,0,0,3,0,0,0,4,0,10,692,25,410
Phillips-PRECINCT 0002,0,72,0,2,0,2,0,31,40,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,107,9,56
Phillips-PRECINCT 0003,3,484,4,3,7,12,7,464,250,18,19,136,6,7,0,4,0,20,0,0,1,0,5,1,25,0,59,984,115,436
Phillips-PRECINCT 0004,4,526,2,2,2,2,3,80,326,3,5,47,2,0,0,0,0,2,0,0,0,0,0,0,3,0,7,621,12,383
Phillips-PRECINCT 0005,3,535,1,3,4,7,3,141,286,0,5,56,3,3,0,1,0,5,0,0,1,0,1,0,2,0,15,697,25,353
Phillips-PRECINCT 0006,3,622,3,1,2,7,1,119,349,2,7,43,3,0,0,1,0,3,0,0,0,0,0,0,10,0,10,758,24,404
Phillips-PRECINCT 0007,1,179,4,1,2,5,2,327,120,5,8,63,4,4,0,4,0,11,0,0,1,0,3,0,9,0,49,521,77,204
Phillips-PRECINCT 0008,4,140,0,1,2,2,1,116,96,4,1,19,0,3,0,2,0,8,0,0,0,0,0,0,4,0,25,266,39,123
Phillips-PRECINCT 0009,1,153,0,0,1,5,0,148,101,1,5,26,3,3,1,6,0,9,0,0,0,0,0,0,7,0,19,308,42,139
Phillips-PRECINCT 0010,1,70,0,0,1,2,1,290,55,8,6,51,1,2,0,2,0,16,0,0,1,0,1,0,13,0,61,365,94,123
Phillips-PRECINCT 0011,1,104,0,0,6,1,1,99,84,4,2,22,1,1,0,2,0,2,0,0,0,0,0,0,4,0,15,212,23,114
Phillips-PRECINCT 0012,0,67,0,1,1,0,0,28,59,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,97,4,71
Phillips-PRECINCT 0013,2,273,3,1,0,3,4,212,184,6,6,71,3,7,1,1,0,11,0,0,1,0,1,0,12,0,19,498,46,277
Phillips-PRECINCT 0014,0,44,2,1,0,2,2,104,38,3,7,25,1,1,0,2,0,5,0,0,1,0,0,0,5,0,12,155,25,75
Phillips-PRECINCT 0015,2,183,0,1,3,5,1,19,122,1,1,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,214,5,137
Phillips-PRECINCT 0016,0,206,0,0,4,3,1,181,196,9,1,36,1,4,0,3,0,7,0,0,1,0,0,0,8,0,42,395,61,247
Phillips-PRECINCT 0017,0,30,0,0,0,0,0,33,24,2,1,2,0,1,0,0,0,5,0,0,0,0,0,0,4,0,7,63,16,30
Pike-Antoine,0,82,0,0,2,2,0,45,56,0,0,3,0,2,1,1,0,4,0,0,0,0,2,0,5,0,8,131,21,61
Pike-Daisy,3,24,1,0,0,4,0,201,17,0,1,6,0,0,0,4,0,23,0,0,3,0,4,0,9,0,42,233,85,24
Pike-Delight,0,46,2,1,2,11,3,335,30,1,0,15,2,0,0,20,0,62,0,0,4,0,0,0,52,0,54,400,192,48
Pike-Glenwood North,0,80,3,0,8,4,4,295,28,1,1,12,2,0,1,14,0,36,0,0,0,0,2,0,33,0,57,394,143,44
Pike-Glenwood South,0,99,1,1,4,11,3,415,50,0,4,27,1,2,1,25,0,74,0,0,2,0,2,0,42,0,54,534,200,84
Pike-Kirby,1,65,0,0,1,9,2,402,34,0,1,14,2,0,0,9,0,53,1,0,1,0,6,0,45,0,64,480,179,51
Pike-Langley/Lodi,0,14,0,0,2,8,1,177,8,0,2,8,0,0,0,4,0,41,0,0,3,0,3,0,20,1,25,202,97,18
Pike-Murfreesboro East,4,109,0,3,2,8,3,408,65,1,1,26,1,1,0,10,0,55,0,0,3,0,2,0,42,0,76,537,188,95
Pike-Murfreesboro West,1,116,0,1,3,11,4,548,60,0,2,39,1,4,0,14,0,94,0,0,3,0,6,0,38,2,83,684,240,106
Pike-Newhope,0,21,0,0,0,3,1,166,8,0,0,6,0,0,0,5,0,34,0,0,2,0,0,0,18,0,32,191,91,14
Pike-Pisgah,1,29,1,2,0,2,2,158,11,0,0,15,1,0,1,2,0,25,0,0,0,0,3,0,23,0,16,195,70,27
Poinsett-Greenfield-Buffalo Lick,0,44,0,2,6,8,1,268,16,0,0,14,0,1,0,13,0,55,0,0,0,0,5,0,18,0,45,329,136,31
Poinsett-Owen-Fisher,0,22,1,0,0,1,0,94,16,0,0,7,0,1,0,5,0,18,0,0,0,0,1,0,3,0,21,118,48,24
Poinsett-Owen-Waldenburg,0,24,0,0,1,0,1,51,8,0,0,1,0,1,0,3,0,6,0,0,0,0,2,0,11,0,17,77,39,10
Poinsett-Tyronza,3,64,1,1,1,4,1,287,17,0,1,4,0,2,0,7,0,30,1,0,3,0,2,0,29,0,53,362,125,24
Poinsett-West Prairie & Dobson,0,81,5,3,2,8,1,300,27,0,0,15,0,1,0,8,0,49,0,0,1,0,4,0,39,0,57,400,158,43
Polk-Acorn,4,87,5,1,8,10,1,696,30,0,0,16,2,0,1,26,0,94,1,1,18,0,9,1,94,0,205,812,450,48
Polk-Big Fork,2,12,1,1,1,5,0,83,3,0,0,5,0,0,0,3,0,15,0,0,1,0,0,0,13,0,38,105,70,8
Polk-Board Camp,2,54,3,1,2,4,2,365,13,0,1,14,1,0,1,25,2,67,1,0,7,1,9,0,53,0,112,433,278,29
Polk-Cherry Hill,3,58,0,0,9,4,0,256,19,0,0,23,0,0,1,12,0,52,0,0,8,0,7,1,46,0,52,330,179,42
Polk-Cove,1,51,4,0,3,15,2,404,9,0,0,9,0,0,1,22,0,73,0,0,15,0,3,1,41,0,114,480,270,18
Polk-Dallas Valley,0,125,3,1,8,18,3,708,40,0,1,24,1,0,6,33,2,107,1,0,12,0,33,1,134,0,221,866,550,66
Polk-Grannis,0,28,0,1,3,3,0,209,7,0,0,5,0,0,1,8,0,38,0,0,3,0,2,0,30,0,69,244,151,12
Polk-Hatfield,3,75,3,1,5,6,4,432,33,0,0,15,1,0,2,11,0,55,2,1,13,0,7,1,65,0,113,529,270,49
Polk-Ink,3,26,0,0,2,3,2,153,2,0,0,7,0,0,1,4,1,15,0,1,6,0,4,0,26,0,44,189,102,9
Polk-Potter,1,125,5,1,9,18,1,518,37,0,1,30,0,2,2,27,0,72,1,1,20,2,14,0,71,0,162,678,372,70
Polk-Precinct 1,7,97,6,2,15,26,7,542,37,0,0,25,0,3,3,34,2,102,0,0,9,0,16,3,112,1,164,702,446,65
Polk-Precinct 2,2,146,11,2,8,13,2,566,40,0,0,42,1,0,3,34,2,93,2,0,16,1,12,5,96,1,165,750,430,83
Polk-Precinct 3,3,146,4,2,8,20,4,591,33,1,0,23,0,1,1,26,0,71,0,3,19,0,16,2,88,0,151,778,377,58
Polk-Rocky,0,37,0,0,0,4,2,144,7,0,0,3,0,0,0,9,0,25,0,0,7,0,5,0,27,0,40,187,113,10
Polk-Shady Grove,3,61,6,1,8,5,2,391,22,0,0,18,0,0,4,18,0,48,0,2,15,0,10,0,69,0,112,477,278,40
Polk-Vandervoort,1,29,2,0,0,3,0,199,6,1,0,1,1,0,1,12,0,49,0,0,7,0,0,1,21,0,53,234,144,9
Polk-Wickes,0,55,3,2,5,7,4,361,11,1,1,12,1,0,1,7,0,68,0,0,9,0,8,0,54,1,82,437,230,26
Pope-Appleton #1,0,25,2,1,1,0,2,108,11,0,0,6,0,0,1,2,0,19,0,0,1,0,0,0,7,0,16,139,46,17
Pope-Appleton #2,0,34,0,0,0,4,2,167,15,1,0,10,0,1,0,6,0,43,0,1,0,0,2,1,18,0,19,207,90,27
Pope-Atkins In,2,191,1,2,3,19,4,760,99,0,1,38,1,3,0,12,1,141,0,1,6,0,7,2,90,2,175,982,437,142
Pope-Atkins Out #1,0,74,4,0,2,9,2,342,26,0,3,15,0,0,0,13,0,53,0,0,0,0,6,1,26,0,89,433,188,44
Pope-Atkins Out #2,0,7,0,0,1,2,1,36,5,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,4,0,5,47,18,5
Pope-Atkins Out #3,0,16,0,0,0,1,2,84,12,0,0,7,0,0,0,2,0,21,0,0,0,0,0,0,12,0,12,103,47,19
Pope-Bayliss,3,59,7,0,1,8,0,275,26,0,1,12,0,0,0,3,0,64,0,0,1,0,6,2,29,1,53,353,159,39
Pope-Buck Mountain,0,42,3,0,0,9,2,238,23,0,0,15,0,1,1,5,0,39,0,0,3,0,1,0,18,0,55,294,122,39
Pope-Caglesville #1,0,21,1,0,3,5,1,155,4,0,0,4,0,0,0,1,0,30,0,0,1,0,2,0,31,0,29,186,94,8
Pope-Caglesville #2,0,4,2,0,0,1,0,29,3,0,0,2,0,0,0,0,0,10,0,0,0,0,1,0,1,0,4,36,16,5
Pope-Crow Mountain East #1,0,29,1,0,0,1,1,145,8,0,1,7,0,0,0,4,0,34,0,0,0,0,0,0,26,0,24,177,88,16
Pope-Crow Mountain East #2,1,33,1,0,2,4,2,219,15,0,0,3,0,0,0,9,0,59,0,0,3,0,2,0,23,0,58,262,154,18
Pope-Crow Mountain West #1,0,87,6,1,6,11,2,491,34,1,1,24,0,1,1,11,0,92,0,0,9,0,6,2,49,0,112,604,282,61
Pope-Crow Mountain West #2,3,98,4,0,6,12,3,443,31,0,0,30,0,0,3,31,0,69,0,0,3,0,12,0,89,0,90,569,297,61
