precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_KAHN,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Garland-132,3,455,8,8,12,31,13,1205,160,0,0,49,0,0,4,52,2,187,3,0,4,0,69,0,280,0,311,1735,912,209
Garland-133,5,261,14,4,7,40,13,1025,77,0,1,49,0,1,2,53,1,157,0,1,8,0,11,0,119,0,211,1369,563,128
Garland-134,2,58,3,0,0,13,3,210,22,0,0,16,0,0,2,6,0,58,0,0,1,0,5,0,20,0,42,289,134,38
Grant-Calvert,1,72,0,6,7,16,2,523,38,2,4,38,2,1,0,7,0,118,0,0,4,0,6,0,35,1,80,627,251,85
Grant-Darysaw,1,101,0,1,1,3,0,195,53,0,0,20,1,1,0,1,0,43,0,0,4,1,0,0,12,0,20,302,81,75
Grant-Davis,2,19,1,4,4,1,3,116,9,1,0,2,1,0,1,1,0,41,0,0,0,0,1,0,15,0,17,150,76,13
Grant-DeKalb 1,0,21,1,1,1,3,0,99,11,0,0,2,0,0,0,4,0,15,0,0,3,0,0,0,16,0,15,126,53,13
Grant-DeKalb 2,1,49,1,0,0,8,0,154,26,0,0,13,0,0,0,7,0,35,0,0,1,0,0,0,28,0,33,213,104,39
Grant-Fenter,2,52,0,2,2,11,2,262,28,1,1,12,0,0,0,5,0,47,0,0,2,0,1,0,24,0,61,333,140,42
Grant-Franklin,1,18,0,0,1,2,0,105,12,0,0,4,1,0,0,1,0,20,0,0,0,0,0,1,9,0,26,127,57,17
Grant-Madison,0,43,2,0,0,5,2,216,23,0,0,21,0,0,0,4,0,36,0,0,1,0,1,2,23,0,50,268,117,44
Grant-Merry Green 1,2,102,1,2,1,7,0,483,43,0,1,25,4,1,1,8,1,125,0,0,4,0,2,0,53,0,78,598,272,74
Grant-Merry Green 2,3,84,2,2,2,17,2,389,49,0,1,18,2,1,0,13,0,83,0,0,5,0,1,0,46,0,73,501,221,71
Grant-River,2,125,6,0,1,8,2,377,69,1,1,14,1,1,0,11,1,112,0,0,0,0,7,1,43,0,57,521,232,87
Grant-Simpson 1,8,77,3,1,4,13,1,421,33,0,0,12,0,0,0,8,1,91,0,0,1,0,8,0,32,0,73,528,214,45
Grant-Simpson 2,0,46,2,2,1,11,0,324,14,0,1,12,3,1,0,9,0,98,0,0,1,0,0,2,37,0,45,386,192,31
Grant-Tennessee,5,41,1,3,3,6,0,181,20,0,0,10,0,2,0,6,1,50,0,2,2,0,2,0,26,0,30,240,119,32
Grant-Ward 1,1,138,2,2,4,21,0,512,61,0,1,26,1,0,1,14,0,117,0,0,1,0,5,1,64,0,88,680,291,89
Grant-Ward 2,3,138,3,2,5,17,1,453,73,0,2,26,4,2,4,10,0,95,0,0,1,0,10,1,65,0,81,622,267,107
Grant-Ward 3,1,141,2,2,3,18,4,363,66,0,1,19,1,0,0,3,1,81,0,0,3,0,8,0,66,0,65,534,227,87
Grant-Washington,3,106,3,2,11,10,2,552,62,0,1,26,0,1,1,13,2,122,1,0,0,0,7,1,58,0,118,689,323,90
Greene-Blue Cane,0,2,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,2
Greene-Breckenridge,1,62,1,1,1,6,1,228,26,0,0,9,2,1,0,6,0,39,0,0,2,0,2,0,25,0,53,301,127,38
Greene-Bryan,0,11,0,0,0,2,2,39,8,0,0,2,0,0,0,0,0,3,0,0,1,0,3,0,1,0,8,54,16,10
Greene-Cache,4,98,2,1,1,9,6,375,34,0,1,26,0,0,4,12,0,81,0,0,6,0,4,0,27,0,58,496,192,61
Greene-Clark,0,17,2,0,0,0,0,45,4,1,0,0,0,0,0,2,0,6,0,0,0,0,0,1,1,0,5,64,15,5
Greene-Collier,0,35,2,1,0,2,1,81,17,0,0,5,0,1,0,0,0,15,0,0,1,0,2,0,6,0,14,122,38,23
Greene-Crowley,0,17,0,0,1,7,1,80,14,0,0,6,0,0,0,6,0,12,0,0,1,0,1,0,10,0,16,106,46,20
Greene-Delaplaine-Jones,0,6,0,0,0,1,1,25,2,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,2,0,8,33,14,5
Greene-Evening Shade,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1
Greene-Friendship,0,65,3,1,4,9,2,306,34,1,2,17,0,0,0,19,0,40,0,0,4,0,1,0,20,0,66,390,150,54
Greene-Hays,0,4,0,0,0,1,0,25,0,0,0,1,0,0,0,2,0,3,0,0,0,0,1,0,4,0,2,30,12,1
Greene-Hopewell,0,21,0,0,1,0,0,113,5,0,0,1,1,0,0,1,0,12,0,0,1,0,2,0,18,0,21,135,55,7
Greene-Hurricane,0,64,0,0,1,4,1,151,24,0,1,2,0,0,1,2,0,35,0,0,2,0,3,1,12,0,34,221,90,27
Greene-Jones,0,27,0,1,0,2,1,61,12,0,0,3,0,0,0,1,0,6,0,0,1,0,0,0,4,0,15,92,27,15
Greene-Lafe-Breckenridge,0,31,2,0,1,6,3,61,12,0,0,7,0,0,0,1,0,14,0,0,2,0,3,0,12,0,21,104,53,19
Greene-Lake,0,13,0,0,0,0,1,52,10,0,0,2,0,0,0,0,0,6,0,0,1,0,1,0,7,0,7,66,22,12
Greene-Mainshore,0,20,0,0,2,1,1,68,13,0,0,0,0,0,1,4,0,4,0,0,1,0,1,0,9,0,13,92,33,13
Greene-Marmaduke-Hurricane,1,81,3,0,4,10,6,219,31,0,1,14,0,0,1,7,1,32,0,0,2,0,1,1,39,0,34,324,118,46
Greene-Oak Grove-Union,0,59,2,0,2,11,3,278,24,0,0,18,0,0,3,8,0,47,0,0,3,0,4,0,29,0,47,355,141,42
Greene-Poland,4,77,1,1,3,13,2,539,33,0,0,16,0,1,0,20,1,107,0,0,8,0,5,0,60,1,120,640,322,50
Greene-Reynolds,0,5,0,0,0,0,0,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,21,7,2
Greene-Salem,6,59,1,1,2,6,3,242,31,1,1,12,0,0,1,12,0,64,0,0,3,0,1,0,20,0,33,320,134,45
Greene-Shady Grove,0,13,1,0,1,3,2,42,6,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,8,0,1,62,16,8
Greene-Spring Grove,1,56,3,0,3,14,1,283,19,0,0,14,1,0,1,13,0,47,0,0,5,0,4,0,33,0,52,361,155,34
Greene-St. Francis,0,53,0,0,6,7,3,337,17,0,0,13,1,0,1,7,0,53,0,0,1,0,6,0,46,0,50,406,164,31
Greene-Sugar Creek,1,58,1,0,0,7,2,242,23,0,0,6,0,2,0,8,1,44,0,0,3,0,5,1,27,0,53,311,142,31
Greene-Union,1,120,9,3,3,13,5,487,36,0,2,27,0,0,1,15,1,59,0,1,8,0,14,0,46,0,82,641,227,65
Greene-Walnut Corner,0,5,0,0,2,0,0,14,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,21,8,3
Greene-Ward 1,2,313,4,2,15,45,3,997,109,0,1,42,2,2,13,29,1,146,1,0,9,1,27,3,154,0,222,1381,606,156
Greene-Ward 1A,5,265,7,3,12,40,12,903,102,1,0,59,0,1,9,25,3,175,1,1,13,0,13,1,144,0,168,1247,553,163
Greene-Ward 2,3,459,15,5,14,54,12,1107,190,2,1,90,3,2,16,51,3,155,2,1,22,0,43,3,122,1,257,1669,676,288
Greene-Ward 2A,2,145,9,3,14,21,2,589,59,0,2,27,1,0,1,8,0,75,0,0,10,0,8,0,73,0,103,785,278,89
Greene-Ward 3,1,278,15,8,11,43,5,594,103,0,4,63,4,1,2,16,0,69,0,0,18,0,2,0,45,0,112,955,264,175
Greene-Ward 3A,0,2,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,14,3,0
Greene-Ward 4,1,306,8,3,15,29,10,1176,131,0,3,55,8,0,9,53,0,188,0,0,18,0,23,5,164,0,237,1548,697,197
Greene-Ward 4A,2,197,5,2,15,34,5,807,91,1,2,39,2,2,6,43,0,140,0,0,15,0,21,3,125,0,162,1067,515,137
Greene-Ward 4B,0,7,0,0,0,1,0,14,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,22,4,0
Greene-Ward 4C,0,19,1,1,2,3,1,101,11,0,1,3,0,0,1,3,0,15,1,1,0,0,4,1,24,0,21,128,71,15
Hempstead-Bingen,1,45,0,0,1,3,1,260,19,0,2,9,0,1,0,15,0,50,0,0,3,0,3,0,30,0,46,311,147,31
Hempstead-Blevins,2,61,0,1,2,3,0,288,32,1,1,7,0,0,1,13,0,61,0,0,4,1,5,0,18,0,58,357,161,41
Hempstead-Columbus,0,54,1,0,1,2,1,48,18,0,0,1,0,0,1,1,0,6,0,0,1,1,3,0,3,0,10,107,26,19
Hempstead-Crossroads,1,31,0,1,1,0,1,80,15,1,0,6,0,0,0,1,0,14,0,0,1,0,1,0,1,0,18,115,36,22
Hempstead-Deann,0,40,1,0,3,10,0,179,14,0,1,9,0,0,0,7,0,40,0,0,0,0,4,0,12,0,43,233,106,24
Hempstead-Fulton,1,96,0,0,3,4,1,87,45,0,2,6,2,0,0,2,0,21,0,0,1,0,1,0,5,0,14,192,44,55
Hempstead-Guernsey,2,39,1,1,2,2,1,99,15,0,0,1,1,0,0,2,0,20,0,0,0,0,0,0,5,0,24,147,51,17
Hempstead-Hope 1,6,348,1,2,4,8,5,236,90,0,3,18,0,2,0,7,0,36,0,0,6,0,7,1,20,0,37,610,114,113
Hempstead-Hope 2,2,311,2,0,2,4,2,69,85,0,1,10,0,1,0,2,0,3,0,0,0,0,5,0,7,0,6,392,23,97
Hempstead-Hope 3,3,169,1,2,5,9,3,307,59,0,1,6,1,0,1,13,0,68,0,0,5,0,14,1,50,0,49,499,201,67
Hempstead-Hope 4,2,258,1,1,2,4,3,58,66,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,2,0,11,329,20,76
Hempstead-Hope 5,4,253,2,2,5,13,3,283,75,1,0,18,1,1,1,6,1,53,0,0,8,0,12,0,57,0,58,565,196,96
Hempstead-Hope 6,1,36,1,2,1,1,2,214,12,0,1,4,0,0,0,3,1,51,0,0,0,0,2,1,24,0,37,258,119,17
Hempstead-Hope 7,2,105,3,1,1,11,4,406,34,0,0,12,0,0,1,12,0,73,0,0,9,0,2,1,38,0,82,533,218,46
Hempstead-McCaskill,1,61,0,1,2,1,1,208,26,0,0,11,0,0,0,4,0,44,0,0,4,0,3,0,17,0,35,275,107,37
Hempstead-McNab,0,24,0,0,0,1,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,39,4,9
Hempstead-Ozan,3,129,1,4,1,3,2,109,43,0,1,5,0,0,0,0,0,20,0,0,3,0,1,0,13,0,14,252,51,49
Hempstead-Patmos,0,34,0,0,1,3,1,149,13,0,0,7,0,2,0,5,0,28,0,1,2,0,1,1,8,0,39,188,85,22
Hempstead-Perrytown,2,25,0,0,1,3,0,146,13,0,1,1,0,1,0,4,0,27,0,0,1,0,0,0,5,0,33,177,70,16
Hempstead-Rocky Mound,0,46,0,0,3,7,1,142,17,0,2,2,0,0,0,1,0,43,0,0,1,0,6,0,13,0,23,199,87,21
Hempstead-Saratoga,0,32,0,1,0,1,1,89,12,0,0,5,0,0,0,1,0,16,0,0,1,0,3,0,5,0,30,124,56,17
Hempstead-Shover Springs,1,39,3,0,4,6,1,206,19,0,0,5,3,0,1,7,0,36,0,0,2,1,7,1,21,0,46,260,122,27
Hempstead-Springhill,1,59,3,1,2,5,3,659,22,0,1,8,1,1,0,10,0,186,0,0,11,0,8,1,33,0,87,733,336,33
Hempstead-Washington,3,82,1,0,1,2,0,65,33,0,1,3,0,0,0,3,0,14,0,0,0,0,4,0,7,0,18,154,46,37
Hot Spring-Antioch,1,21,1,0,0,1,2,144,11,1,0,20,0,0,0,4,0,41,0,0,0,0,0,0,5,0,33,170,83,32
Hot Spring-Big Creek,0,27,1,0,0,2,1,175,12,0,0,9,0,2,1,7,0,40,0,0,1,0,3,0,29,0,39,206,120,23
Hot Spring-Bismarck,7,218,11,3,14,23,4,675,97,3,4,70,2,1,1,12,1,93,0,0,5,1,9,2,75,0,136,955,335,177
Hot Spring-Brown Springs,0,13,1,1,1,0,1,85,15,0,1,9,0,1,0,9,0,14,0,0,0,0,0,0,8,0,9,102,40,26
Hot Spring-Butterfield,1,74,1,3,3,14,3,286,32,0,1,17,0,4,1,6,0,57,1,0,2,0,4,0,25,0,54,385,150,54
Hot Spring-Clear Creek,0,31,2,1,0,1,2,115,22,0,0,7,0,0,0,0,0,26,0,0,3,0,2,0,7,0,28,152,66,29
Hot Spring-DeRoche,7,128,6,6,5,9,5,422,82,1,2,39,0,4,1,5,0,70,0,0,2,0,1,0,42,0,80,588,201,128
Hot Spring-Donaldson City,0,17,2,0,0,2,1,72,5,1,0,4,1,1,0,6,0,18,0,0,1,0,1,0,10,0,8,94,44,12
Hot Spring-Dover,0,47,0,2,1,16,1,251,26,0,1,21,1,3,0,4,1,38,0,0,2,0,4,0,25,0,61,318,135,52
Hot Spring-Fenter A,1,109,5,1,2,5,2,323,38,3,4,30,0,0,0,9,0,64,0,0,0,0,3,0,36,0,56,448,168,75
Hot Spring-Fenter B,0,74,2,3,3,3,1,244,29,1,1,6,1,1,1,3,0,31,0,0,0,0,4,0,34,0,46,330,119,39
Hot Spring-Fenter C,0,79,0,0,0,2,0,30,41,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,111,7,45
Hot Spring-Friendship,0,18,0,0,1,2,0,60,6,1,0,6,0,0,0,2,0,9,0,0,0,0,0,0,7,0,4,81,22,13
Hot Spring-Gifford,1,84,7,4,4,3,6,383,41,0,3,25,1,1,0,9,0,71,0,0,4,0,7,0,30,0,99,492,220,71
Hot Spring-Harrison,0,18,0,2,2,4,5,78,15,0,1,4,0,0,0,1,0,18,0,0,0,0,3,0,6,0,12,109,40,20
Hot Spring-Henderson,1,64,3,2,5,8,2,241,27,0,1,33,0,1,0,17,1,43,0,1,3,0,1,0,16,0,50,326,132,62
Hot Spring-Lone Hill,2,73,3,3,1,6,0,258,34,0,1,27,4,2,1,9,0,54,0,0,1,0,0,0,33,0,59,346,157,68
Hot Spring-Magnet,1,219,10,10,8,29,9,985,90,2,2,54,1,4,0,20,1,146,0,0,9,1,6,0,107,0,175,1271,465,153
Hot Spring-Midway,1,96,5,2,6,10,4,308,64,3,2,25,2,3,1,10,0,70,0,0,2,0,4,1,29,0,45,432,162,99
Hot Spring-Midway City,0,15,0,1,0,0,1,128,10,2,5,16,6,7,0,1,0,20,1,0,1,0,0,0,5,0,15,145,43,46
Hot Spring-Montgomery,0,73,1,0,2,15,1,278,69,0,3,31,0,1,0,6,0,46,1,0,3,0,4,0,46,0,68,370,174,104
Hot Spring-Ouachita,0,21,0,0,3,2,1,110,9,0,1,9,0,1,0,13,0,23,0,0,0,0,0,0,7,0,22,137,65,20
Hot Spring-Perla City,0,58,0,0,0,0,0,10,29,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,68,5,32
Hot Spring-Prairie,1,38,2,2,3,4,1,168,18,3,1,20,1,1,0,4,0,24,0,0,0,0,1,1,10,0,22,219,62,44
Hot Spring-Rockport,1,81,7,2,3,5,2,196,36,0,2,18,1,1,1,3,0,26,0,0,3,0,4,0,28,0,57,297,122,58
Hot Spring-Saline,0,134,2,3,9,11,2,569,58,1,1,21,2,0,0,24,0,101,0,0,4,0,4,0,50,0,121,730,304,83
Hot Spring-Valley,0,50,1,1,2,4,0,179,25,1,2,15,0,2,0,8,0,17,0,1,5,0,2,0,20,0,44,237,97,45
Hot Spring-Ward 1,2,365,11,2,3,12,4,235,199,3,2,33,0,3,3,9,0,42,0,0,6,0,3,1,29,0,47,634,140,240
Hot Spring-Ward 2,1,289,10,5,5,23,6,512,132,0,4,50,3,3,2,19,0,79,1,0,4,0,7,0,88,0,98,851,298,192
Hot Spring-Ward 3,1,213,11,8,5,13,7,374,101,1,2,64,1,4,1,9,0,60,1,0,6,0,3,0,47,0,65,632,192,173
Hot Spring-Ward 4,1,402,7,4,3,10,3,278,191,0,5,44,2,2,1,6,0,38,0,0,3,0,1,0,35,0,40,708,124,244
Howard-Blackland,0,17,0,0,0,0,0,40,6,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,4,0,1,57,16,7
Howard-Blue Bayou,0,11,0,0,0,0,0,38,4,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,7,49,21,4
Howard-Blue Ridge,0,13,0,0,0,1,0,60,1,1,0,1,0,0,0,3,0,8,0,0,0,0,0,0,9,0,14,74,34,3
Howard-Brewer,0,16,0,0,0,2,1,146,10,0,0,6,0,0,1,8,1,22,0,0,0,0,1,0,20,0,25,165,78,16
Howard-Buck Range,1,42,0,2,1,2,1,61,15,0,0,1,0,1,1,1,0,10,0,0,0,0,0,0,4,0,12,110,28,17
Howard-Burg,0,2,0,0,0,1,0,23,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,26,9,1
Howard-Center Point 1,1,44,2,2,1,2,1,117,22,0,0,4,1,1,0,2,0,27,0,0,2,0,0,1,6,0,14,170,52,28
Howard-Center Point 2,0,9,1,0,0,0,0,61,4,0,0,3,1,0,0,0,0,18,0,0,0,0,3,0,7,0,5,71,33,8
Howard-Clay,0,7,0,0,0,1,0,51,6,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,4,0,8,59,22,6
Howard-County Line,2,19,0,0,3,2,1,208,9,0,0,4,0,0,0,5,0,49,0,0,3,0,3,0,20,0,38,235,118,13
Howard-Dierks Ward 1,0,16,0,0,0,1,2,54,10,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,5,0,7,73,19,13
Howard-Dierks Ward 2,0,8,0,0,0,0,0,58,2,1,1,3,0,1,1,0,0,5,0,0,1,0,0,0,9,0,11,66,27,8
Howard-Dierks Ward 3,0,11,0,0,1,3,0,120,7,0,1,1,0,2,0,4,0,18,0,0,0,0,2,0,12,0,45,135,81,11
Howard-Dillard,1,16,1,0,1,2,0,97,8,0,0,5,0,0,0,8,0,20,0,0,1,0,1,0,10,0,20,118,60,13
Howard-Duckett,0,5,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,32,11,0
Howard-Franklin,0,31,0,0,0,1,0,25,17,0,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,5,57,13,19
Howard-Holly Creek,0,10,0,0,0,3,1,86,2,0,0,0,1,1,0,4,0,19,0,0,0,0,0,0,4,0,14,100,41,4
Howard-Madison,1,12,0,0,0,1,1,158,4,0,0,4,0,1,0,5,0,21,0,0,0,0,0,0,20,0,39,173,85,9
Howard-Mineral Springs 1,1,99,1,0,5,1,1,42,49,0,0,6,0,1,0,0,0,14,0,0,2,0,0,0,6,0,5,150,27,56
Howard-Mineral Springs 2,0,96,2,0,5,2,1,82,39,0,0,5,0,0,0,4,0,13,0,0,0,0,3,0,3,0,11,188,34,44
Howard-Mineral Springs TWP,0,12,0,1,1,0,1,18,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,33,8,5
Howard-Mountain,0,5,0,1,2,4,0,77,0,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,4,0,9,89,31,0
Howard-Muddy Fork,0,5,0,0,2,0,0,58,3,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,4,1,19,65,34,4
Howard-Nashville TWP II,1,33,0,2,1,3,1,139,13,0,1,2,1,0,2,12,0,25,0,0,0,0,1,0,9,0,29,180,78,17
Howard-Nashville Twp 1,1,77,1,1,1,9,1,404,28,0,2,22,1,0,3,16,0,75,0,0,1,0,5,0,43,0,63,495,206,53
Howard-Nashville Ward 1,0,70,1,0,4,4,0,213,26,0,2,12,0,0,0,7,0,39,0,0,4,0,2,1,27,0,40,292,120,40
Howard-Nashville Ward 2,0,71,1,1,3,2,1,57,21,0,0,2,0,1,0,4,1,7,0,0,0,0,1,0,6,0,4,136,23,24
Howard-Nashville Ward 3,2,138,1,2,1,0,3,36,42,0,1,2,0,0,0,2,0,2,0,0,2,0,0,0,4,0,6,183,16,45
Howard-Nashville Ward 5,0,84,2,0,0,4,1,170,38,1,2,11,0,0,0,8,0,26,0,0,2,0,2,0,10,0,39,261,87,52
Howard-Nashville Ward 6,1,91,4,1,1,2,1,154,30,0,1,14,3,0,1,5,0,25,0,0,0,0,3,1,27,0,25,255,87,48
Howard-Nashville ward 4,1,68,2,1,2,1,0,82,17,0,0,4,0,0,0,1,0,8,0,0,2,0,0,0,7,0,10,157,28,21
Howard-Saline,0,20,0,0,0,1,0,56,7,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,4,0,9,77,16,13
Howard-Saratoga,0,48,0,0,1,0,0,37,19,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,6,0,9,86,20,21
Howard-Tollette,0,129,2,0,1,1,1,1,63,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,65
Howard-Umpire,0,16,0,0,0,4,0,102,7,0,0,3,0,1,0,10,0,20,0,1,1,0,0,0,17,0,11,122,60,11
Independence-Ashley,0,78,3,1,8,7,4,330,24,0,1,7,0,1,2,30,0,71,0,0,2,0,5,0,48,0,73,431,231,33
Independence-Barren,3,96,2,3,8,15,2,487,50,0,0,18,1,1,0,17,1,96,0,0,2,0,5,0,53,0,94,616,268,70
"Independence-Big Bottom Wards 1,2,3",5,66,3,1,2,8,2,301,31,2,2,22,1,1,1,6,0,60,0,0,2,0,5,0,50,0,80,388,204,59
Independence-Big Bottom Wycough Logan,0,43,1,0,3,0,5,231,11,0,0,2,0,0,0,6,0,10,0,0,1,0,4,0,14,0,20,283,55,13
Independence-Black River/Marshall,0,13,0,2,0,2,0,114,8,0,0,0,0,0,0,7,0,19,0,0,0,0,2,0,9,0,16,131,53,8
Independence-Cushman/Union,1,94,1,3,7,9,5,373,45,0,0,15,1,0,2,22,0,58,0,0,2,0,7,0,29,1,67,493,188,61
Independence-Departee,0,11,0,0,0,1,1,48,3,0,0,3,0,0,0,1,0,3,0,0,1,0,1,0,1,0,12,61,19,6
Independence-Dota,4,71,0,0,3,11,3,278,23,0,1,17,0,1,0,15,0,44,0,0,1,0,8,0,17,0,60,370,145,42
Independence-Fairview,2,73,1,1,5,12,0,410,25,0,3,11,1,1,0,4,0,71,0,0,3,0,5,0,51,0,79,504,213,41
Independence-Gainsboro,1,76,0,5,5,11,3,276,26,1,2,14,0,3,0,7,0,35,1,0,2,0,5,0,32,0,53,377,135,46
Independence-Greenbrier-Desha,1,73,0,2,2,8,2,251,30,1,1,5,0,0,0,10,0,56,0,0,3,0,8,1,24,0,54,339,156,37
Independence-Greenbrier-Jamestown,0,16,2,0,1,3,2,76,10,0,0,8,0,0,0,2,0,12,0,0,0,0,3,0,4,0,25,100,46,18
Independence-Greenbrier-Locust Grove,0,27,2,0,2,4,2,166,8,0,0,8,0,0,0,13,0,36,1,0,1,0,3,0,26,0,32,203,112,16
Independence-Hill,0,21,0,0,0,0,2,87,7,0,0,2,0,0,1,1,0,14,0,0,1,0,2,0,6,0,18,110,43,9
Independence-Huff,2,38,0,0,5,5,3,219,16,1,0,3,0,0,0,9,0,42,0,0,4,0,1,1,19,0,48,272,124,20
Independence-Jefferson,0,16,0,0,1,3,0,60,6,0,0,2,1,0,0,3,0,14,0,0,0,0,1,0,5,0,8,80,31,9
Independence-Liberty,3,52,2,0,3,3,4,316,18,0,3,11,0,1,1,9,0,47,0,0,3,0,2,1,38,0,39,383,140,33
Independence-Magness,0,28,1,0,0,6,2,152,10,0,0,7,0,0,0,6,0,19,0,0,1,0,1,0,15,0,40,189,82,17
Independence-McHue,8,268,13,3,6,35,7,998,90,0,2,48,1,0,4,44,0,138,0,1,18,0,16,3,122,1,243,1338,590,141
Independence-McHue 3,0,54,3,3,5,11,2,209,21,1,0,7,0,0,0,12,0,22,0,0,3,0,7,0,37,1,66,287,148,29
Independence-Moorefield,1,100,6,0,10,9,0,372,40,0,0,17,0,0,1,26,0,80,0,0,5,0,12,1,64,0,77,498,266,57
Independence-Moorefield Ward 1,0,186,2,2,17,14,4,437,65,0,0,23,0,0,1,36,0,68,0,0,4,0,22,3,121,0,84,662,339,88
Independence-Moorefield Ward 4,1,57,0,0,4,5,0,176,20,0,0,13,0,0,0,8,1,35,0,0,2,0,6,0,34,0,39,243,125,33
Independence-Oil Trough,3,57,2,3,4,5,2,159,21,0,0,16,3,1,0,5,0,35,0,0,4,0,1,0,12,0,31,235,88,41
Independence-Relief,0,20,0,1,1,5,1,147,9,0,0,3,1,0,0,5,0,19,1,0,3,0,2,1,14,0,29,175,74,13
Independence-Rosie,3,37,4,2,0,4,2,190,17,0,1,6,0,1,0,12,0,32,0,0,3,0,4,0,25,0,28,242,104,25
Independence-Ruddell Rural,2,119,1,1,7,10,4,400,52,0,1,21,0,0,0,12,0,80,0,0,2,0,7,1,45,0,93,544,240,74
Independence-Ruddell Ward 1,0,164,6,0,4,21,4,325,62,0,1,27,1,1,1,17,0,56,1,0,4,0,17,0,84,0,72,524,252,92
Independence-Ruddell Ward 2,6,270,6,2,8,33,7,461,81,1,3,49,0,0,2,33,0,67,0,1,4,0,25,1,95,0,116,793,344,134
Independence-Ruddell Ward 3,5,202,8,2,10,27,6,449,79,0,1,36,4,1,1,24,0,79,0,0,5,0,8,1,47,0,84,709,249,121
Independence-Ruddell Ward 4,1,209,8,4,9,21,7,342,67,0,0,44,0,0,0,13,1,67,0,1,5,0,22,1,44,0,77,601,231,111
Independence-Salado,1,72,2,2,7,10,6,248,18,0,1,12,1,0,0,9,0,30,0,0,11,0,7,0,42,0,61,348,160,32
Independence-Washington,3,71,2,3,3,21,2,330,35,1,1,21,0,0,1,15,0,45,0,1,4,0,7,0,43,0,50,435,166,58
Independence-White River,1,103,4,1,5,13,5,518,31,0,1,26,0,1,1,31,1,86,0,0,0,0,3,0,101,0,112,650,335,59
Izard-ABSENTEE,3,52,3,1,0,4,3,143,8,0,0,4,0,1,0,3,0,0,0,0,0,0,0,1,8,0,9,209,21,13
Izard-BIG SPRING,0,21,0,0,0,0,0,68,13,0,0,9,0,0,0,1,0,22,0,0,0,0,1,0,1,0,10,89,35,22
Izard-BOSWELL,3,18,1,0,0,4,0,61,3,0,0,8,0,1,0,2,0,16,0,0,2,0,1,1,8,0,10,87,40,12
Izard-BROCKWELL,3,31,0,0,1,2,2,123,21,0,1,6,0,2,0,3,0,19,0,0,1,0,0,1,15,0,35,162,74,30
Izard-CALICO ROCK - WARD 1,0,11,0,0,0,2,0,32,7,0,0,3,0,0,0,3,0,2,0,0,0,0,2,0,2,0,8,45,17,10
Izard-CALICO ROCK - WARD 2,0,29,1,0,1,4,0,96,13,0,0,3,2,0,0,1,0,20,1,0,2,1,0,0,9,0,17,131,51,18
Izard-CALICO ROCK - WARD 3,0,19,2,0,0,2,0,99,9,0,0,4,0,1,0,3,0,19,0,0,1,0,0,2,7,0,25,122,57,14
Izard-CALICO ROCK - WARD 4,0,21,2,0,1,7,0,70,10,0,0,6,0,0,1,5,0,6,0,0,1,0,0,0,11,0,11,101,35,16
