precinct_code,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Miami-Dade-12086437 PCT 437 0282,576.0,3.0,7.0,20.0,8.0,835.0,86.0,2.0,32.0,5.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,5.0,0.0,424.0,0.0,76.0,1449.0,562.0,120.0
Miami-Dade-12086438 PCT 438 0283,732.0,3.0,9.0,26.0,14.0,1113.0,106.0,6.0,37.0,23.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,7.0,0.0,600.0,1.0,92.0,1897.0,756.0,149.0
Miami-Dade-12086439 PCT 439 0284,492.0,1.0,5.0,21.0,8.0,937.0,58.0,2.0,46.0,4.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,5.0,0.0,470.0,0.0,117.0,1464.0,628.0,106.0
Miami-Dade-12086440 PCT 440 0285,508.0,2.0,6.0,27.0,8.0,828.0,91.0,1.0,31.0,18.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,8.0,0.0,398.0,0.0,79.0,1379.0,538.0,123.0
Miami-Dade-12086441 PCT 441 0286,709.0,2.0,2.0,41.0,6.0,1007.0,140.0,3.0,48.0,10.0,2.0,0.0,58.0,0.0,0.0,0.0,0.0,9.0,0.0,382.0,2.0,126.0,1767.0,589.0,191.0
Miami-Dade-12086442 PCT 442 0287,523.0,1.0,0.0,16.0,6.0,494.0,86.0,0.0,24.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,224.0,2.0,43.0,1040.0,292.0,110.0
Miami-Dade-12086443 PCT 443 0288,1025.0,0.0,3.0,25.0,6.0,598.0,161.0,2.0,57.0,4.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,5.0,1.0,209.0,0.0,59.0,1657.0,307.0,220.0
Miami-Dade-12086444 PCT 444 0289,873.0,3.0,5.0,22.0,5.0,790.0,120.0,2.0,25.0,12.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,7.0,0.0,366.0,0.0,77.0,1698.0,521.0,147.0
Miami-Dade-12086445 PCT 371/373/374/445/ 0234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Miami-Dade-12086446 PCT 371/373/374/445/ 0234,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,1.0
Miami-Dade-12086447 PCT 447 0290,1101.0,4.0,7.0,29.0,14.0,650.0,174.0,1.0,70.0,14.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,205.0,0.0,75.0,1805.0,321.0,245.0
Miami-Dade-12086448 PCT 448 0291,936.0,1.0,3.0,29.0,7.0,624.0,144.0,0.0,54.0,10.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,9.0,0.0,212.0,0.0,69.0,1600.0,332.0,198.0
Miami-Dade-12086449 PCT 449 0292,469.0,4.0,2.0,16.0,2.0,579.0,35.0,0.0,28.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,1.0,303.0,0.0,67.0,1072.0,403.0,63.0
Miami-Dade-12086450 PCT 450 0293,983.0,5.0,2.0,19.0,8.0,488.0,153.0,0.0,63.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,162.0,0.0,75.0,1505.0,271.0,216.0
Miami-Dade-12086451 PCT 451 0294,735.0,0.0,3.0,35.0,14.0,1374.0,104.0,3.0,47.0,12.0,0.0,2.0,65.0,0.0,0.0,0.0,0.0,6.0,0.0,639.0,0.0,119.0,2161.0,843.0,154.0
Miami-Dade-12086452 PCT 452 0295,1395.0,3.0,4.0,36.0,15.0,522.0,142.0,1.0,73.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,127.0,0.0,51.0,1975.0,208.0,216.0
Miami-Dade-12086453 PCT 367/453/463 0231,24.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,34.0,4.0,7.0
Miami-Dade-12086454 PCT 454 0296,865.0,1.0,2.0,19.0,7.0,396.0,93.0,0.0,54.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,7.0,1.0,125.0,0.0,45.0,1290.0,206.0,147.0
Miami-Dade-12086455 PCT 455 0297,1020.0,2.0,8.0,32.0,11.0,590.0,155.0,1.0,43.0,20.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,217.0,0.0,44.0,1663.0,303.0,199.0
Miami-Dade-12086456 PCT 371/373/374/445/ 0234,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
Miami-Dade-12086457 PCT 414/457 0261,535.0,0.0,5.0,19.0,6.0,617.0,65.0,1.0,16.0,7.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,283.0,0.0,57.0,1182.0,372.0,82.0
Miami-Dade-12086458 PCT 417/458 0264,776.0,1.0,2.0,15.0,9.0,165.0,32.0,1.0,41.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,1.0,8.0,968.0,83.0,74.0
Miami-Dade-12086459 PCT 413/459 0260,219.0,0.0,1.0,17.0,2.0,398.0,27.0,1.0,17.0,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,165.0,0.0,42.0,637.0,245.0,45.0
Miami-Dade-12086460 PCT 409/460/464/487 0257,18.0,0.0,0.0,0.0,0.0,16.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,34.0,13.0,7.0
Miami-Dade-12086461 PCT 461 0298,1131.0,3.0,7.0,28.0,11.0,1013.0,115.0,1.0,53.0,11.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,1.0,374.0,0.0,86.0,2193.0,521.0,169.0
Miami-Dade-12086462 PCT 462 0299,1544.0,3.0,6.0,16.0,15.0,503.0,129.0,0.0,61.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,1.0,116.0,0.0,32.0,2087.0,173.0,190.0
Miami-Dade-12086463 PCT 367/453/463 0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086464 PCT 409/460/464/487 0257,322.0,1.0,4.0,8.0,1.0,515.0,46.0,3.0,22.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,222.0,1.0,69.0,851.0,323.0,71.0
Miami-Dade-12086465 PCT 341/345/465 0208,616.0,3.0,1.0,10.0,4.0,737.0,91.0,6.0,18.0,9.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,52.0,1371.0,476.0,115.0
Miami-Dade-12086466 PCT 466 0300,625.0,1.0,3.0,14.0,6.0,426.0,107.0,1.0,28.0,8.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,2.0,1.0,172.0,0.0,36.0,1075.0,239.0,136.0
Miami-Dade-12086467 PCT 467 0301,684.0,2.0,6.0,21.0,8.0,865.0,92.0,2.0,41.0,10.0,3.0,0.0,43.0,0.0,0.0,0.0,0.0,6.0,1.0,366.0,0.0,92.0,1586.0,521.0,135.0
Miami-Dade-12086468 PCT 468 0302,798.0,1.0,5.0,15.0,7.0,290.0,98.0,0.0,48.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,0.0,47.0,1116.0,159.0,146.0
Miami-Dade-12086469 PCT 469 0303,1409.0,2.0,2.0,57.0,14.0,1150.0,166.0,4.0,71.0,7.0,2.0,0.0,58.0,0.0,0.0,0.0,0.0,7.0,0.0,411.0,0.0,133.0,2634.0,618.0,241.0
Miami-Dade-12086470 PCT 470 0304,1014.0,2.0,3.0,19.0,4.0,476.0,134.0,0.0,57.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,144.0,0.0,51.0,1518.0,224.0,191.0
Miami-Dade-12086471 PCT 471 0305,597.0,2.0,2.0,19.0,7.0,773.0,87.0,2.0,28.0,7.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,12.0,1.0,369.0,1.0,82.0,1400.0,516.0,117.0
Miami-Dade-12086472 PCT 472 0306,492.0,0.0,2.0,22.0,13.0,835.0,71.0,3.0,26.0,7.0,2.0,0.0,57.0,0.0,0.0,0.0,0.0,4.0,1.0,393.0,1.0,103.0,1364.0,568.0,100.0
Miami-Dade-12086482 PCT 482/847 0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086487 PCT 409/460/464/487 0257,34.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,44.0,4.0,7.0
Miami-Dade-12086488 PCT 488 0308,1508.0,4.0,7.0,24.0,13.0,807.0,185.0,2.0,66.0,17.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,3.0,0.0,327.0,0.0,72.0,2363.0,455.0,253.0
Miami-Dade-12086498 PCT 498 0309,1327.0,2.0,2.0,7.0,15.0,104.0,252.0,2.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,17.0,1457.0,41.0,333.0
Miami-Dade-12086499 PCT 499/508 0310,18.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0
Miami-Dade-12086500 PCT 500 0311,403.0,0.0,0.0,14.0,2.0,649.0,76.0,0.0,21.0,7.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,322.0,0.0,69.0,1068.0,431.0,97.0
Miami-Dade-12086501 PCT 501/580 0312,947.0,1.0,0.0,8.0,6.0,57.0,196.0,0.0,32.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,7.0,1019.0,21.0,228.0
Miami-Dade-12086502 PCT 502 0313,1294.0,0.0,0.0,19.0,21.0,341.0,272.0,1.0,123.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,69.0,1.0,51.0,1675.0,137.0,396.0
Miami-Dade-12086503 PCT 503/990 0314,428.0,0.0,2.0,7.0,0.0,305.0,128.0,4.0,13.0,13.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,132.0,0.0,31.0,742.0,187.0,145.0
Miami-Dade-12086504 PCT 504 0315,1218.0,0.0,1.0,13.0,16.0,213.0,299.0,0.0,164.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,46.0,0.0,28.0,1461.0,97.0,463.0
Miami-Dade-12086505 PCT 505 0316,991.0,1.0,1.0,5.0,3.0,55.0,214.0,1.0,36.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1056.0,12.0,251.0
Miami-Dade-12086506 PCT 506 0317,734.0,2.0,0.0,4.0,6.0,38.0,184.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,784.0,11.0,217.0
Miami-Dade-12086507 PCT 507 0318,705.0,3.0,0.0,7.0,2.0,25.0,200.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,742.0,11.0,217.0
Miami-Dade-12086508 PCT 499/508 0310,1133.0,2.0,0.0,6.0,4.0,25.0,312.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1170.0,2.0,350.0
Miami-Dade-12086509 PCT 509/510 0319,623.0,4.0,3.0,14.0,5.0,575.0,96.0,3.0,29.0,9.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,264.0,1.0,45.0,1224.0,339.0,128.0
Miami-Dade-12086510 PCT 509/510 0319,352.0,1.0,1.0,7.0,4.0,308.0,54.0,1.0,10.0,7.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,155.0,0.0,24.0,673.0,199.0,65.0
Miami-Dade-12086511 PCT 511 0320,984.0,0.0,1.0,5.0,5.0,47.0,301.0,2.0,39.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1042.0,5.0,342.0
Miami-Dade-12086512 PCT 512 0321,1027.0,1.0,1.0,2.0,5.0,36.0,368.0,3.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1072.0,6.0,418.0
Miami-Dade-12086514 PCT 514 0322,965.0,0.0,0.0,6.0,9.0,63.0,246.0,3.0,46.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1043.0,27.0,295.0
Miami-Dade-12086515 PCT 515 0323,1012.0,0.0,5.0,10.0,13.0,100.0,147.0,3.0,55.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,1140.0,22.0,205.0
Miami-Dade-12086516 PCT 516/999 0324,811.0,0.0,0.0,18.0,5.0,252.0,200.0,1.0,101.0,4.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,41.0,0.0,50.0,1086.0,133.0,302.0
Miami-Dade-12086517 PCT 517 0325,719.0,0.0,0.0,5.0,16.0,114.0,133.0,4.0,85.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,6.0,854.0,21.0,222.0
Miami-Dade-12086518 PCT 518 0326,1009.0,2.0,1.0,4.0,15.0,91.0,259.0,1.0,89.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,6.0,1122.0,22.0,349.0
Miami-Dade-12086519 PCT 519 0327,1204.0,2.0,0.0,8.0,14.0,67.0,318.0,1.0,85.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,1295.0,22.0,404.0
Miami-Dade-12086520 PCT 520 0328,1681.0,1.0,1.0,5.0,12.0,56.0,560.0,1.0,82.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,4.0,1756.0,15.0,643.0
Miami-Dade-12086521 PCT 521 0329,1269.0,1.0,1.0,7.0,4.0,46.0,491.0,3.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1328.0,9.0,556.0
Miami-Dade-12086522 PCT 522/597/598 0330,1710.0,0.0,0.0,4.0,11.0,125.0,604.0,1.0,78.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,1850.0,29.0,683.0
Miami-Dade-12086523 PCT 523 0331,635.0,1.0,0.0,7.0,0.0,85.0,114.0,0.0,26.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,8.0,728.0,44.0,140.0
Miami-Dade-12086524 PCT 524 0332,855.0,1.0,1.0,26.0,11.0,371.0,112.0,0.0,89.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,6.0,0.0,138.0,0.0,59.0,1265.0,236.0,201.0
Miami-Dade-12086526 PCT 526/592/987 0333,274.0,0.0,1.0,3.0,0.0,147.0,42.0,1.0,10.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,27.0,425.0,86.0,53.0
Miami-Dade-12086527 PCT 527/594/595 0334,164.0,0.0,1.0,4.0,1.0,66.0,13.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,8.0,236.0,33.0,14.0
Miami-Dade-12086528 PCT 528/588/589 0335,615.0,1.0,1.0,9.0,3.0,184.0,102.0,2.0,22.0,2.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,14.0,813.0,91.0,126.0
Miami-Dade-12086529 PCT 529 0336,1606.0,3.0,4.0,12.0,7.0,308.0,240.0,2.0,59.0,4.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.0,24.0,1940.0,138.0,301.0
Miami-Dade-12086530 PCT 530/540/980 0337,195.0,0.0,0.0,6.0,3.0,72.0,48.0,0.0,28.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,17.0,276.0,43.0,76.0
Miami-Dade-12086531 PCT 531/975 0338,1185.0,2.0,2.0,14.0,5.0,163.0,251.0,3.0,55.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,15.0,1371.0,63.0,309.0
Miami-Dade-12086532 PCT 532 0339,431.0,0.0,1.0,12.0,3.0,75.0,124.0,1.0,46.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,0.0,11.0,522.0,37.0,171.0
Miami-Dade-12086533 PCT 533 0340,1715.0,3.0,0.0,12.0,7.0,101.0,531.0,1.0,68.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1838.0,18.0,600.0
Miami-Dade-12086534 PCT 534 0341,834.0,0.0,1.0,19.0,15.0,258.0,96.0,0.0,50.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,36.0,0.0,39.0,1127.0,89.0,146.0
Miami-Dade-12086535 PCT 535/976 0342,635.0,0.0,2.0,5.0,10.0,114.0,116.0,1.0,40.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,9.0,766.0,52.0,157.0
Miami-Dade-12086536 PCT 536 0343,404.0,2.0,0.0,7.0,7.0,92.0,65.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,512.0,20.0,107.0
Miami-Dade-12086537 PCT 537/599 0344,378.0,0.0,4.0,3.0,1.0,89.0,59.0,1.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,8.0,475.0,37.0,89.0
Miami-Dade-12086538 PCT 538 0345,2433.0,4.0,4.0,48.0,37.0,470.0,429.0,6.0,231.0,3.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,58.0,0.0,43.0,2996.0,139.0,666.0
Miami-Dade-12086540 PCT 530/540/980 0337,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0
Miami-Dade-12086541 PCT 541 0346,1781.0,4.0,0.0,47.0,12.0,770.0,255.0,3.0,102.0,8.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,29.0,0.0,151.0,0.0,118.0,2614.0,327.0,360.0
Miami-Dade-12086542 PCT 542/655/656/985 0347,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0
Miami-Dade-12086543 PCT 543/989 0348,1367.0,6.0,5.0,26.0,18.0,501.0,188.0,2.0,74.0,21.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,181.0,0.0,62.0,1923.0,298.0,264.0
Miami-Dade-12086544 PCT 544/658/659/982/ 0349,1648.0,0.0,2.0,38.0,13.0,531.0,284.0,2.0,126.0,3.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,18.0,0.0,84.0,0.0,98.0,2232.0,218.0,412.0
Miami-Dade-12086545 PCT 545/997 0350,1525.0,3.0,3.0,27.0,9.0,785.0,232.0,3.0,63.0,13.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,323.0,0.0,83.0,2352.0,459.0,298.0
Miami-Dade-12086546 PCT 546 0351,765.0,2.0,1.0,18.0,11.0,287.0,202.0,4.0,88.0,6.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,24.0,0.0,65.0,0.0,59.0,1084.0,184.0,294.0
Miami-Dade-12086547 PCT 547/596 0352,188.0,2.0,2.0,2.0,2.0,129.0,58.0,0.0,21.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,16.0,325.0,131.0,79.0
Miami-Dade-12086548 PCT 548/670 0353,644.0,3.0,4.0,13.0,6.0,613.0,99.0,6.0,30.0,12.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,278.0,2.0,65.0,1283.0,397.0,135.0
Miami-Dade-12086549 PCT 549 0354,672.0,1.0,3.0,17.0,2.0,540.0,110.0,1.0,30.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,227.0,0.0,60.0,1235.0,318.0,141.0
Miami-Dade-12086550 PCT 288/289/550 0165,743.0,1.0,3.0,20.0,6.0,692.0,97.0,3.0,25.0,17.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,300.0,0.0,57.0,1465.0,413.0,125.0
Miami-Dade-12086551 PCT 551 0355,852.0,2.0,5.0,17.0,6.0,511.0,109.0,0.0,58.0,8.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,3.0,199.0,1.0,46.0,1393.0,278.0,167.0
Miami-Dade-12086552 PCT 552 0356,394.0,4.0,0.0,9.0,1.0,417.0,64.0,2.0,18.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,25.0,825.0,258.0,84.0
Miami-Dade-12086553 PCT 553 0357,558.0,0.0,4.0,26.0,7.0,612.0,77.0,2.0,29.0,3.0,1.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,299.0,0.0,73.0,1207.0,408.0,108.0
Miami-Dade-12086554 PCT 554 0358,560.0,0.0,5.0,12.0,3.0,615.0,69.0,3.0,21.0,8.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,2.0,0.0,311.0,0.0,64.0,1195.0,410.0,93.0
Miami-Dade-12086556 PCT 556 0359,1012.0,2.0,8.0,20.0,5.0,746.0,157.0,3.0,35.0,19.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,4.0,1.0,373.0,0.0,73.0,1793.0,512.0,195.0
Miami-Dade-12086557 PCT 557 0360,1035.0,3.0,9.0,17.0,16.0,1062.0,160.0,9.0,63.0,27.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,6.0,3.0,537.0,2.0,91.0,2142.0,714.0,232.0
Miami-Dade-12086558 PCT 558/974 0361,558.0,2.0,4.0,11.0,5.0,435.0,92.0,0.0,19.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,41.0,1015.0,287.0,111.0
Miami-Dade-12086559 PCT 559/994 0362,485.0,0.0,0.0,10.0,3.0,548.0,81.0,2.0,26.0,6.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,260.0,1.0,55.0,1046.0,353.0,109.0
Miami-Dade-12086560 PCT 560/971 0363,504.0,4.0,7.0,11.0,3.0,427.0,79.0,0.0,18.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,192.0,1.0,35.0,956.0,258.0,97.0
Miami-Dade-12086561 PCT 561 0364,1467.0,4.0,6.0,44.0,18.0,880.0,193.0,2.0,114.0,11.0,3.0,0.0,33.0,0.0,0.0,0.0,1.0,10.0,0.0,355.0,1.0,93.0,2419.0,507.0,309.0
Miami-Dade-12086562 PCT 562/633 0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086563 PCT 563/566 0366,850.0,9.0,0.0,9.0,5.0,352.0,129.0,1.0,37.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,28.0,1225.0,151.0,167.0
Miami-Dade-12086564 PCT 564 0367,1037.0,7.0,2.0,7.0,9.0,460.0,149.0,2.0,36.0,19.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,152.0,1.0,55.0,1522.0,241.0,187.0
Miami-Dade-12086565 PCT 565 0368,777.0,2.0,9.0,16.0,11.0,409.0,102.0,1.0,42.0,16.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,0.0,138.0,0.0,41.0,1224.0,226.0,145.0
Miami-Dade-12086566 PCT 563/566 0366,1359.0,1.0,11.0,31.0,12.0,559.0,223.0,2.0,94.0,10.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,175.0,0.0,60.0,1973.0,275.0,319.0
Miami-Dade-12086567 PCT 567/568/668 0369,889.0,0.0,1.0,26.0,9.0,690.0,165.0,2.0,70.0,11.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,14.0,0.0,285.0,0.0,81.0,1615.0,422.0,237.0
Miami-Dade-12086568 PCT 567/568/668 0369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Miami-Dade-12086569 PCT 569 0370,1973.0,0.0,4.0,42.0,16.0,1033.0,421.0,5.0,120.0,18.0,0.0,1.0,63.0,0.0,0.0,0.0,0.0,39.0,0.0,312.0,0.0,200.0,3068.0,633.0,546.0
Miami-Dade-12086570 PCT 570 0371,778.0,2.0,3.0,12.0,11.0,539.0,120.0,4.0,70.0,14.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,10.0,2.0,221.0,1.0,71.0,1345.0,350.0,194.0
Miami-Dade-12086571 PCT 571/667 0372,202.0,1.0,0.0,3.0,5.0,98.0,46.0,1.0,16.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,15.0,309.0,64.0,63.0
Miami-Dade-12086572 PCT 572 0373,564.0,0.0,2.0,19.0,7.0,460.0,89.0,2.0,40.0,12.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,201.0,1.0,49.0,1052.0,288.0,131.0
Miami-Dade-12086573 PCT 573 0374,910.0,2.0,7.0,28.0,12.0,771.0,164.0,4.0,65.0,10.0,1.0,0.0,37.0,1.0,0.0,0.0,0.0,4.0,0.0,353.0,1.0,111.0,1730.0,518.0,233.0
