precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
SUMNER3-3 CREEKSIDE,172,1,86,16,93,1,307,3,0,0,1,37,0,3,167,0,488,629,3,0,4,0,54,4,0,0,0,7,8,2061,0,259,1116,629,2061
SUMNER4-1 HOWARD,228,5,124,9,85,2,367,0,0,1,2,43,0,4,251,0,418,1083,0,0,2,0,106,1,0,26,0,5,10,2481,0,357,1182,1083,2481
SUMNER4-3 COTTONTOWN,67,0,19,3,53,1,201,0,1,0,0,23,0,2,77,1,222,250,2,0,4,0,31,3,0,0,0,8,4,1065,0,86,584,250,1065
SUMNER4-4 UNION,192,0,45,3,45,0,100,0,0,0,2,14,0,0,46,0,141,675,2,0,1,0,22,3,0,10,0,4,5,691,0,237,351,675,691
SUMNER5-1 FB GALLATIN,153,1,58,11,52,1,183,0,1,0,2,23,1,2,118,0,199,603,0,0,3,0,42,0,0,5,0,5,6,1114,0,212,593,603,1114
SUMNER5-2 GUILD,208,0,92,9,54,0,188,0,0,0,6,15,0,2,111,0,220,770,0,0,5,0,67,3,0,9,0,11,17,1179,0,300,605,770,1179
SUMNER6-1 VOL STATE,177,1,84,19,117,1,472,0,0,0,2,126,0,2,398,0,623,808,0,0,3,0,103,0,0,8,0,7,9,2978,0,262,1760,808,2978
SUMNER6-2 GALLATIN HS,135,1,84,5,47,0,179,1,0,0,1,36,0,2,138,0,315,523,2,0,6,0,46,2,0,16,0,6,17,1242,0,220,724,523,1242
SUMNER6-3 JACK ANDERSON,191,0,90,12,80,1,337,1,0,0,2,79,1,2,318,0,457,807,0,0,3,0,127,1,0,53,0,3,12,2266,0,281,1290,807,2266
SUMNER7-1 WHITTEN,197,0,136,12,110,1,370,0,1,0,3,50,1,3,313,1,502,998,0,0,5,0,140,5,0,17,0,8,24,2582,0,333,1367,998,2582
SUMNER7-3 LONG HOLLOW,143,2,78,12,135,2,534,1,0,0,3,76,0,0,407,0,479,870,5,0,4,0,144,5,0,19,0,13,19,3208,0,223,1649,870,3208
SUMNER8-1 BROWN,191,4,113,7,64,3,193,0,0,0,5,38,0,2,138,1,358,854,0,0,5,0,79,3,0,2,0,8,27,1699,0,308,809,854,1699
SUMNER8-2 HAWKINS,174,2,133,9,81,1,281,0,0,0,2,50,0,4,148,0,390,787,0,0,4,0,80,3,0,11,0,7,10,1749,0,309,966,787,1749
SUMNER9-2 INDIAN LAKE,160,0,93,11,112,1,412,1,1,0,0,125,1,1,425,1,495,882,2,0,2,0,146,5,0,84,0,6,20,2720,0,253,1586,882,2720
TIPTON1-1 NE COVINGTON,275,0,39,7,39,1,103,0,0,1,3,11,0,0,56,0,161,1100,1,0,6,0,15,4,0,0,0,5,7,860,0,314,382,1100,860
TIPTON2-3 SE COVINGTON,206,1,71,12,51,3,236,1,0,0,1,39,0,2,182,1,369,829,1,0,10,0,39,6,0,4,0,5,8,1642,0,278,897,829,1642
TIPTON3-6 TIPTON WEST,54,2,38,2,53,2,281,1,1,0,4,21,0,2,139,0,501,255,0,0,1,0,51,2,0,3,0,2,6,2131,0,94,1007,255,2131
TIPTON4-11 ATOKA,194,1,92,5,78,3,472,2,0,1,4,36,0,3,218,0,546,734,0,0,8,0,118,4,0,11,0,10,10,2789,0,287,1368,734,2789
TIPTON5-12 MUNFORD,110,0,77,4,73,1,362,0,0,0,2,33,1,2,191,0,490,425,1,0,6,0,83,4,0,1,0,8,23,2202,0,187,1159,425,2202
TIPTON6-14 SW TIPTON,113,0,55,8,47,1,314,0,1,0,7,29,0,1,101,0,432,438,10,0,1,0,43,4,0,0,0,4,12,1870,0,168,941,438,1870
TIPTON7-19 AUSTIN PEAY,189,2,61,2,78,0,344,0,0,0,1,10,0,0,132,0,368,843,0,0,3,0,41,2,0,1,0,4,10,1751,0,252,935,843,1751
TIPTON8-21 WILKINSVILLE,193,1,83,1,50,1,272,0,0,0,2,16,0,2,75,0,356,660,1,0,3,0,49,3,0,2,0,6,9,1733,0,277,775,660,1733
TIPTON9-22 BRIGHTON,120,1,58,1,65,2,309,0,0,0,2,29,0,0,144,0,395,501,0,0,2,0,46,4,0,1,0,9,5,1932,0,179,947,501,1932
TROUSDALE01 SENIOR CENTER,26,1,8,0,3,1,22,0,0,0,0,2,0,0,10,0,37,114,0,0,0,0,7,0,0,0,0,1,0,159,0,35,75,114,159
TROUSDALE02 CATO,33,1,15,0,9,0,33,0,0,0,1,2,0,1,7,0,71,92,2,0,3,0,13,0,0,0,0,0,2,261,0,49,124,92,261
TROUSDALE03 BEECH GROVE,19,1,11,1,4,0,37,0,0,0,0,1,0,0,10,0,48,59,0,0,0,0,9,0,0,0,0,0,0,255,0,31,101,59,255
TROUSDALE04 HALLTOWN,25,0,14,1,7,0,29,0,0,1,0,0,0,0,9,0,38,93,0,0,1,0,6,1,0,0,0,0,2,210,0,39,85,93,210
TROUSDALE05 TEMPLOW,23,1,8,2,13,0,35,0,0,0,0,2,0,0,10,0,53,85,2,0,1,0,10,1,0,0,0,1,1,267,0,32,115,85,267
TROUSDALE06 WALNUT GROVE,35,0,14,0,12,0,37,0,0,0,0,1,0,0,10,0,47,80,0,0,1,0,9,1,0,0,0,0,0,247,0,49,107,80,247
TROUSDALE07 HIGH SCHOOL,42,0,6,0,1,1,7,0,0,0,1,4,0,0,5,0,21,120,0,0,2,0,3,1,0,0,0,1,0,112,0,48,40,120,112
TROUSDALE08 WILLARD,45,0,11,0,3,0,31,0,0,0,0,1,0,0,6,0,49,114,0,0,0,0,6,1,0,1,0,0,0,201,0,56,90,114,201
TROUSDALE09 CITY,26,0,14,0,6,0,10,0,0,0,0,1,0,0,13,0,32,92,0,0,2,0,4,2,0,0,0,0,1,154,0,40,62,92,154
TROUSDALE10 PROVIDENCE,22,0,11,0,5,0,36,0,0,0,0,9,0,0,11,0,55,97,0,0,0,0,6,1,0,0,0,1,0,237,0,33,116,97,237
UNICOIFISHERY,14,0,20,2,24,0,54,0,0,0,1,10,0,0,41,0,150,84,0,0,0,0,6,1,0,1,0,3,1,399,0,34,282,84,399
UNICOIFLAG POND,11,0,23,3,13,0,49,1,0,0,2,5,0,3,45,0,107,70,0,0,1,0,6,0,0,0,0,0,5,362,0,34,228,70,362
UNICOIHIGH SCHOOL,63,5,49,14,47,4,104,3,0,0,4,27,0,0,130,0,276,249,0,0,2,0,35,2,0,5,0,3,10,859,0,117,609,249,859
UNICOILIMESTONE COVE,26,0,30,5,16,0,78,0,0,0,2,15,1,0,41,0,162,115,0,0,1,0,11,1,0,2,0,5,9,454,0,56,320,115,454
UNICOILOVE CHAPEL,30,2,45,5,29,1,80,0,1,0,4,18,0,2,75,0,260,167,2,0,1,0,21,2,0,2,0,5,7,876,0,77,475,167,876
UNICOIROCK CREEK,37,1,45,11,36,0,84,2,1,1,2,19,0,2,97,1,312,215,0,0,2,0,17,3,0,2,0,3,6,975,0,83,568,215,975
UNICOITEMPLE HILL,18,1,13,0,13,0,42,0,1,0,2,4,0,1,30,0,160,86,1,0,0,0,3,2,0,0,0,1,5,440,0,32,253,86,440
UNICOIUNICOI,46,0,47,12,60,0,185,1,0,0,4,30,0,0,155,2,386,276,1,0,1,0,40,3,0,5,0,7,10,1306,0,93,835,276,1306
UNION1-1 UCHS,38,0,41,1,19,2,88,0,1,0,2,8,1,1,60,0,185,135,0,0,1,0,26,2,0,1,0,3,6,852,0,79,368,135,852
UNION2-1 LUTTRELL,31,0,24,1,14,0,72,0,0,0,0,5,0,0,30,1,164,92,1,0,1,0,14,1,0,3,0,3,3,579,0,55,287,92,579
UNION3-1 CEDAR GROVE,20,0,14,1,10,0,32,0,0,0,3,7,0,0,19,0,97,80,0,0,0,0,3,0,0,3,0,0,2,375,0,34,169,80,375
UNION3-2 BROCK,26,1,6,1,9,1,31,0,0,0,0,3,0,0,9,0,86,60,0,0,1,0,3,0,0,0,0,1,4,288,0,33,140,60,288
UNION4-1 BIG RIDGE,43,1,35,0,24,0,66,0,0,0,2,5,0,2,47,0,176,152,0,0,1,0,14,0,0,0,0,3,2,636,0,79,322,152,636
UNION5-1 SHARP CHAPEL,44,0,10,1,12,0,63,0,0,0,0,9,0,1,48,0,191,123,0,0,3,0,14,2,0,1,0,2,2,642,0,54,325,123,642
UNION5-2 BRADEN CHAPEL,3,0,4,0,4,0,9,0,0,0,0,2,0,0,3,0,27,10,0,0,0,0,1,0,0,0,0,0,0,72,0,7,45,10,72
UNION6-1 PAULETTE,45,2,31,0,29,2,79,1,1,0,3,6,0,4,55,1,194,166,0,0,3,0,21,2,0,0,0,6,1,776,0,78,375,166,776
UNION7-1 PLAINVIEW,47,3,28,2,22,0,68,0,1,0,0,7,0,0,58,0,145,120,0,0,1,0,10,1,0,1,0,1,4,601,0,78,303,120,601
UNIONPAPER BALLOTS,19,1,3,3,4,0,27,0,0,0,1,3,0,0,8,0,47,74,1,0,0,0,2,0,0,1,0,0,0,232,0,23,93,74,232
VAN BURENCEDAR GROVE,37,0,11,0,18,0,34,0,1,0,0,3,0,0,23,0,60,76,0,0,0,0,7,0,0,0,0,0,2,244,0,48,139,76,244
VAN BURENFALL CREEK FALLS,30,1,11,0,13,0,46,0,1,0,0,3,0,0,23,0,97,91,0,0,0,0,2,1,0,0,0,0,2,372,0,42,183,91,372
VAN BURENPINEY,53,3,19,1,9,0,50,0,0,0,0,2,0,0,12,0,107,101,1,0,1,0,10,0,0,0,0,1,0,353,0,75,181,101,353
VAN BURENSPENCER 1,58,2,10,1,7,0,28,0,0,0,0,0,0,0,7,0,83,108,0,0,0,0,4,0,0,0,0,0,0,286,0,70,126,108,286
VAN BURENSPENCER 5,37,2,19,1,11,0,26,0,0,0,0,2,0,0,11,0,70,89,0,0,1,0,9,0,0,0,0,0,2,292,0,58,121,89,292
VAN BURENWHITE HILL,7,0,11,0,4,0,14,0,0,0,0,0,0,0,1,0,24,20,0,0,0,0,0,0,0,0,0,0,2,79,0,18,43,20,79
WARREN1-1 CIVIC CENTER,90,3,41,6,18,1,70,0,0,0,1,6,0,0,65,1,148,269,0,0,3,0,24,1,0,0,0,2,7,628,0,134,316,269,628
WARREN10-1 CENTERTOWN UMC,90,1,40,3,14,1,68,1,0,0,0,8,0,1,41,0,145,199,0,0,1,0,14,0,0,0,0,1,2,573,0,131,282,199,573
WARREN10-2 CENTERTOWN CIC,47,1,23,1,10,0,45,0,0,0,0,7,0,0,35,0,112,109,0,0,1,0,8,0,0,0,0,1,1,373,0,71,210,109,373
WARREN11-1 MIDWAY,40,0,17,0,11,1,35,0,0,0,1,4,0,0,14,0,76,94,1,0,0,0,7,1,0,0,0,2,0,297,0,57,142,94,297
WARREN11-2 HWY 56 NORTH,66,0,23,1,23,0,79,0,0,0,0,10,0,0,39,1,138,157,0,0,2,0,15,1,0,0,0,4,5,556,0,89,291,157,556
WARREN12-1 NORTHSIDE,50,1,22,2,7,0,47,1,0,0,2,5,0,0,32,0,105,122,0,0,2,0,9,1,0,0,0,2,3,385,0,73,201,122,385
WARREN12-2 LUCKY,47,1,29,1,13,0,62,0,0,0,0,7,0,0,19,0,63,125,0,0,1,0,15,0,0,1,0,3,3,353,0,77,165,125,353
WARREN2-1 COURTHOUSE,80,4,52,3,23,0,80,0,0,0,0,19,0,2,82,0,153,236,0,0,4,0,36,2,0,1,0,4,6,633,0,136,362,236,633
WARREN2-2 AIRPORT,36,0,30,3,20,1,62,0,0,0,1,3,0,0,37,0,118,118,0,0,2,0,8,1,0,1,0,4,1,479,0,66,245,118,479
WARREN3-1 WESTWOOD,54,1,28,2,16,1,60,0,0,0,2,10,0,0,39,0,94,168,1,0,2,0,22,2,0,0,0,2,1,404,0,83,224,168,404
WARREN3-2 SMARTT,70,1,32,1,24,0,68,0,0,0,0,13,0,1,43,0,84,161,0,0,1,0,21,0,0,2,0,0,1,458,0,103,234,161,458
WARREN4-1 TSU,99,0,55,6,25,0,85,0,0,0,0,5,0,0,45,0,160,259,0,0,2,0,33,1,0,0,0,3,1,623,0,154,326,259,623
WARREN5-1 MALL,82,3,27,3,18,1,41,0,0,0,0,4,0,0,21,0,97,226,2,0,1,0,10,1,0,0,0,2,4,378,0,112,185,226,378
WARREN5-2 TOWERS,46,3,12,1,4,1,11,0,0,0,1,0,0,1,14,0,49,117,0,0,0,0,4,0,0,0,0,2,0,173,0,61,82,117,173
WARREN6-1 CANEY FORK,90,3,45,1,10,0,55,1,0,0,0,5,1,0,38,0,130,272,0,0,4,0,21,1,0,1,0,1,9,527,0,138,241,272,527
WARREN7-1 FRIENDSHIP,108,3,59,7,20,0,93,0,0,0,0,12,0,1,60,0,159,309,0,0,3,0,16,3,0,1,0,2,3,803,0,170,352,309,803
WARREN8-1 FAIRVIEW,64,2,53,0,30,0,79,0,0,0,0,6,0,0,66,0,148,183,0,0,1,0,23,0,0,3,0,1,3,671,1,119,329,183,671
WARREN8-3 BONNER,33,0,19,1,9,1,61,0,0,0,0,7,0,0,15,0,70,72,0,0,2,0,14,1,0,0,0,2,6,275,0,52,164,72,275
WARREN9-1 MORRISON,91,3,47,2,42,0,51,1,0,0,2,6,0,1,61,0,150,261,0,0,2,0,21,2,0,0,0,3,5,684,1,141,316,261,684
WARREN9-2 VIOLA,36,0,17,1,17,0,32,0,0,0,0,5,0,0,26,0,78,78,0,0,1,0,18,1,0,2,0,0,0,267,0,53,159,78,267
WASHINGTON01 FALL BRANCH,27,0,35,1,26,1,107,0,1,0,1,12,0,2,67,0,121,115,0,0,0,0,21,0,0,1,0,1,2,631,0,62,339,115,631
WASHINGTON02 HARMONY,58,1,43,0,57,2,197,0,0,0,2,20,0,1,109,0,199,206,1,0,1,0,22,1,0,4,0,6,3,1146,0,102,587,206,1146
WASHINGTON03 GRAY EAST,73,2,86,6,60,2,252,0,0,0,7,35,0,0,146,0,296,387,5,0,0,0,54,4,0,3,0,9,13,1812,0,161,804,387,1812
WASHINGTON04 GRAY CITY,1,0,1,1,4,0,11,0,0,0,0,2,0,0,11,0,14,6,0,0,1,0,3,0,0,0,0,1,0,76,0,2,43,6,76
WASHINGTON05 B.C. EAST,45,0,63,2,39,0,113,1,1,0,0,25,0,2,113,0,259,291,0,0,5,0,43,1,0,1,0,3,12,1126,0,108,555,291,1126
WASHINGTON06 SULPHUR SPRINGS,99,0,81,12,93,0,319,0,0,1,5,45,0,1,242,1,396,439,3,0,9,0,61,4,0,4,0,7,20,2135,0,180,1115,439,2135
WASHINGTON07 GRAY WEST,61,0,42,15,56,0,219,1,0,0,1,31,0,1,151,0,248,264,1,0,1,0,56,2,0,4,0,4,10,1407,0,103,723,264,1407
WASHINGTON08 B.C. WEST,46,0,52,3,45,0,162,0,0,0,1,22,1,0,109,0,163,243,1,0,0,0,34,2,0,1,0,6,13,928,0,98,506,243,928
WASHINGTON09 B.C. CITY,92,0,80,20,76,3,217,2,0,0,2,88,0,0,295,0,267,639,0,0,2,0,86,1,0,5,0,10,12,1622,0,172,970,639,1622
WASHINGTON10 LAKERIDGE,106,2,98,6,71,2,219,0,0,0,2,72,0,0,244,0,257,597,0,0,1,0,70,1,0,3,0,3,11,1493,0,206,873,597,1493
WASHINGTON11 INDIAN TRAIL,92,1,89,5,44,1,138,2,1,0,2,42,0,1,163,0,170,501,0,0,4,0,55,2,0,3,0,5,26,984,0,182,569,501,984
WASHINGTON12 PRINCETON,13,0,24,1,22,0,39,1,0,0,0,9,0,0,32,1,87,94,0,0,1,0,8,2,0,1,0,1,2,383,0,37,192,94,383
WASHINGTON13 STRATTON,108,1,113,6,49,0,98,0,0,0,5,43,0,0,131,1,199,620,0,0,3,0,55,4,0,6,0,7,19,954,0,222,532,620,954
WASHINGTON14 BOWMANTOWN,28,0,23,1,43,0,138,0,2,0,0,20,0,0,88,1,199,135,2,0,1,0,23,0,0,2,0,0,4,801,0,51,492,135,801
WASHINGTON15 COURTHOUSE,89,1,114,10,105,1,334,1,2,0,5,41,0,0,280,0,529,558,2,0,2,0,75,5,0,13,0,8,16,2261,0,204,1308,558,2261
WASHINGTON16 MARVIN'S CHAPEL,17,0,21,0,15,1,45,0,0,0,0,16,0,1,66,0,43,118,0,0,0,0,11,0,0,0,0,1,0,248,0,38,187,118,248
WASHINGTON17 TOWN ACRES,176,1,141,15,78,1,198,0,0,1,1,74,0,4,322,1,346,882,2,0,4,0,97,3,0,8,0,4,25,1715,0,318,1041,882,1715
WASHINGTON18 FAIRMONT,73,0,87,7,25,1,105,1,0,1,0,38,0,1,147,0,179,384,0,0,1,0,34,2,0,1,0,2,14,801,0,160,505,384,801
WASHINGTON19 LEESBURG,23,0,29,0,18,0,73,0,0,0,2,9,0,1,63,0,123,125,0,0,1,0,12,1,0,2,0,1,5,504,0,52,289,125,504
WASHINGTON20 VISITOR'S CENTER,158,2,128,15,98,1,192,1,1,0,2,56,0,1,231,0,323,674,0,0,5,0,76,3,0,4,0,3,18,1588,0,288,921,674,1588
WASHINGTON21 ASBURY,10,0,11,2,8,0,51,0,0,0,0,12,0,2,27,0,57,56,1,0,1,0,10,0,0,0,0,4,3,263,0,21,159,56,263
WASHINGTON22 FAIRHAVEN OUTSIDE,16,0,21,0,6,0,36,0,0,0,0,4,0,2,27,0,54,79,0,0,2,0,10,0,0,0,0,3,0,260,0,37,129,79,260
WASHINGTON23 WOODLAND,30,1,66,3,21,0,66,0,0,0,3,13,0,2,61,0,121,200,0,0,1,0,29,2,0,0,0,2,7,532,0,97,290,200,532
WASHINGTON24 HENRY JOHNSON,127,1,132,3,51,1,136,0,0,0,0,61,0,2,186,1,247,641,0,0,5,0,61,1,0,4,0,6,28,1121,0,260,688,641,1121
WASHINGTON25 MILLENNIUM,108,1,249,3,34,0,68,0,0,0,1,22,0,0,87,0,116,750,1,0,5,0,73,3,0,5,0,5,44,648,0,358,331,750,648
WASHINGTON26 NORTH SIDE,132,3,159,6,39,1,88,0,0,0,1,41,0,0,114,0,114,674,0,0,6,0,43,2,0,5,0,5,27,587,0,294,404,674,587
WASHINGTON27 KEYSTONE,55,0,84,0,15,1,76,0,0,0,1,12,0,2,37,0,75,375,0,0,1,0,45,1,0,1,0,8,16,513,0,139,219,375,513
WASHINGTON28 SOUTH SIDE,73,0,205,7,15,1,57,0,1,0,1,18,0,1,63,0,88,565,1,0,2,0,53,0,0,2,0,5,39,469,0,278,252,565,469
WASHINGTON29 FAIRHAVEN INSIDE,113,2,130,13,70,2,171,1,0,0,5,32,0,3,177,2,185,591,2,0,4,0,58,4,0,3,0,6,22,1148,0,245,661,591,1148
WASHINGTON30 GRACE,133,2,172,4,39,0,127,0,0,0,2,48,0,2,152,2,159,682,0,0,1,0,63,1,0,5,0,9,22,876,0,307,535,682,876
WASHINGTON31 CHEROKEE CITY,7,0,9,0,2,0,20,0,0,0,0,6,0,0,15,0,28,47,0,0,0,0,5,0,0,3,0,2,2,104,0,16,71,47,104
WASHINGTON32 CHEROKEE OUT,26,1,40,6,29,1,133,0,0,0,2,20,0,3,76,1,158,177,0,0,4,0,24,0,0,3,0,3,5,775,0,67,429,177,775
WASHINGTON33 TELFORD,27,0,50,3,23,0,96,0,0,1,2,5,0,3,43,0,196,160,0,0,1,0,22,0,0,0,0,4,11,760,0,77,372,160,760
WASHINGTON34 NEW VICTORY,43,0,40,8,32,1,105,0,0,0,1,27,0,0,104,0,179,205,0,0,2,0,17,0,0,3,0,3,9,769,0,83,457,205,769
WASHINGTON35 LIMESTONE,18,0,12,2,17,0,51,0,1,0,0,2,0,0,45,0,82,66,0,0,1,0,12,0,0,0,0,1,0,337,0,30,200,66,337
WASHINGTON36 WEST VIEW,24,2,24,5,20,0,77,0,0,0,2,11,1,1,38,0,123,84,0,0,1,0,14,0,0,2,0,1,2,491,0,50,278,84,491
WASHINGTON37 LAMAR,36,1,20,1,22,1,72,0,0,1,1,8,0,0,45,1,157,112,0,0,0,0,14,0,0,0,0,1,2,638,0,57,309,112,638
WASHINGTON38 SOUTH CENTRAL,44,1,26,3,16,0,62,0,0,0,1,6,0,2,61,0,191,146,0,0,2,0,9,1,0,3,0,0,9,622,0,71,342,146,622
WASHINGTON39 NEW SALEM,23,0,24,0,14,1,61,0,0,0,0,7,0,0,35,0,110,85,0,0,1,0,3,0,0,1,0,0,3,410,0,47,228,85,410
WASHINGTON40 EMBREEVILLE,15,0,9,4,9,0,45,0,0,0,1,4,0,1,32,0,99,51,2,0,0,0,7,0,0,0,0,2,2,314,0,24,195,51,314
WAYNE1 WAYNESBORO,51,1,23,7,27,0,69,0,0,0,1,7,0,0,44,0,171,139,0,0,2,0,8,0,0,0,0,1,0,757,0,75,326,139,757
WAYNE2 CLIFTON,11,0,5,0,5,0,19,0,0,0,1,3,0,0,14,0,43,63,3,0,0,0,4,0,0,0,0,0,2,187,0,16,85,63,187
WAYNE3-1 BEECH CREEK,19,0,4,0,4,0,20,0,0,0,0,3,0,0,4,0,63,36,0,0,1,0,3,1,0,0,0,2,1,233,0,23,94,36,233
WAYNE3-2 CRAZY HORSE,18,0,11,3,4,0,39,0,0,0,0,1,0,1,11,0,83,49,0,0,0,0,4,1,0,0,0,2,0,356,0,29,142,49,356
WAYNE3-3 EAGLE CREEK,11,1,8,1,4,0,8,0,0,0,0,3,0,0,9,0,42,36,0,0,0,0,1,0,0,0,0,1,0,149,0,20,67,36,149
WAYNE4-1 COLLINWOOD,8,2,10,1,14,0,51,0,0,0,1,10,0,0,32,0,116,74,0,0,1,0,5,0,0,4,0,0,0,506,0,20,225,74,506
WAYNE5-1 BIG CYPRESS,11,0,4,2,21,1,29,0,0,0,0,5,0,1,22,0,92,39,0,0,0,0,1,0,0,0,0,1,2,362,0,15,173,39,362
WAYNE5-2 LUTTS,7,0,8,2,15,0,39,0,0,0,1,1,0,0,18,0,58,24,0,0,0,0,5,0,0,1,0,1,1,297,0,15,134,24,297
WAYNE5-3 WAYNE CO HIGH,8,0,3,0,12,0,18,0,0,0,0,2,0,0,11,0,43,23,2,0,2,0,3,0,0,0,0,0,0,201,0,11,86,23,201
WAYNE6-1 HOLLY CREEK,6,0,7,2,4,0,47,0,0,0,0,3,0,0,17,0,58,31,0,0,1,0,4,0,0,0,0,0,0,263,0,13,131,31,263
WAYNE6-2 SOUTH GATE,18,0,6,1,22,1,63,0,0,0,0,3,0,0,36,0,138,62,0,0,2,0,10,0,0,0,0,2,0,611,0,24,264,62,611
WAYNE7-1 BUFFALO RIVER,17,0,15,0,8,0,37,0,0,0,0,3,0,0,7,0,78,46,0,0,0,0,5,1,0,0,0,0,0,307,0,32,133,46,307
WAYNE7-2 OVILLA,13,0,7,4,12,0,46,0,0,0,1,2,0,1,21,1,106,65,0,0,2,0,2,0,0,0,0,1,0,488,0,20,194,65,488
WEAKLEY1A PALMERSVILLE,36,1,31,1,33,0,92,0,0,1,1,7,0,1,25,0,149,117,0,0,2,0,8,1,0,1,0,1,3,621,0,68,310,117,621
WEAKLEY1B LATHAM,36,0,21,2,16,0,76,0,0,0,2,5,0,0,44,0,136,102,0,0,1,0,10,1,0,0,0,1,1,599,0,57,281,102,599
WEAKLEY2A GLEASON,55,0,27,4,34,1,157,0,0,0,1,15,0,0,64,0,204,203,2,0,4,0,16,2,0,1,0,5,1,1134,0,82,480,203,1134
WEAKLEY3A GREENFIELD,86,4,18,5,38,2,116,1,0,0,1,13,0,0,72,0,182,263,0,0,2,0,18,0,0,2,0,3,1,1060,0,108,430,263,1060
WEAKLEY4A SHARON,84,1,41,11,52,0,204,0,0,0,4,17,0,1,77,1,285,246,1,0,2,0,26,1,0,7,0,6,4,1242,0,126,652,246,1242
WEAKLEY5A MARTIN COC,113,1,85,3,39,2,111,0,1,0,0,24,0,3,81,1,157,405,1,0,1,0,36,0,0,7,0,3,15,761,0,199,422,405,761
WEAKLEY6A TRINITY,77,0,55,1,20,2,48,0,0,0,1,16,0,1,41,0,63,338,0,0,1,0,22,0,0,5,0,3,9,388,0,132,193,338,388
WEAKLEY7A MARTIN SHEPHERD'S,116,0,67,4,72,2,149,0,0,0,1,18,2,2,142,0,219,410,0,0,4,0,41,0,0,15,0,5,10,1154,0,183,611,410,1154
WEAKLEY8A MARTIN FUMC,126,0,63,3,43,0,123,0,0,0,7,18,0,0,96,0,194,381,0,0,6,0,25,4,0,1,0,6,9,1063,0,189,484,381,1063
WEAKLEY9A DRESDEN,131,0,45,3,36,0,134,0,0,0,0,10,0,2,52,0,176,307,1,0,2,0,18,1,0,4,0,6,9,986,0,176,413,307,986
WHITE1-1 SPARTA CIVIC,84,2,53,6,26,1,72,1,0,0,2,10,1,2,35,0,160,237,0,0,4,0,15,5,0,6,0,4,1,602,0,139,316,237,602
WHITE1-2 SPARTA CIVIC,32,0,7,0,2,0,28,0,0,0,1,3,0,0,19,0,62,64,0,0,0,0,3,0,0,0,0,1,2,184,0,39,115,64,184
WHITE2-1 AG FAIR COMPLEX,70,0,37,4,29,0,62,0,0,0,1,10,0,0,46,1,159,175,0,0,0,0,10,1,0,5,0,2,3,533,0,107,312,175,533
WHITE2-2 WOODLAND PARK,47,2,17,2,16,0,58,0,0,0,0,4,0,0,38,1,123,126,0,0,3,0,9,2,0,1,0,1,5,405,0,66,242,126,405
WHITE3-1 AG FAIR COMPLEX,83,5,62,3,60,0,189,0,0,0,0,13,0,1,76,0,336,244,0,0,2,2,17,2,0,2,0,8,9,1259,0,150,678,244,1259
WHITE4-1 WOODLAND PARK,25,0,12,1,20,0,58,0,0,0,0,8,0,2,34,0,97,70,0,0,1,0,9,0,0,1,0,2,4,394,0,37,220,70,394
WHITE4-2 BONDECROFT,79,0,35,2,28,1,88,1,0,0,1,8,0,2,30,0,228,178,0,0,0,0,15,2,0,2,0,3,3,772,0,114,389,178,772
WHITE5-1 DOYLE CIVIC,79,1,56,2,26,0,126,0,1,0,2,14,0,1,57,0,263,220,0,0,3,0,13,3,0,1,0,4,4,1009,0,136,492,220,1009
WHITE6-1 CENTRAL VIEW,24,0,13,1,12,0,40,0,0,0,2,3,0,0,10,0,80,57,3,0,2,0,8,1,0,0,0,0,4,253,0,37,148,57,253
WHITE6-2 CASSVILLE,73,3,38,1,28,1,118,0,1,0,2,9,1,1,53,0,233,178,0,0,3,0,12,0,0,2,0,2,4,923,0,114,448,178,923
WHITE7-1 NORTHFIELD,93,1,72,3,60,0,201,0,0,0,2,13,0,0,99,1,353,296,1,0,4,0,38,6,0,6,0,12,6,1337,0,166,732,296,1337
WILSONABSENTEE,99,4,41,27,10,7,60,2,1,1,0,13,0,2,44,0,108,397,0,0,4,0,47,3,0,14,0,9,7,661,0,144,275,397,661
WILSONPROVISIONAL,3,0,4,0,3,0,6,0,0,0,0,0,0,0,4,0,6,29,0,0,0,0,6,1,0,1,0,0,0,102,0,7,19,29,102
