precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_RUBIO,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
14FERGUSONNORTH1,200,2,163,5,3,107,113,5,167,5,670,9,38,552,365,400,670,552
14FERGUSONNORTH2,141,0,146,3,2,59,84,5,92,7,587,8,22,356,287,245,587,356
14FERGUSONNORTH3,177,0,163,1,2,75,75,2,70,9,642,10,19,292,340,225,642,292
14FERGUSONNORTHCENTRAL2,140,0,71,2,1,51,72,1,88,1,396,6,16,281,211,215,396,281
14FERGUSONNORTHEAST2,82,5,155,0,1,35,35,0,61,4,520,17,51,250,242,132,520,250
14FERGUSONWEST,111,4,129,3,2,119,77,3,200,8,389,9,31,559,244,404,389,559
14FERGUSONWESTCENTRAL1,159,0,142,3,1,79,93,3,101,3,628,6,39,391,301,280,628,391
14GREGG,102,5,112,3,5,116,56,3,203,7,313,11,31,736,219,386,313,736
14HAINES,57,4,81,2,0,51,25,0,110,3,171,9,16,349,142,188,171,349
14HALFMOONEASTCENTRAL,103,2,115,1,5,112,86,3,165,0,394,13,37,536,220,372,394,536
14HALFMOONPROPER,66,1,89,0,3,78,40,1,114,3,273,2,18,388,156,236,273,388
14HARRISEAST,279,1,247,3,2,155,219,5,291,2,897,20,70,822,527,675,897,822
14HARRISWEST,264,1,230,8,8,113,155,9,207,9,825,15,44,664,495,500,825,664
14HO,84,0,84,6,4,56,40,7,238,5,239,6,24,578,168,351,239,578
14HUSTON,47,0,63,2,0,93,40,3,173,4,171,9,26,509,110,311,171,509
14LIBERTY,97,3,73,3,2,68,27,1,163,2,184,5,25,557,173,264,184,557
14MARION,43,3,54,2,2,58,22,2,109,1,128,3,16,347,100,195,128,347
14MILESBURG,48,4,59,1,1,37,21,2,101,1,143,2,15,352,111,163,143,352
14MILESEAST,43,4,31,0,1,42,12,0,63,5,97,1,11,241,78,118,97,241
14MILESWEST,15,0,10,0,1,18,8,0,41,3,38,4,5,108,25,68,38,108
14MILLHEIM,43,1,97,2,2,35,10,2,63,0,169,5,14,233,141,114,169,233
14PATTONNORTH1,257,1,279,2,4,90,145,9,178,3,1102,27,58,613,537,428,1102,613
14PATTONNORTH2,229,2,222,1,3,182,142,7,229,13,873,23,72,826,453,564,873,826
14PATTONSOUTH1,135,0,141,2,1,59,68,2,67,3,511,9,20,227,276,199,511,227
14PATTONSOUTH2,128,0,243,1,2,71,60,3,76,6,904,29,66,378,371,213,904,378
14PATTONSOUTH3,304,1,272,1,5,96,148,3,149,9,1015,20,59,485,577,402,1015,485
14PENN,43,4,70,0,3,62,22,0,112,1,130,8,13,335,117,199,130,335
14PHILIPSBURG1,51,1,53,1,3,26,19,0,111,1,159,0,16,265,105,160,159,265
14PHILIPSBURG2,39,1,49,5,1,30,17,1,75,1,143,1,6,231,89,129,143,231
14PHILIPSBURG3,42,1,29,0,0,24,17,1,50,3,124,2,15,212,72,92,124,212
14PORTMATILDA,17,1,33,0,1,26,8,2,51,2,70,1,8,195,51,88,70,195
14POTTERNORTH,71,3,75,3,3,81,56,3,157,9,228,2,19,516,149,303,228,516
14POTTERSOUTH,115,2,108,4,4,122,90,3,235,5,406,8,45,727,225,458,406,727
14RUSHEAST,17,1,16,1,0,1,3,0,22,1,32,0,0,58,34,27,32,58
14RUSHNORTH,94,0,86,4,2,71,47,0,273,11,242,5,25,685,180,397,242,685
14RUSHNORTHCENTRAL,21,1,24,0,3,13,11,0,45,3,57,1,9,123,46,72,57,123
14RUSHSOUTH,21,0,30,0,0,18,10,0,52,2,47,2,5,137,51,80,47,137
14RUSHWEST,39,1,27,1,2,26,14,0,82,1,89,0,7,275,67,125,89,275
14SNOWSHOE,33,0,21,0,4,21,13,2,98,2,83,6,1,236,54,138,83,236
14SNOWSHOEEAST,75,2,53,1,1,24,12,0,109,4,146,4,11,397,130,147,146,397
14SNOWSHOEWEST,28,2,29,0,0,21,3,0,72,1,66,0,3,207,59,96,66,207
14SPRINGEAST,73,2,75,2,1,89,66,3,220,4,250,11,30,596,150,381,250,596
14SPRINGNORTH,92,2,93,3,7,89,61,2,183,6,349,7,32,539,187,345,349,539
14SPRINGSOUTH,60,2,97,2,6,68,40,5,130,5,229,12,36,440,159,251,229,440
14SPRINGSOUTHWEST,103,1,81,3,3,94,59,1,124,6,343,5,44,509,185,284,343,509
14SPRINGWEST,39,0,56,0,0,26,18,1,91,3,130,4,18,286,95,136,130,286
14STATECOLLEGEEAST1,46,0,188,0,0,22,68,0,63,0,867,19,64,670,234,153,867,670
14STATECOLLEGEEAST2,32,0,173,0,2,19,49,0,32,2,977,20,54,387,205,102,977,387
14STATECOLLEGEEAST3,59,1,186,0,0,14,35,0,36,0,1188,25,72,600,246,85,1188,600
14STATECOLLEGEEAST4,52,0,256,0,0,29,57,3,44,4,1195,26,79,580,308,133,1195,580
14STATECOLLEGEEASTCENTRAL1,38,1,168,0,2,14,48,0,19,1,706,18,37,261,207,83,706,261
14STATECOLLEGEEASTCENTRAL2,49,0,108,0,1,10,29,0,26,2,641,8,44,314,157,66,641,314
14STATECOLLEGEEASTCENTRAL3,27,0,70,1,0,5,11,1,22,1,325,3,26,196,97,40,325,196
14STATECOLLEGENORTH,193,1,126,4,1,35,49,2,22,5,495,12,15,102,320,113,495,102
14STATECOLLEGENORTHEAST,129,1,106,0,1,18,34,0,40,1,399,7,11,105,236,93,399,105
14STATECOLLEGENORTHWEST,55,0,199,0,0,28,49,2,24,4,928,14,59,336,254,103,928,336
14STATECOLLEGESOUTH1,127,0,307,5,2,54,40,4,54,4,888,26,53,284,434,159,888,284
14STATECOLLEGESOUTH2,249,0,200,3,3,58,82,0,75,6,739,12,26,280,449,221,739,280
14STATECOLLEGESOUTHCENTRAL1,30,0,118,1,0,14,21,0,14,4,322,9,38,122,148,50,322,122
14STATECOLLEGESOUTHCENTRAL2,139,0,143,0,1,17,34,3,39,2,490,9,24,157,282,94,490,157
14STATECOLLEGESOUTHEAST,205,0,194,1,1,34,72,1,51,2,611,15,28,188,399,160,611,188
14STATECOLLEGEWEST1,160,0,136,2,0,18,42,1,41,2,447,3,14,112,296,104,447,112
14STATECOLLEGEWEST2,130,1,129,3,3,59,72,3,57,4,435,4,28,215,260,197,435,215
14STATECOLLEGEWESTCENTRAL1,14,0,113,0,0,7,32,2,17,3,460,9,59,228,127,58,460,228
14STATECOLLEGEWESTCENTRAL2,59,0,162,0,1,16,24,2,24,1,704,17,55,332,221,67,704,332
14TAYLOR,20,1,34,1,2,39,13,1,151,0,76,2,7,347,55,207,76,347
14UNION,41,1,68,3,4,90,27,0,209,6,126,5,13,587,110,333,126,587
14UNIONVILLE,5,2,20,0,0,17,6,0,36,2,27,0,5,117,27,59,27,117
14WALKEREAST,74,3,66,3,2,80,43,4,195,7,224,7,18,592,143,327,224,592
14WALKERWEST,164,4,124,3,10,157,81,4,306,7,514,9,38,1083,292,561,514,1083
14WORTH,20,1,40,2,0,50,14,0,106,1,97,2,6,304,61,172,97,304
15ATGLEN,58,0,47,0,5,44,36,0,99,2,241,5,19,293,105,184,241,293
15AVONDALE,37,1,35,0,1,18,22,0,32,2,200,5,9,112,73,73,200,112
15BIRMINGHAM1,136,0,49,2,0,64,132,4,155,3,481,3,23,424,185,357,481,424
15BIRMINGHAM2,188,1,109,5,1,84,232,5,252,3,857,10,59,757,298,579,857,757
15CALN1,130,0,101,4,2,64,64,5,125,3,517,8,26,393,231,264,517,393
15CALN2,183,0,105,2,0,32,29,0,76,3,707,4,29,304,288,139,707,304
15CALN3,322,3,287,1,4,114,129,1,280,10,1539,31,86,1151,612,529,1539,1151
15CALN4,236,0,225,2,2,107,150,9,218,8,1104,13,62,767,461,488,1104,767
15CHARLESTOWN,415,2,283,4,10,182,356,5,423,3,1772,20,106,1299,700,980,1772,1299
15COATESVILLE1,153,1,131,2,0,36,15,1,56,1,913,9,28,254,285,110,913,254
15COATESVILLE2,168,0,97,0,2,11,15,0,21,3,838,7,6,82,265,49,838,82
15COATESVILLE3,167,0,54,1,1,3,5,0,11,2,587,2,7,56,221,21,587,56
15COATESVILLE41,79,0,36,0,0,12,8,0,18,0,347,7,7,78,115,38,347,78
15COATESVILLE42,76,2,61,1,1,23,17,3,43,6,332,3,12,123,139,88,332,123
15COATESVILLE5,153,0,67,1,3,6,16,1,15,0,580,2,5,66,220,42,580,66
15DOWNINGTOWNEASTEAST,152,0,164,2,5,50,59,1,91,8,713,16,51,351,316,208,713,351
15DOWNINGTOWNEASTWEST,113,0,138,0,2,66,49,2,96,7,542,8,39,365,251,215,542,365
15DOWNINGTOWNWESTNORTH,135,0,181,2,1,55,59,2,108,3,646,23,46,368,316,227,646,368
15DOWNINGTOWNWESTSOUTH,77,0,83,0,5,24,29,5,51,1,338,8,18,170,160,114,338,170
15EASTBRADFORDNORTH01(CONG16),128,0,69,1,0,40,74,2,99,0,439,4,15,330,197,216,439,330
15EASTBRADFORDNORTH2,211,0,137,2,4,99,193,6,280,2,856,6,38,793,348,584,856,793
15EASTBRADFORDSOUTH1,277,0,253,4,3,113,188,7,287,5,1344,28,54,854,530,602,1344,854
15EASTBRADFORDSOUTH2,150,0,92,2,0,81,215,2,231,5,618,9,31,651,242,531,618,651
15EASTBRANDYWINENORTH1,104,0,98,2,2,41,87,0,169,7,477,10,22,446,202,301,477,446
15EASTBRANDYWINENORTH2,194,1,146,5,1,102,178,3,279,5,845,14,67,807,341,568,845,807
15EASTBRANDYWINESOUTH,197,2,184,6,8,124,192,3,297,2,993,7,68,1018,383,630,993,1018
15EASTCALN1,174,0,137,2,1,77,112,2,149,2,862,12,43,553,311,343,862,553
15EASTCALN2,130,1,72,3,3,42,79,5,66,2,555,8,28,331,203,198,555,331
15EASTCOVENTRY1,227,3,213,3,5,156,131,4,343,8,972,20,63,1196,443,642,972,1196
15EASTCOVENTRY2,108,2,108,1,2,78,59,1,225,7,434,8,34,698,218,366,434,698
15EASTFALLOWFIELDEAST,194,1,178,2,5,86,102,5,190,11,895,14,44,702,373,390,895,702
15EASTFALLOWFIELDWEST,298,3,215,4,7,152,124,4,268,9,1096,23,61,1025,516,559,1096,1025
15EASTGOSHEN1,145,2,92,4,7,90,186,3,225,5,618,6,42,670,239,515,618,670
15EASTGOSHEN2,136,1,85,1,5,58,115,3,178,3,529,12,29,560,222,360,529,560
15EASTGOSHEN3,136,0,97,3,1,95,106,3,193,3,565,5,35,567,233,401,565,567
15EASTGOSHEN4,198,2,215,1,4,63,61,6,174,7,948,21,58,568,415,309,948,568
15EASTGOSHEN5,241,2,63,15,3,111,351,4,374,4,675,1,35,896,306,858,675,896
15EASTGOSHEN6,187,4,94,4,2,88,238,4,231,3,747,10,35,703,285,567,747,703
15EASTGOSHEN7,179,0,67,5,1,82,262,4,291,6,697,16,26,852,246,645,697,852
15EASTGOSHEN8,122,0,60,3,5,70,128,2,181,1,391,1,11,413,182,389,391,413
15EASTGOSHEN9,98,0,92,4,2,42,75,1,108,0,455,12,23,347,190,232,455,347
15EASTMARLBOROUGHEAST,215,3,114,4,4,91,233,5,232,3,777,7,43,684,332,569,777,684
15EASTMARLBOROUGHSOUTH,161,0,112,1,4,50,113,6,169,1,661,10,30,516,273,343,661,516
15EASTMARLBOROUGHWEST,238,3,152,3,4,94,233,5,234,7,981,14,61,732,393,573,981,732
15EASTNANTMEAL,116,0,97,0,0,83,117,2,208,6,510,4,27,550,213,410,510,550
15EASTNOTTINGHAMEAST,170,2,146,1,5,156,115,4,395,1,784,18,75,1298,318,676,784,1298
15EASTNOTTINGHAMWEST,138,1,135,2,4,126,86,4,259,6,655,20,66,1030,274,481,655,1030
15EASTPIKELAND1,224,1,198,6,4,108,168,4,246,6,897,17,48,734,423,536,897,734
15EASTPIKELAND2,153,0,134,1,3,85,129,2,150,7,613,10,48,575,287,370,613,575
15EASTPIKELAND3,184,0,188,1,2,85,120,5,172,3,813,14,49,629,372,385,813,629
15EASTTOWN1,182,1,70,5,0,74,225,1,233,3,779,7,50,649,253,538,779,649
15EASTTOWN2,203,2,110,1,5,70,196,2,150,4,672,11,35,530,315,424,672,530
15EASTTOWN3,156,0,74,3,1,38,121,3,91,1,526,5,18,352,230,257,526,352
15EASTTOWN4,95,0,42,1,0,26,144,0,102,0,371,3,19,307,137,273,371,307
15EASTTOWN5,128,1,71,2,2,44,75,2,67,3,424,4,16,240,200,192,424,240
15EASTTOWN6,87,0,51,0,1,34,93,3,76,1,327,2,16,246,138,207,327,246
15EASTTOWN7,144,1,117,2,1,23,92,2,51,1,537,8,26,238,262,171,537,238
15EASTVINCENT1,59,1,71,2,1,49,50,3,96,4,336,3,22,387,131,201,336,387
15EASTVINCENT2,108,1,111,1,2,51,49,0,99,3,469,6,32,342,220,202,469,342
15EASTVINCENT3,98,2,105,3,3,52,97,3,177,4,505,14,40,523,205,335,505,523
15EASTVINCENT4,96,1,82,1,3,85,106,2,135,0,370,4,21,503,179,332,370,503
15EASTWHITELAND1,104,0,72,4,2,42,113,1,50,4,422,5,18,273,176,212,422,273
15EASTWHITELAND2,199,0,146,1,3,65,125,2,137,0,835,10,44,508,345,333,835,508
15EASTWHITELAND3,151,0,117,1,3,44,86,2,125,3,576,7,24,322,268,261,576,322
15EASTWHITELAND4,157,0,114,2,2,52,137,2,143,5,621,11,26,484,271,338,621,484
15EASTWHITELAND5,77,1,60,1,0,27,39,1,61,2,265,4,8,176,138,129,265,176
15EASTWHITELAND6,100,1,75,3,0,28,71,1,89,0,423,8,24,276,176,192,423,276
15ELK,76,2,77,0,3,86,54,1,171,9,360,7,24,474,155,315,360,474
15ELVERSON,72,1,55,2,4,128,110,6,174,1,305,7,14,542,128,424,305,542
15FRANKLIN,211,4,239,2,3,168,185,4,351,19,1127,25,96,1303,454,713,1127,1303
15HIGHLAND,42,0,39,3,1,63,56,4,95,4,213,6,12,337,81,222,213,337
15HONEYBROOK,63,0,65,1,3,60,22,3,122,1,288,8,18,427,128,211,288,427
15HONEYBROOK1,72,0,95,3,4,108,73,4,232,1,406,12,27,778,167,424,406,778
15HONEYBROOK2,172,4,122,4,13,180,196,6,368,17,651,17,54,1224,298,767,651,1224
15KENNETT1,129,0,86,1,1,37,147,0,155,4,574,7,33,477,215,341,574,477
15KENNETT2A(CONG7),176,1,111,5,1,69,131,3,168,1,794,9,50,634,288,377,794,634
15KENNETT3,224,0,98,2,0,37,66,2,85,4,496,4,21,216,322,192,496,216
15KENNETT4,197,1,92,1,2,57,146,3,228,3,708,10,43,660,290,437,708,660
15KENNETTSQUARENORTH,110,0,90,3,1,24,59,2,84,2,453,8,18,231,200,173,453,231
15KENNETTSQUARESOUTH1,70,1,86,2,0,13,29,0,44,3,337,4,22,171,157,88,337,171
15KENNETTSQUARESOUTH2,122,2,116,0,1,46,45,3,60,9,618,6,26,216,240,155,618,216
15LONDONBRITAIN,199,2,198,3,4,117,157,4,236,6,949,22,56,835,399,521,949,835
15LONDONDERRY,103,1,108,3,6,96,81,2,245,2,498,10,37,742,212,433,498,742
15LONDONGROVECHATHAM,77,0,81,4,6,81,60,2,160,3,376,4,24,464,158,313,376,464
15LONDONGROVESOUTH,292,1,270,3,6,179,236,8,413,17,1515,18,89,1477,563,845,1515,1477
15LOWEROXFORDEAST,52,0,150,0,1,22,21,0,70,1,1024,11,16,233,202,114,1024,233
15LOWEROXFORDWEST,63,1,72,2,5,57,70,3,202,5,331,5,18,617,136,339,331,617
15MALVERN,291,0,248,3,4,86,195,2,244,6,1164,19,58,711,539,534,1164,711
15MODENA,24,0,24,0,1,9,3,0,11,0,100,4,4,43,48,24,100,43
15NEWGARDENNORTH,194,1,122,4,4,72,144,2,183,5,882,7,70,721,317,409,882,721
15NEWGARDENSOUTH1,162,0,124,2,6,93,154,6,271,1,823,12,44,872,286,532,823,872
15NEWGARDENSOUTH2,215,0,132,4,2,69,159,4,191,5,935,7,44,652,347,429,935,652
15NEWLIN,94,0,76,0,1,54,90,5,157,4,400,11,24,397,170,307,400,397
15NEWLONDON,279,3,274,3,10,212,243,5,506,8,1368,25,128,1741,556,979,1368,1741
15NORTHCOVENTRYEAST,93,2,100,1,2,89,58,2,180,6,436,18,38,520,195,332,436,520
15NORTHCOVENTRYMIDDLE,92,3,127,3,1,71,68,1,179,6,494,16,25,571,222,323,494,571
15NORTHCOVENTRYWEST1,85,1,105,1,2,52,64,2,168,3,436,6,17,446,191,289,436,446
15NORTHCOVENTRYWEST2,113,1,123,2,4,81,113,5,222,3,524,13,20,667,237,427,524,667
15OXFORDEAST,46,1,46,3,4,29,6,0,36,2,278,10,18,156,93,78,278,156
15OXFORDWEST,170,1,136,2,6,85,88,3,181,6,678,16,32,598,307,365,678,598
15PARKESBURGNORTH,49,1,59,1,2,34,17,5,44,6,258,5,16,197,109,103,258,197
15PARKESBURGSOUTH,118,0,116,4,3,71,53,4,134,3,517,10,33,519,234,269,517,519
15PENN,334,1,214,12,6,183,276,7,463,12,1335,20,74,1474,549,947,1335,1474
15PENNSBURYNORTH1,197,0,78,4,1,13,80,0,34,0,452,6,15,120,275,132,452,120
15PENNSBURYNORTH2,76,0,34,1,0,28,69,2,119,2,318,6,26,306,110,219,318,306
15PENNSBURYSOUTH1,69,0,65,0,0,44,69,2,123,2,328,7,21,324,134,238,328,324
15PENNSBURYSOUTH2,60,0,35,1,0,34,69,2,55,0,263,4,19,212,95,161,263,212
15PHOENIXVILLEEAST1,89,0,115,2,1,33,41,1,69,5,406,9,39,222,204,147,406,222
15PHOENIXVILLEEAST2,97,2,98,2,0,48,45,5,74,3,397,10,35,250,197,174,397,250
15PHOENIXVILLEEAST3,74,0,101,2,1,41,18,0,45,1,364,8,13,178,175,107,364,178
15PHOENIXVILLEMIDDLE1(STH155),75,1,128,0,1,21,31,0,36,0,0,0,0,0,204,89,0,0
15PHOENIXVILLEMIDDLE2,100,2,160,0,1,18,20,1,44,2,503,13,29,149,262,84,503,149
15PHOENIXVILLEMIDDLE3,106,0,142,1,1,28,41,1,43,4,433,10,32,185,248,115,433,185
15PHOENIXVILLENORTH1,93,0,69,2,2,34,52,2,100,1,388,3,35,277,162,192,388,277
15PHOENIXVILLENORTH2,68,0,114,0,4,16,16,1,34,2,357,18,32,167,182,71,357,167
15PHOENIXVILLENORTH3,122,1,137,1,0,32,61,5,82,2,654,9,31,326,260,181,654,326
15PHOENIXVILLEWEST1,103,0,57,1,2,27,37,0,50,2,293,8,18,164,160,117,293,164
15PHOENIXVILLEWEST2,111,1,134,1,1,51,42,0,82,9,529,14,28,292,246,177,529,292
15PHOENIXVILLEWEST3,61,1,126,1,1,34,44,3,56,3,374,11,30,216,188,139,374,216
15POCOPSON,272,0,166,3,2,118,238,9,312,4,1155,17,55,952,438,682,1155,952
15SADSBURYNORTH,116,2,101,2,4,73,48,4,156,4,480,7,34,583,219,287,480,583
15SADSBURYSOUTH,62,1,67,0,0,47,35,3,91,3,267,7,17,334,130,176,267,334
15SCHUYLKILL1,113,0,96,0,2,45,50,3,76,1,440,11,23,311,209,176,440,311
15SCHUYLKILL2,82,1,106,1,2,39,68,2,111,4,406,8,20,329,189,223,406,329
15SCHUYLKILL3,208,3,160,3,4,119,228,5,268,3,970,22,46,947,371,627,970,947
15SCHUYLKILL4,185,4,96,3,4,66,170,5,201,4,702,5,46,613,285,449,702,613
15SOUTHCOATESVILLE,126,0,72,1,1,12,17,1,35,1,484,4,6,136,198,67,484,136
15SOUTHCOVENTRY,131,1,139,5,2,88,120,5,210,7,610,6,57,744,271,430,610,744
15SPRINGCITY1,39,3,61,1,4,27,27,1,65,1,211,11,21,185,103,125,211,185
15SPRINGCITY2,19,1,24,0,0,14,2,0,16,2,84,4,16,79,44,32,84,79
15SPRINGCITY3,28,2,57,2,1,12,17,1,49,2,193,5,13,166,87,82,193,166
15SPRINGCITY4,56,1,45,1,1,24,15,1,46,0,191,5,16,193,102,88,191,193
15THORNBURY1,97,0,63,1,0,37,104,5,191,1,377,1,28,475,160,338,377,475
15THORNBURY2,144,1,78,0,0,57,83,0,167,4,521,7,38,493,223,307,521,493
15TREDYFFRINEAST1,150,1,128,2,0,30,108,1,90,2,689,10,34,300,279,231,689,300
15TREDYFFRINEAST2,145,0,53,2,0,41,108,5,92,0,487,9,16,276,198,248,487,276
15TREDYFFRINEAST3,118,0,73,0,0,28,94,1,57,0,393,1,15,203,191,180,393,203
15TREDYFFRINEAST4,113,0,69,3,1,28,128,0,97,1,454,6,24,313,182,257,454,313
15TREDYFFRINEAST5,302,0,139,2,1,62,209,6,129,2,966,11,50,475,441,409,966,475
15TREDYFFRINMIDDLE1,93,0,53,2,3,25,45,1,62,0,311,4,16,181,146,138,311,181
15TREDYFFRINMIDDLE2,209,1,116,1,0,70,150,1,114,4,695,6,33,415,326,336,695,415
15TREDYFFRINMIDDLE3,126,0,56,0,2,25,105,2,112,0,436,2,24,307,182,246,436,307
15TREDYFFRINMIDDLE4,226,1,96,1,1,59,173,3,138,3,758,5,44,452,323,375,758,452
15TREDYFFRINMIDDLE5,124,1,60,1,5,38,154,3,76,0,443,4,25,293,185,277,443,293
15TREDYFFRINMIDDLE6,196,0,67,3,0,73,153,2,126,3,617,6,20,396,263,357,617,396
15TREDYFFRINMIDDLE7,55,2,36,2,1,10,27,1,39,2,222,1,7,148,93,80,222,148
15TREDYFFRINWEST1,170,1,134,0,2,52,159,0,166,5,779,14,44,508,305,379,779,508
15TREDYFFRINWEST2,351,1,179,2,3,73,262,6,182,2,1206,20,48,676,531,528,1206,676
15TREDYFFRINWEST3,129,0,80,3,1,36,107,4,72,4,462,4,26,278,209,223,462,278
15TREDYFFRINWEST4,164,1,107,1,0,41,80,2,80,2,494,5,20,226,272,204,494,226
15TREDYFFRINWEST5,364,1,243,1,2,79,174,9,222,2,1397,12,41,693,608,487,1397,693
15UPPEROXFORD,81,1,71,1,5,123,93,2,234,4,386,13,35,735,153,458,386,735
15UPPERUWCHLAN1,129,2,115,4,3,111,121,1,192,4,615,2,42,634,246,432,615,634
15UPPERUWCHLAN2,195,1,149,4,4,110,233,2,294,5,982,9,45,926,345,647,982,926
15UPPERUWCHLAN3,312,0,193,3,4,101,197,5,329,8,1610,20,72,1081,505,639,1610,1081
15UWCHLAN1,128,3,84,0,3,64,83,1,116,2,475,8,26,370,215,267,475,370
15UWCHLAN2,206,0,114,2,0,83,121,5,138,3,828,7,42,504,320,349,828,504
15UWCHLAN3,93,1,97,2,1,37,72,4,82,1,438,7,26,286,191,198,438,286
15UWCHLAN4,78,0,57,0,3,26,45,1,56,3,351,5,27,203,135,131,351,203
15UWCHLAN5,144,1,129,1,4,55,126,4,147,7,643,13,42,490,274,337,643,490
15UWCHLAN6,294,1,193,3,1,110,276,3,327,4,1300,14,48,1024,488,720,1300,1024
15UWCHLAN7,208,1,145,3,1,95,186,3,198,1,996,10,48,686,354,486,996,686
15UWCHLAN8,78,1,67,2,1,48,95,1,105,0,409,9,34,318,146,252,409,318
15UWCHLAN9,145,0,142,2,3,48,80,1,122,3,608,10,31,434,287,256,608,434
15VALLEYNORTH,513,5,305,4,4,154,160,2,284,8,1727,26,49,996,823,608,1727,996
15VALLEYSOUTH,103,1,107,0,3,38,22,1,68,0,469,18,36,308,211,132,469,308
15WALLACE,173,0,195,3,3,145,175,6,378,5,884,13,67,1102,368,710,884,1102
15WARWICKEAST,76,1,115,1,1,80,51,1,186,3,385,8,23,491,192,320,385,491
15WARWICKWEST,64,0,52,2,1,63,37,3,150,2,216,5,20,407,116,256,216,407
15WESTBRADFORD1,135,1,127,1,7,72,117,2,154,5,595,7,41,477,263,353,595,477
15WESTBRADFORD2,224,0,162,3,5,102,144,5,257,8,972,14,65,853,386,516,972,853
15WESTBRADFORD3,162,0,164,2,2,96,125,0,167,2,773,15,44,550,326,392,773,550
15WESTBRADFORD4,167,2,129,3,5,89,131,5,229,6,842,14,56,729,298,462,842,729
15WESTBRADFORD5,102,2,114,3,2,86,86,0,196,4,543,15,36,618,218,373,543,618
15WESTBRANDYWINEWEST,143,4,120,2,3,91,65,4,237,15,460,16,21,695,267,402,460,695
15WESTCALN1,204,0,189,6,10,162,122,3,385,6,760,21,59,1186,393,688,760,1186
15WESTCALN2,230,2,180,4,8,149,68,3,315,14,839,16,44,1246,412,547,839,1246
15WESTCHESTER1,234,0,226,8,3,56,130,3,110,0,1011,18,51,413,460,310,1011,413
15WESTCHESTER2EAST,80,0,45,0,3,4,1,1,9,0,283,5,7,40,125,18,283,40
15WESTCHESTER2WEST,83,0,106,1,1,9,24,1,31,0,546,12,24,168,189,67,546,168
15WESTCHESTER3,152,2,196,1,0,28,77,3,79,3,869,20,44,298,350,188,869,298
15WESTCHESTER4,66,0,153,0,1,15,21,1,19,2,534,10,34,167,219,57,534,167
15WESTCHESTER5,100,0,225,2,1,31,55,5,51,1,973,16,64,382,325,145,973,382
15WESTCHESTER6,182,0,210,4,1,24,64,3,75,3,842,11,48,284,392,171,842,284
15WESTCHESTER7,245,2,230,3,1,43,73,4,75,1,918,10,44,243,477,199,918,243
15WESTFALLOWFIELD,80,1,67,5,6,90,87,0,195,6,308,9,25,684,148,383,308,684
15WESTGOSHENMIDDLE1,141,1,157,2,1,43,60,1,124,3,646,16,38,375,299,231,646,375
15WESTGOSHENMIDDLE2,181,1,159,2,2,58,108,4,169,7,743,17,44,481,341,343,743,481
15WESTGOSHENNORTH1,196,1,109,5,3,61,143,4,188,3,678,5,55,544,306,404,678,544
15WESTGOSHENNORTH2,151,1,93,2,2,70,135,2,143,1,515,5,17,411,245,354,515,411
15WESTGOSHENNORTH3,186,2,150,2,2,115,154,2,247,3,894,12,48,797,338,522,894,797
15WESTGOSHENNORTH4,167,0,115,0,0,110,175,4,229,6,723,14,44,801,282,518,723,801
15WESTGOSHENSOUTH1,166,2,160,4,3,55,94,1,102,3,741,14,36,415,328,259,741,415
15WESTGOSHENSOUTH2,100,0,102,1,3,54,97,2,137,3,545,4,30,456,202,294,545,456
15WESTGOSHENSOUTH3,107,2,101,3,2,69,98,0,126,1,442,6,27,423,210,298,442,423
15WESTGOSHENSOUTH4,165,2,120,3,1,69,147,4,199,3,672,5,38,606,287,423,672,606
15WESTGROVE1,80,0,65,0,4,35,33,0,82,1,302,8,18,240,145,154,302,240
15WESTGROVE2,51,0,60,1,1,17,21,2,65,2,218,1,14,198,111,107,218,198
15WESTMARLBOROUGH,56,0,51,4,1,25,46,0,80,0,270,2,13,179,107,156,270,179
15WESTNANTMEAL,83,0,86,1,5,106,81,2,243,5,383,10,30,705,169,438,383,705
15WESTNOTTINGHAM,61,1,69,0,6,92,44,2,223,6,327,11,31,743,131,367,327,743
15WESTPIKELAND,244,3,197,4,4,115,303,7,393,5,1221,11,75,1210,444,826,1221,1210
15WESTSADSBURY,85,2,79,1,3,92,64,2,146,8,334,6,20,562,166,308,334,562
15WESTTOWN1,142,1,116,2,1,91,201,4,225,5,685,13,47,664,259,524,685,664
15WESTTOWN2,146,1,124,2,2,57,131,1,195,7,649,16,26,613,271,388,649,613
15WESTTOWN3,196,2,164,3,3,144,164,3,251,3,880,11,50,733,362,568,880,733
15WESTTOWN4,113,1,80,2,1,64,120,1,207,2,530,15,33,540,194,395,530,540
15WESTTOWN5,95,0,59,3,4,50,68,2,122,0,395,6,29,347,154,249,395,347
15WESTVINCENT1,168,0,134,4,0,92,149,2,249,2,804,12,54,761,302,496,804,761
15WESTVINCENT2,158,1,132,2,2,82,150,3,208,2,688,8,40,717,291,447,688,717
15WESTWHITELAND1,130,0,123,0,0,77,106,2,149,2,630,11,31,539,253,334,630,539
